scenario,ensemble,theta_deg,A2460,B2460,G2460,A2536,B2536,G2536,abs_ratio_G2460_over_G2536
legacy_chi_condensate,theta_fixed,35.3,-0.1373274209927221,-0.29055645079036946,-0.42788387178309156,-0.14413766628347735,0.15288528144222926,0.008747615158751915,48.91434568369156
legacy_chi_condensate,theta_fixed,35.3,-0.10980474772643559,-0.24937382384380416,-0.35917857157023975,-0.13067752989463421,0.14878035685515478,0.01810282696052057,19.841021093200084
legacy_chi_condensate,theta_fixed,35.3,-0.1282423662605465,-0.26708844709495844,-0.3953308133555049,-0.17573937256579228,0.18348796533280462,0.007748592767012341,51.019691606264956
legacy_chi_condensate,theta_fixed,35.3,-0.1766162581653115,-0.3563292134899255,-0.5329454716552371,-0.20683770976920068,0.2092017934116938,0.0023640836424931033,225.43427063063055
legacy_chi_condensate,theta_fixed,35.3,-0.11407940221528926,-0.2606251369077926,-0.3747045391230819,-0.1539764074215057,0.17635110255537634,0.022374695133870637,16.746799761121977
legacy_chi_condensate,theta_fixed,35.3,-0.13197300228215597,-0.27910419417548854,-0.4110771964576445,-0.18954996143855884,0.200964755785087,0.011414794346528145,36.01266776940885
legacy_chi_condensate,theta_fixed,35.3,-0.12669351943936552,-0.26975453418936585,-0.39644805362873137,-0.19483140580018576,0.20796404205647778,0.013132636256292018,30.188002309040417
legacy_chi_condensate,theta_fixed,35.3,-0.14023432877774777,-0.30262659618611704,-0.4428609249638648,-0.14223884752589927,0.15388132279347772,0.011642475267578445,38.03838228431786
legacy_chi_condensate,theta_fixed,35.3,-0.14573637992585314,-0.31491376776527635,-0.4606501476911295,-0.16878728235420556,0.18284299408178592,0.014055711727580356,32.77316414986186
legacy_chi_condensate,theta_fixed,35.3,-0.10596429792073954,-0.2313816042010138,-0.33734590212175336,-0.12480203415049691,0.13661735091123134,0.011815316760734426,28.55157495589516
legacy_chi_condensate,theta_fixed,35.3,-0.12554088792554471,-0.2918631756188739,-0.4174040635444186,-0.12604608456899505,0.14690561652288409,0.020859531953889038,20.010231507931703
legacy_chi_condensate,theta_fixed,35.3,-0.13019467819995104,-0.27756367539913906,-0.4077583535990901,-0.27841881785133066,0.297565731641351,0.019146913790020315,21.29629652438402
