fB_scheme,M2,s0_root,s0,GA_stage2,GB_hard,GB_soft2p,GB_em_Sgamma_T4gamma,GB_em_qcd,GB_em_kernel_total,GB_3p_sigma_matched,GB_3p_xgamma_unmatched_axial_ratio,GB_3p_xgamma_matched_S_T2_T3,GB_3p_xgamma_T4_tensor_only,GB_3p_full_matched,GB_3p_full_ratio_diagnostic,GB_stage2_sigma_matched,GB_stage2_full_matched,GB_stage2_full_ratio_diagnostic,hard_qcd_side,G2460_sigma_matched,G2536_sigma_matched,G2460_full_matched,G2536_full_matched,G2460_full_ratio_diagnostic,G2536_full_ratio_diagnostic,Gamma2460_keV_sigma_matched,Gamma2536_keV_sigma_matched,Gamma2460_keV_full_matched,Gamma2536_keV_full_matched,Gamma2460_keV_full_ratio_diagnostic,Gamma2536_keV_full_ratio_diagnostic,fB
fB_equal_fT_diagnostic,6.0,2.5,6.25,-0.319161357544207,-0.6729736961175434,0.23260230975320706,0.0016313476595765388,0.0003191268943961257,-0.10520791750698621,-0.0020968524525923943,0.003040668890967388,0.003464759579956377,-0.0005654542519853115,0.0008024528753786714,0.0009438164383749936,-0.4408368911573522,-0.43793758582938114,-0.4377962222663848,-0.1316482139116941,-0.5442133818331014,-0.005738622528044024,-0.5418471497698245,-0.007414008217227819,-0.5417317776521955,-0.007495696229915305,62.25484882029964,0.010219166649108859,61.71465934812906,0.017057142973473525,61.6883811148073,0.01743508703764221,0.256
fB_converted_fT_M_over_msum_central,6.0,2.5,6.25,-0.319161357544207,-0.37294700053190144,0.12890300800716453,0.0009040564586309501,0.0003191268943961257,-0.10520791750698621,-0.0011620288241038555,0.0016850708267487492,0.0019200924201994475,-0.00031336212460092677,0.0004447014714946651,0.0005230420026448937,-0.2443019648902098,-0.2426952345946113,-0.24261689406346107,-0.1316482139116941,-0.38381384074285374,-0.11930782812916232,-0.3825025277514952,-0.1202362894808019,-0.38243859109919665,-0.1202815591540253,30.965351433141276,4.417108258673365,30.754124537823987,4.486124214107835,30.743844075414728,4.489502954578145,0.4619457079970653
fB_equal_fT_diagnostic,3.0,2.55,6.5024999999999995,-0.3910424583500184,-0.7989502317525216,0.3261463827240965,-0.03978620114985308,-0.0034041163513524202,0.9830670841885452,-0.0036640993170747797,0.005313350871717194,0.00605441894352224,-0.0009880907624067155,0.0014022288640407451,0.0016492515546424136,-0.5162541494953529,-0.5111878213142373,-0.5109407986236357,-0.06835836217642023,-0.6473012834532476,-0.020823053171293848,-0.6431664625809567,-0.023750669538380453,-0.642964858077554,-0.023893413483540293,88.0739929129823,0.13455163512042415,86.95239135519597,0.17504587368846652,86.89788836955812,0.17715628366885394,0.256
fB_converted_fT_M_over_msum_central,3.0,2.55,6.5024999999999995,-0.3910424583500184,-0.44276038458169814,0.18074304519330903,-0.02204862458517981,-0.0034041163513524202,0.9830670841885452,-0.0020305620529265803,0.0029445404505592737,0.0033552238341210865,-0.0005475778447490763,0.0007770839364454301,0.0009139783976326935,-0.2860965260264955,-0.2832888800371235,-0.28315198557593624,-0.06835836217642023,-0.4594609952967973,-0.15382139070276105,-0.45716956986523305,-0.15544381034428945,-0.45705784514958436,-0.15552291585242237,44.37435441364978,7.3423254481019775,43.93285024017873,7.498027528139803,43.91137993349185,7.505660977163699,0.4619457079970653
fB_equal_fT_diagnostic,3.25,2.55,6.5024999999999995,-0.3809140520703031,-0.7832755690611471,0.30964596667735517,-0.029307767240677553,-0.002847788462595882,0.8156401608507711,-0.003362598592898251,0.00487614134299032,0.0055562305654306325,-0.0009067856299204056,0.001286846342611977,0.001513542750092069,-0.5062999682173678,-0.5016505232818576,-0.5014238268743775,-0.07610962344172045,-0.6333245251422245,-0.018308979624793498,-0.6295299383573467,-0.020995696829929356,-0.6293449228976662,-0.02112669507741205,84.31160600130983,0.10402277768310221,83.30432059209394,0.1367920159189302,83.25536240475266,0.13850431125512408,0.256
fB_converted_fT_M_over_msum_central,3.25,2.55,6.5024999999999995,-0.3809140520703031,-0.4340738364018473,0.17159888293605816,-0.016241710408230737,-0.002847788462595882,0.8156401608507711,-0.001863477081569553,0.0027022486889594654,0.0030791389553494414,-0.0005025203551866285,0.0007131415185932606,0.0008387716073899125,-0.2805801409555895,-0.2780035223554267,-0.27787789226663,-0.07610962344172045,-0.44910608928748663,-0.14874290278253988,-0.4470032139925941,-0.1502318214857723,-0.44690068255468196,-0.15030441779043544,42.39675688780021,6.8655078653223205,42.00065286359174,7.003643466808219,41.98138725964348,7.0104138231264725,0.4619457079970653
fB_equal_fT_diagnostic,3.5,2.55,6.5024999999999995,-0.37365616010109187,-0.7706919532194938,0.2965555879199623,-0.02171054323155646,-0.0023526398971095803,0.6721313694183932,-0.0031239946070163527,0.004530139068850842,0.005161970375650468,-0.0008424417423994891,0.0011955340262346256,0.0014061444618344895,-0.4989709031381043,-0.49465137450485336,-0.49444076406925347,-0.08351521277874092,-0.6231489714195333,-0.016620697299634557,-0.6196236417305095,-0.01911676985410149,-0.6194517546371533,-0.019238472700087605,81.62412047859819,0.08572325313439291,80.70319145055194,0.11340421250577283,80.65842261990707,0.11485273629276672,0.256
fB_converted_fT_M_over_msum_central,3.5,2.55,6.5024999999999995,-0.37365616010109187,-0.4271002773889693,0.16434448722704145,-0.012031498444647876,-0.0023526398971095803,0.6721313694183932,-0.001731248078618942,0.002510501951959218,0.0028606487586955017,-0.000466862408981705,0.0006625382710948544,0.000779253873340276,-0.27651853668519466,-0.2741247503354809,-0.27400803473323543,-0.08351521277874092,-0.44159723315502686,-0.1451664933166019,-0.4396435741324046,-0.14654976100992917,-0.4395483181420633,-0.1466172060105712,40.9908984060294,6.539325205534465,40.62900712761703,6.664543281442007,40.611403153526226,6.670678993363613,0.4619457079970653
fB_equal_fT_diagnostic,3.75,2.55,6.5024999999999995,-0.3683440652939718,-0.7603975041684551,0.28594216799982314,-0.01606731727911094,-0.00191369743775892,0.5477570835103329,-0.00293094379906606,0.004250193960941677,0.004842980531879081,-0.0007903820945831947,0.0011216546382298266,0.001319250161875617,-0.49345359724680893,-0.48940099880951304,-0.48920340328586726,-0.09056712642983109,-0.615576456199934,-0.01547351432081534,-0.6122689782777566,-0.017815339226371463,-0.6121077131432777,-0.017929521306254192,79.65237907034988,0.07429816470529463,78.79873780028917,0.09848914248972991,78.75723376859654,0.09975566152134162,0.256
fB_converted_fT_M_over_msum_central,3.75,2.55,6.5024999999999995,-0.3683440652939718,-0.42139532351356135,0.1584627668159215,-0.008904148587691892,-0.00191369743775892,0.5477570835103329,-0.0016242636300577511,0.002355362621981502,0.0026838717076443125,-0.0004380121142170743,0.000621595963369487,0.000731098991923751,-0.27346096891538946,-0.27121510932196224,-0.27110560629340796,-0.09056712642983109,-0.43603220267812887,-0.14259793191029282,-0.4341992722418908,-0.14389571899964956,-0.43410990270406,-0.14395899615959273,39.964269524425546,6.3099601672271595,39.62898344735432,6.425337000534126,39.612671768903965,6.430989239178133,0.4619457079970653
fB_equal_fT_diagnostic,4.0,2.55,6.5024999999999995,-0.36439039867719536,-0.7518401274431152,0.2771792349086953,-0.011790920225198299,-0.0015254293659277374,0.4389295833407796,-0.002771836149477521,0.004019470201708793,0.00458007707747785,-0.0007474758343587338,0.001060765093641596,0.001247634052231272,-0.48922364890909575,-0.4853910476659766,-0.48520417870738697,-0.09726798137719503,-0.6098395799586543,-0.01469108627391491,-0.606711650016357,-0.01690578412347299,-0.6065591392348327,-0.017013767775954647,78.17465349382336,0.06697426897445335,77.37477840903358,0.08868921311030793,77.33588347512388,0.0898258147627058,0.256
fB_converted_fT_M_over_msum_central,4.0,2.55,6.5024999999999995,-0.36439039867719536,-0.41665301634680457,0.1536065448995941,-0.006534264796481106,-0.0015254293659277374,0.4389295833407796,-0.0015360897221946982,0.0022275006647404284,0.002538176481643549,-0.00041423442253748897,0.0005878523369113621,0.0006914109425457301,-0.2711168259658863,-0.2689928839067802,-0.2688893253011459,-0.09726798137719503,-0.4318344031017432,-0.1407257768417117,-0.43010097414815446,-0.14195311295431498,-0.43001645607732,-0.1420129550841513,39.19847999015479,6.145362036104752,38.88441791044286,6.253022699988575,38.869137251806144,6.258295892828667,0.4619457079970653
fB_equal_fT_diagnostic,4.25,2.55,6.5024999999999995,-0.36140873201604223,-0.7446285336561383,0.26983195529294307,-0.008495847410426556,-0.0011823345114804864,0.3429053184852915,-0.0026386353422758213,0.0038263142406352244,0.004359981108283912,-0.0007115558235315734,0.001009789942476517,0.001187678898359403,-0.4859310611158977,-0.48228263583114533,-0.48210474687526245,-0.10362709816260206,-0.6054293964784689,-0.0141602829909106,-0.6024517794589835,-0.016268553358698312,-0.6023065975952274,-0.016371347848148865,77.04806887098071,0.062222008974282206,76.29205841695784,0.08212928383764084,76.25529235863968,0.08317044709416035,0.256
fB_converted_fT_M_over_msum_central,4.25,2.55,6.5024999999999995,-0.36140873201604223,-0.4126565120444466,0.14953484653965496,-0.0047082089938651735,-0.0011823345114804864,0.3429053184852915,-0.0014622728080999974,0.002120457942665505,0.0024162042084126738,-0.0003943283543295525,0.0005596030459831235,0.0006581851345655077,-0.2692921473067568,-0.2672702714526737,-0.2671716893640913,-0.10362709816260206,-0.4286222354446931,-0.1393467310736837,-0.4269721065577004,-0.14051508745152255,-0.4268916500094997,-0.14057205386303753,38.61749897087998,6.025508921672983,38.320728612820915,6.126974596734844,38.3062880298688,6.131943493858549,0.4619457079970653
fB_equal_fT_diagnostic,4.5,2.55,6.5024999999999995,-0.3591371715394014,-0.7384784269935883,0.2635898573860858,-0.0059211181002517006,-0.000879236317078112,0.2575504163915243,-0.0025256179775914028,0.0036624265123832126,0.004173235495111347,-0.0006810786436375042,0.0009665388738824403,0.0011368085347918096,-0.4833353056853456,-0.4798431488338718,-0.4796728791729624,-0.10965784525795542,-0.6019982643562655,-0.013806354164362988,-0.5991481838793218,-0.015824323626530246,-0.5990092204086034,-0.015922715248287922,76.1772390109792,0.05915046775593782,75.45764451257583,0.07770527039954571,75.422646024933,0.07867457775073351,0.256
fB_converted_fT_M_over_msum_central,4.5,2.55,6.5024999999999995,-0.3591371715394014,-0.4092482602123443,0.14607561521335025,-0.003281351482270001,-0.000879236317078112,0.2575504163915243,-0.00139964110732144,0.002029635021906208,0.0023127139580552004,-0.0003774385815319854,0.0005356342692017752,0.0006299939145847678,-0.2678536375885855,-0.2659183622120623,-0.26582400256667926,-0.10965784525795542,-0.42613557504932276,-0.13832407898895177,-0.42455612406738563,-0.13944239262055735,-0.42447911361380186,-0.13949691906107606,38.17071837289573,5.93739220652842,37.88828689609898,6.033784786521778,37.874542991046624,6.038504515235636,0.4619457079970653
fB_equal_fT_diagnostic,4.75,2.55,6.5024999999999995,-0.35739365811155616,-0.7331787521253185,0.25822580585906924,-0.0038853406323699565,-0.0006114122699561129,0.18118024083394313,-0.0024286066423149432,0.003521749304083865,0.00401293763874672,-0.0006549177795504639,0.0009294132168813122,0.0010931426617689216,-0.4812668935409341,-0.47790887368173784,-0.47774514423685027,-0.11537585183286632,-0.5993026529259375,-0.013578655045104637,-0.5965620466906119,-0.015519112423572401,-0.5964284209360361,-0.015613724731636747,75.49655766710809,0.05721549699989948,74.80764616248052,0.07473670077755422,74.77413712958408,0.07565074351203696,0.256
