sector,scenario,ensemble,window_id,M2,s0,theta_deg,f1_GeV,f2_GeV,normalization_scheme,two_point_M2_GeV2,two_point_s0_mix_GeV2,two_point_s01_GeV2,two_point_s02_GeV2,GA_basis,GB_basis,chi_effective,fperp_s_used_GeV,state,state_key,g_GeV_inv,g_A_component_GeV_inv,g_B_component_GeV_inv,interference,Gamma_keV,rho_AB,g_low_GeV_inv,g_high_GeV_inv,quoted_combo
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.647024018286852,7.676726156396072,26.502881185574765,0.4040960055940451,0.1812870602426146,AA_AB_BB_two_point_LO_d3_d5,2.0315907581312347,10.442461723494763,7.925,11.275,-0.5138687296537585,-0.3585722075791326,3.04912146671291,-0.028583599580660382,D_{s1}(2536),Ds1_2536,-0.2146183875616746,-0.6313138246516468,0.41669543708997214,destructive,14.297667611141115,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.183733701137943,8.194581076269078,26.67858976745237,0.39749627167641166,0.17542712355483558,AA_AB_BB_two_point_LO_d3_d5,2.21335318016862,10.92952222497735,7.85,10.825,-0.5907192512387761,-0.3020321230862462,3.569121098337269,-0.0410407305024255,D_{s1}(2460),Ds1_2460,-0.4733237555598554,-0.12200736460439397,-0.3513163909554614,constructive,46.99724682524054,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.183733701137943,8.194581076269078,26.67858976745237,0.39749627167641166,0.17542712355483558,AA_AB_BB_two_point_LO_d3_d5,2.21335318016862,10.92952222497735,7.85,10.825,-0.5907192512387761,-0.3020321230862462,3.569121098337269,-0.0410407305024255,D_{s1}(2536),Ds1_2536,-0.15018539765304573,-0.5501790205534984,0.39999362290045276,destructive,6.997287308779531,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.197237638376196,7.666828047905166,26.373825716321917,0.38621742593886915,0.15342114240002427,AA_AB_BB_two_point_LO_d3_d5,2.5627199792997644,10.279518154997398,7.825,9.175,-0.5366131668671982,-0.3260746741435959,3.2471976272014427,-0.03517379325211916,D_{s1}(2460),Ds1_2460,-0.49146094955550695,-0.12648954266137766,-0.36497140689412927,constructive,50.88112895195107,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.197237638376196,7.666828047905166,26.373825716321917,0.38621742593886915,0.15342114240002427,AA_AB_BB_two_point_LO_d3_d5,2.5627199792997644,10.279518154997398,7.825,9.175,-0.5366131668671982,-0.3260746741435959,3.2471976272014427,-0.03517379325211916,D_{s1}(2536),Ds1_2536,-0.18663378253501015,-0.6421907687219418,0.45555698618693163,destructive,10.808868040707877,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.323428887878624,8.292250027111983,26.80177408432466,0.39827680606342863,0.16347765534094943,AA_AB_BB_two_point_LO_d3_d5,2.530622998879365,10.171067381136279,7.925,9.7,-0.7917452152260505,-0.46399292194527075,3.1327498757254393,-0.02517725260957235,D_{s1}(2460),Ds1_2460,-0.6026185250534346,-0.17182273492177388,-0.4307957901316607,constructive,76.80342454663617,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.323428887878624,8.292250027111983,26.80177408432466,0.39827680606342863,0.16347765534094943,AA_AB_BB_two_point_LO_d3_d5,2.530622998879365,10.171067381136279,7.925,9.7,-0.7917452152260505,-0.46399292194527075,3.1327498757254393,-0.02517725260957235,D_{s1}(2536),Ds1_2536,-0.2984382358050473,-0.8286386947504618,0.5302004589454145,destructive,27.650260393468677,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.168659156178775,8.064323997774487,26.08392549690389,0.4023127414749878,0.16557494238744142,AA_AB_BB_two_point_LO_d3_d5,2.5707215005574366,9.361096688616263,7.85,9.65,-0.5890781176142617,-0.37019563846411085,3.543817809310355,-0.03255501238672072,D_{s1}(2460),Ds1_2460,-0.5116874297124974,-0.12916209922582697,-0.38252533048667037,constructive,54.99342177379799,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.168659156178775,8.064323997774487,26.08392549690389,0.4023127414749878,0.16557494238744142,AA_AB_BB_two_point_LO_d3_d5,2.5707215005574366,9.361096688616263,7.85,9.65,-0.5890781176142617,-0.37019563846411085,3.543817809310355,-0.03255501238672072,D_{s1}(2536),Ds1_2536,-0.18606332554111735,-0.6410763862319732,0.45501306069085584,destructive,10.738488411452954,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.217984286696252,7.721943037954521,25.504773357347208,0.36695148757714663,0.17755769883949898,AA_AB_BB_two_point_LO_d3_d5,2.254936235860228,9.214269604868107,7.475,10.7,-0.7583821184597409,-0.40937535176262796,3.425781908093087,-0.022115479944959937,D_{s1}(2460),Ds1_2460,-0.6328222333384966,-0.17275504244272294,-0.4600671908957737,constructive,83.80269000268615,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.217984286696252,7.721943037954521,25.504773357347208,0.36695148757714663,0.17755769883949898,AA_AB_BB_two_point_LO_d3_d5,2.254936235860228,9.214269604868107,7.475,10.7,-0.7583821184597409,-0.40937535176262796,3.425781908093087,-0.022115479944959937,D_{s1}(2536),Ds1_2536,-0.2947533125230409,-0.7483601757271406,0.45360686320409976,destructive,26.960861931856094,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.4431837704502337,7.69548271456498,27.218394171215724,0.4132110634142625,0.17784788186029515,AA_AB_BB_two_point_LO_d3_d5,2.0402872280349156,9.212279239624175,8.15,11.05,-0.35828989169388326,-0.2752951699234073,3.296558338967425,-0.048733013654526834,D_{s1}(2460),Ds1_2460,-0.35026564661046866,-0.08039020503839085,-0.2698754415720778,constructive,25.78774218123647,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.4431837704502337,7.69548271456498,27.218394171215724,0.4132110634142625,0.17784788186029515,AA_AB_BB_two_point_LO_d3_d5,2.0402872280349156,9.212279239624175,8.15,11.05,-0.35828989169388326,-0.2752951699234073,3.296558338967425,-0.048733013654526834,D_{s1}(2536),Ds1_2536,-0.04064153439994848,-0.36314442379132045,0.322502889391372,destructive,0.5128210609273764,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.6957189607794905,8.323640760545134,26.40159546012668,0.386533508941725,0.16737399849343954,AA_AB_BB_two_point_LO_d3_d5,2.2004229683290704,9.935314339394566,7.55,10.275,-0.49754243079351984,-0.34569278532641706,3.001826000061136,-0.03474386468177587,D_{s1}(2460),Ds1_2460,-0.5457460016323343,-0.1468989887352687,-0.3988470128970656,constructive,62.54265102733099,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.6957189607794905,8.323640760545134,26.40159546012668,0.386533508941725,0.16737399849343954,AA_AB_BB_two_point_LO_d3_d5,2.2004229683290704,9.935314339394566,7.55,10.275,-0.49754243079351984,-0.34569278532641706,3.001826000061136,-0.03474386468177587,D_{s1}(2536),Ds1_2536,-0.22609530293882296,-0.6833639352385772,0.45726863229975423,destructive,15.870239458501565,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.679931307234203,7.609495262999215,27.007848926657605,0.4015576689143443,0.16619200486555613,AA_AB_BB_two_point_LO_d3_d5,2.568889678613372,10.20661307983768,7.975,9.725,-0.41645829611498486,-0.27018283360606155,3.304556452401992,-0.04400221786164726,D_{s1}(2460),Ds1_2460,-0.4089460425062849,-0.10493800528416096,-0.30400803722212394,constructive,35.146471172209004,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.679931307234203,7.609495262999215,27.007848926657605,0.4015576689143443,0.16619200486555613,AA_AB_BB_two_point_LO_d3_d5,2.568889678613372,10.20661307983768,7.975,9.725,-0.41645829611498486,-0.27018283360606155,3.304556452401992,-0.04400221786164726,D_{s1}(2536),Ds1_2536,-0.12305944939240039,-0.4974594199186127,0.3743999705262123,destructive,4.696694831999622,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.9939761681983756,7.525928505094164,25.477727315696292,0.4082293183690459,0.17189108607395498,AA_AB_BB_two_point_LO_d3_d5,2.141195227317479,9.21206537350195,8.075,10.725,-0.5873518060011843,-0.3527415557138552,2.98194809256547,-0.027203796402955064,D_{s1}(2460),Ds1_2460,-0.5119769515634668,-0.13488240523047706,-0.3770945463329897,constructive,54.96671416726861,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.9939761681983756,7.525928505094164,25.477727315696292,0.4082293183690459,0.17189108607395498,AA_AB_BB_two_point_LO_d3_d5,2.141195227317479,9.21206537350195,8.075,10.725,-0.5873518060011843,-0.3527415557138552,2.98194809256547,-0.027203796402955064,D_{s1}(2536),Ds1_2536,-0.24553217291523835,-0.6722714141962501,0.4267392412810118,destructive,18.687471900608102,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.341649786490278,8.23413799946757,26.996776341720366,0.3980506920453953,0.1797614047847919,AA_AB_BB_two_point_LO_d3_d5,2.1866108416800984,9.465705934118464,8.0,11.125,-0.7142773517041252,-0.3915760366791899,2.8838521558061214,-0.02810877760092845,D_{s1}(2460),Ds1_2460,-0.5803140124868649,-0.16656167250150375,-0.4137523399853611,constructive,70.72341571642939,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.341649786490278,8.23413799946757,26.996776341720366,0.3980506920453953,0.1797614047847919,AA_AB_BB_two_point_LO_d3_d5,2.1866108416800984,9.465705934118464,8.0,11.125,-0.7142773517041252,-0.3915760366791899,2.8838521558061214,-0.02810877760092845,D_{s1}(2536),Ds1_2536,-0.25720112942547063,-0.7239549320952232,0.4667538026697526,destructive,20.537822694757963,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.9509118724796446,7.965324155703837,26.432936260233717,0.4406912896133181,0.18335807031112752,AA_AB_BB_two_point_LO_d3_d5,2.0055539365535355,9.121938202574846,8.6,12.0,-0.5605870829111088,-0.4139455542948136,2.8953494271636884,-0.03469321822417741,D_{s1}(2460),Ds1_2460,-0.4483583912495998,-0.11747448950235274,-0.330883901747247,constructive,42.14268427025528,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.9509118724796446,7.965324155703837,26.432936260233717,0.4406912896133181,0.18335807031112752,AA_AB_BB_two_point_LO_d3_d5,2.0055539365535355,9.121938202574846,8.6,12.0,-0.5605870829111088,-0.4139455542948136,2.8953494271636884,-0.03469321822417741,D_{s1}(2536),Ds1_2536,-0.17261624635304773,-0.5679575561105913,0.3953413097575436,destructive,9.243550390184279,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.593791643346098,8.39627126840201,26.068477598754797,0.3829299989643606,0.16139588664058957,AA_AB_BB_two_point_LO_d3_d5,2.1269617464584627,9.566269858690331,7.7,10.225,-0.4862517255360639,-0.3835246596860258,3.5951257020755882,-0.036841866006693695,D_{s1}(2460),Ds1_2460,-0.5354997025760226,-0.1407745549742993,-0.39472514760172334,constructive,60.203783065204874,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.593791643346098,8.39627126840201,26.068477598754797,0.3829299989643606,0.16139588664058957,AA_AB_BB_two_point_LO_d3_d5,2.1269617464584627,9.566269858690331,7.7,10.225,-0.4862517255360639,-0.3835246596860258,3.5951257020755882,-0.036841866006693695,D_{s1}(2536),Ds1_2536,-0.22457397365690382,-0.6827365818780583,0.45816260822115445,destructive,15.647043079063575,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.418347331903569,8.136068088428278,26.589421158794185,0.3981679584401073,0.1728821287399131,AA_AB_BB_two_point_LO_d3_d5,2.4137902414600556,10.062996884506646,7.775,10.45,-0.56619186863307,-0.416813795592685,2.7098847515853053,-0.03456933383280737,D_{s1}(2460),Ds1_2460,-0.5142286105007975,-0.13630377775186514,-0.37792483274893235,constructive,55.49338861544349,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.418347331903569,8.136068088428278,26.589421158794185,0.3981679584401073,0.1728821287399131,AA_AB_BB_two_point_LO_d3_d5,2.4137902414600556,10.062996884506646,7.775,10.45,-0.56619186863307,-0.416813795592685,2.7098847515853053,-0.03456933383280737,D_{s1}(2536),Ds1_2536,-0.191514717285118,-0.627180344521055,0.43566562723593694,destructive,11.380825220397941,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.0244903522065325,7.744894089718665,24.56104965890596,0.4372374230138003,0.18022551897764924,AA_AB_BB_two_point_LO_d3_d5,2.0344413688866014,9.70691741368167,8.3,10.825,-0.4151828825534997,-0.3119334151395167,3.6009952618468426,-0.04190069874623264,D_{s1}(2460),Ds1_2460,-0.4010638272683088,-0.09857082865896652,-0.30249299860934226,constructive,33.81244559991769,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.0244903522065325,7.744894089718665,24.56104965890596,0.4372374230138003,0.18022551897764924,AA_AB_BB_two_point_LO_d3_d5,2.0344413688866014,9.70691741368167,8.3,10.825,-0.4151828825534997,-0.3119334151395167,3.6009952618468426,-0.04190069874623264,D_{s1}(2536),Ds1_2536,-0.18787675102584747,-0.5232632531654249,0.33538650213957744,destructive,10.950381614972002,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.507177249633509,7.616356630381827,26.244762341579936,0.40205208722122543,0.16693514293007344,AA_AB_BB_two_point_LO_d3_d5,2.5233212047332665,9.933298028283547,8.075,10.075,-0.6510479520125759,-0.37195490573911605,2.5675920884434906,-0.018834492087431407,D_{s1}(2460),Ds1_2460,-0.5858061173948287,-0.16247799447406236,-0.4233281229207663,constructive,71.95479620356093,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.507177249633509,7.616356630381827,26.244762341579936,0.40205208722122543,0.16693514293007344,AA_AB_BB_two_point_LO_d3_d5,2.5233212047332665,9.933298028283547,8.075,10.075,-0.6510479520125759,-0.37195490573911605,2.5675920884434906,-0.018834492087431407,D_{s1}(2536),Ds1_2536,-0.29102178542391927,-0.7936959762941135,0.5026741908701943,destructive,26.29110375213275,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.1615750637242037,8.071001632804968,27.25248847753436,0.41683339354927645,0.15963643774924616,AA_AB_BB_two_point_LO_d3_d5,2.66245986009247,10.144524097125448,8.25,9.6,-0.6946052205440532,-0.3300829868747283,2.8588269616401845,-0.03230077098787016,D_{s1}(2460),Ds1_2460,-0.49782185776996524,-0.13732873451865216,-0.3604931232513131,constructive,51.68535808006591,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.1615750637242037,8.071001632804968,27.25248847753436,0.41683339354927645,0.15963643774924616,AA_AB_BB_two_point_LO_d3_d5,2.66245986009247,10.144524097125448,8.25,9.6,-0.6946052205440532,-0.3300829868747283,2.8588269616401845,-0.03230077098787016,D_{s1}(2536),Ds1_2536,-0.21130874254422174,-0.6961611598540176,0.4848524173097959,destructive,13.858016658524283,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.4239963962391324,7.549615659102836,26.47296993898987,0.40222272138147974,0.16580137560529593,AA_AB_BB_two_point_LO_d3_d5,2.1507459015042367,9.524435108870673,8.1,10.175,-0.4175984815923429,-0.3413680340307829,2.9260578322334814,-0.03459889451546804,D_{s1}(2460),Ds1_2460,-0.4707059808084097,-0.12839212084852328,-0.3423138599598864,constructive,46.52847659556365,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.4239963962391324,7.549615659102836,26.47296993898987,0.40222272138147974,0.16580137560529593,AA_AB_BB_two_point_LO_d3_d5,2.1507459015042367,9.524435108870673,8.1,10.175,-0.4175984815923429,-0.3413680340307829,2.9260578322334814,-0.03459889451546804,D_{s1}(2536),Ds1_2536,-0.21190380190542343,-0.6254518161372756,0.41354801423185217,destructive,13.933585355565233,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.467563315900272,8.238666927636812,26.349692161028997,0.4019706473831546,0.18823832754594394,AA_AB_BB_two_point_LO_d3_d5,2.160518059547637,9.107570425503242,7.775,11.625,-0.5157489315686028,-0.410786027503869,3.0234211154346076,-0.03130149201189077,D_{s1}(2460),Ds1_2460,-0.5383475190443292,-0.13990296323412074,-0.39844455581020843,constructive,60.976141529536754,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.467563315900272,8.238666927636812,26.349692161028997,0.4019706473831546,0.18823832754594394,AA_AB_BB_two_point_LO_d3_d5,2.160518059547637,9.107570425503242,7.775,11.625,-0.5157489315686028,-0.410786027503869,3.0234211154346076,-0.03130149201189077,D_{s1}(2536),Ds1_2536,-0.18172850058657036,-0.6031644877059297,0.42143598711935937,destructive,10.250658253674594,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.158671148639425,8.013413793347958,26.89793755601332,0.4183145631478138,0.1756391694147142,AA_AB_BB_two_point_LO_d3_d5,2.5406457708520245,10.63864655080646,8.05,10.025,-0.6126903201829925,-0.3575810308128104,2.9838527377224953,-0.028723581679372775,D_{s1}(2460),Ds1_2460,-0.5218936884896297,-0.1408592258300044,-0.3810344626596253,constructive,57.05546648531566,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.158671148639425,8.013413793347958,26.89793755601332,0.4183145631478138,0.1756391694147142,AA_AB_BB_two_point_LO_d3_d5,2.5406457708520245,10.63864655080646,8.05,10.025,-0.6126903201829925,-0.3575810308128104,2.9838527377224953,-0.028723581679372775,D_{s1}(2536),Ds1_2536,-0.20096747750571112,-0.6613266179516694,0.46035914044595827,destructive,12.53054396688769,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.099375590767459,8.23823912693381,27.95690083152961,0.42442220442396555,0.18124027083391178,AA_AB_BB_two_point_LO_d3_d5,2.3058133322462595,9.401355135066128,8.25,10.65,-0.6546885283228121,-0.3982787883224224,2.858618857679228,-0.028700654604948063,D_{s1}(2460),Ds1_2460,-0.5369794109060796,-0.15293640583909385,-0.3840430050669858,constructive,60.50188042286858,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.099375590767459,8.23823912693381,27.95690083152961,0.42442220442396555,0.18124027083391178,AA_AB_BB_two_point_LO_d3_d5,2.3058133322462595,9.401355135066128,8.25,10.65,-0.6546885283228121,-0.3982787883224224,2.858618857679228,-0.028700654604948063,D_{s1}(2536),Ds1_2536,-0.19747023611761963,-0.6747896603202064,0.4773194242025868,destructive,12.104324912949714,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.230450479441731,8.03995260887919,26.5036656308868,0.41296318333790444,0.16278018848729156,AA_AB_BB_two_point_LO_d3_d5,2.4854206982658487,10.131626507527404,8.025,9.575,-0.5824557588047744,-0.45861109999655647,2.8863347686209413,-0.034720141494632435,D_{s1}(2460),Ds1_2460,-0.4957533312432779,-0.13523154630576892,-0.360521784937509,constructive,51.89665352252049,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.230450479441731,8.03995260887919,26.5036656308868,0.41296318333790444,0.16278018848729156,AA_AB_BB_two_point_LO_d3_d5,2.4854206982658487,10.131626507527404,8.025,9.575,-0.5824557588047744,-0.45861109999655647,2.8863347686209413,-0.034720141494632435,D_{s1}(2536),Ds1_2536,-0.23190334288878972,-0.6879897534928737,0.456086410604084,destructive,16.69042435114173,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.4122584238496536,8.040025024327324,27.97833298852468,0.36011667813849474,0.16522404147574535,AA_AB_BB_two_point_LO_d3_d5,2.2976894235569922,10.906621635688909,7.325,10.425,-0.5520898789766869,-0.4074011086462386,3.3604295959380126,-0.0321830049118824,D_{s1}(2460),Ds1_2460,-0.5983840064428321,-0.17209760101456764,-0.42628640542826435,constructive,75.16487920927447,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.4122584238496536,8.040025024327324,27.97833298852468,0.36011667813849474,0.16522404147574535,AA_AB_BB_two_point_LO_d3_d5,2.2976894235569922,10.906621635688909,7.325,10.425,-0.5520898789766869,-0.4074011086462386,3.3604295959380126,-0.0321830049118824,D_{s1}(2536),Ds1_2536,-0.21252998438902182,-0.7061008750041099,0.49357089061508813,destructive,14.021569887180195,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.400682717321829,8.306129608562866,26.786794730654268,0.3816872962967235,0.15907804750040044,AA_AB_BB_two_point_LO_d3_d5,2.462702463012991,10.592116570978183,7.95,9.65,-0.6933344556979716,-0.3972071487064135,2.7145488472140515,-0.02543671351787959,D_{s1}(2460),Ds1_2460,-0.6062805727264278,-0.16109684130980312,-0.4451837314166247,constructive,77.17955435546644,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.400682717321829,8.306129608562866,26.786794730654268,0.3816872962967235,0.15907804750040044,AA_AB_BB_two_point_LO_d3_d5,2.462702463012991,10.592116570978183,7.95,9.65,-0.6933344556979716,-0.3972071487064135,2.7145488472140515,-0.02543671351787959,D_{s1}(2536),Ds1_2536,-0.2263819931087419,-0.7656400007056818,0.53925800759694,destructive,15.905894391886525,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.3528459938855737,7.76505432407412,26.675194986606407,0.4258481306503369,0.1667111967196516,AA_AB_BB_two_point_LO_d3_d5,2.5532384531767813,9.536367903966806,8.225,9.625,-0.40414439365060917,-0.3098183124870373,2.97794937316615,-0.039156854392675966,D_{s1}(2460),Ds1_2460,-0.409686296388652,-0.1031453872488361,-0.3065409091398159,constructive,35.0593301744867,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.3528459938855737,7.76505432407412,26.675194986606407,0.4258481306503369,0.1667111967196516,AA_AB_BB_two_point_LO_d3_d5,2.5532384531767813,9.536367903966806,8.225,9.625,-0.40414439365060917,-0.3098183124870373,2.97794937316615,-0.039156854392675966,D_{s1}(2536),Ds1_2536,-0.13102924179988978,-0.5244276625699741,0.3933984207700843,destructive,5.324393613617175,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.0372987877472877,7.550910489157369,25.914447852197924,0.41749629265374255,0.1692542515678466,AA_AB_BB_two_point_LO_d3_d5,2.3573373878469543,10.787209956738963,8.125,9.9,-0.354284372687241,-0.2520253477706216,3.2698766032547724,-0.05050910728383015,D_{s1}(2460),Ds1_2460,-0.3455790795344087,-0.08439444110717052,-0.26118463842723816,constructive,25.262456319324027,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.0372987877472877,7.550910489157369,25.914447852197924,0.41749629265374255,0.1692542515678466,AA_AB_BB_two_point_LO_d3_d5,2.3573373878469543,10.787209956738963,8.125,9.9,-0.354284372687241,-0.2520253477706216,3.2698766032547724,-0.05050910728383015,D_{s1}(2536),Ds1_2536,-0.11540655662751641,-0.42844283039758585,0.31303627377006943,destructive,4.13334962447553,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.362786358645604,8.042480572088557,26.992251174847425,0.39359449698997684,0.16802726058204195,AA_AB_BB_two_point_LO_d3_d5,2.311780506265147,9.081969290786885,8.0,10.175,-0.4732817497238212,-0.36200372195932806,3.2169917891337194,-0.03770153958012992,D_{s1}(2460),Ds1_2460,-0.49951677075888873,-0.13445388318379686,-0.36506288757509187,constructive,52.39173651414804,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.362786358645604,8.042480572088557,26.992251174847425,0.39359449698997684,0.16802726058204195,AA_AB_BB_two_point_LO_d3_d5,2.311780506265147,9.081969290786885,8.0,10.175,-0.4732817497238212,-0.36200372195932806,3.2169917891337194,-0.03770153958012992,D_{s1}(2536),Ds1_2536,-0.18276267082175152,-0.6183323307231627,0.4355696599014112,destructive,10.378800483432034,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.264875593779025,8.189762104873175,27.07005592495147,0.4010582445927464,0.16310104352760008,AA_AB_BB_two_point_LO_d3_d5,2.5031772494466096,9.242125720202404,7.825,9.7,-0.43398142799237993,-0.31354779545200484,3.070715519080113,-0.041937249771374044,D_{s1}(2460),Ds1_2460,-0.466024781384076,-0.12349347839795888,-0.3425313029861171,constructive,45.960432350535434,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,4.264875593779025,8.189762104873175,27.07005592495147,0.4010582445927464,0.16310104352760008,AA_AB_BB_two_point_LO_d3_d5,2.5031772494466096,9.242125720202404,7.825,9.7,-0.43398142799237993,-0.31354779545200484,3.070715519080113,-0.041937249771374044,D_{s1}(2536),Ds1_2536,-0.16372329650544223,-0.5941789671213304,0.4304556706158882,destructive,8.32203638414503,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.78337338878623,7.9398830870304025,26.51821579628318,0.41182248192090726,0.1729277093337057,AA_AB_BB_two_point_LO_d3_d5,2.2855720083443947,10.862336780614212,7.825,9.825,-0.47743670723028225,-0.38476463693190904,3.3545235124608777,-0.03218834552288467,D_{s1}(2460),Ds1_2460,-0.5134604413728096,-0.14184706892276633,-0.3716133724500432,constructive,55.49656546925433,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.78337338878623,7.9398830870304025,26.51821579628318,0.41182248192090726,0.1729277093337057,AA_AB_BB_two_point_LO_d3_d5,2.2855720083443947,10.862336780614212,7.825,9.825,-0.47743670723028225,-0.38476463693190904,3.3545235124608777,-0.03218834552288467,D_{s1}(2536),Ds1_2536,-0.23540304001816711,-0.6769925426202379,0.4415895026020708,destructive,17.193552982063103,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.9224962248021553,8.281171412922617,26.50345676170295,0.39032590233124465,0.16288653289676522,AA_AB_BB_two_point_LO_d3_d5,2.0839722247425483,10.583374347341534,7.875,10.275,-0.6462780909011249,-0.336626148652256,3.0853900500184728,-0.04079402899667518,D_{s1}(2460),Ds1_2460,-0.4987874794461555,-0.13504374286586782,-0.3637437365802877,constructive,52.27418380669495,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.9224962248021553,8.281171412922617,26.50345676170295,0.39032590233124465,0.16288653289676522,AA_AB_BB_two_point_LO_d3_d5,2.0839722247425483,10.583374347341534,7.875,10.275,-0.6462780909011249,-0.336626148652256,3.0853900500184728,-0.04079402899667518,D_{s1}(2536),Ds1_2536,-0.21430541223591254,-0.6489553124887649,0.4346499002528524,destructive,14.264070647866117,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.7787419259025383,8.098295687994913,26.608977844668107,0.3722302793767287,0.15841367269974393,AA_AB_BB_two_point_LO_d3_d5,2.2582034470587518,10.375777919434494,7.6,9.775,-0.5873199277882561,-0.38516643589169564,3.568205364870952,-0.03617204880692347,D_{s1}(2460),Ds1_2460,-0.5491629210596097,-0.15148274958895722,-0.39768017147065243,constructive,63.13722620922671,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.7787419259025383,8.098295687994913,26.608977844668107,0.3722302793767287,0.15841367269974393,AA_AB_BB_two_point_LO_d3_d5,2.2582034470587518,10.375777919434494,7.6,9.775,-0.5873199277882561,-0.38516643589169564,3.568205364870952,-0.03617204880692347,D_{s1}(2536),Ds1_2536,-0.24240900077582292,-0.7105265203041282,0.4681175195283053,destructive,18.215841853709684,,,,
Ds,legacy_chi_condensate,theta_prior_gaussian,central,3.934505439866627,8.419690945655663,26.17068386828075,0.3924396012689225,0.15776454687251218,AA_AB_BB_two_point_LO_d3_d5,2.691258972099165,10.611904420154563,8.0,9.5,-0.6529640664319417,-0.4077594080065404,3.0079748907547583,-0.02407306829481658,D_{s1}(2460),Ds1_2460,-0.6233149348005207,-0.17038792659775523,-0.45292700820276544,constructive,81.52951170857746,,,,
