group,M2,s0_root,theta_deg,GA,GB,G2460,G2536,Gamma2460_keV,Gamma2536_keV
borel_threshold,4.014489350251724,2.5191618376278715,35.3,-0.34507461975091525,-0.25824338093567123,-0.41016613057529683,-0.1324004619410881,35.363426677883986,5.439752799474448
borel_threshold,3.820506011654164,2.5708657644223956,35.3,-0.379821238224947,-0.27752686495094253,-0.4459827051546337,-0.14961537514301718,41.80909669993349,6.946285276993235
borel_threshold,5.2268079556730935,2.5683431217421853,35.3,-0.36730207362545597,-0.2701627930208595,-0.43273831452171074,-0.1436533994282787,39.36275146254278,6.40371475990267
borel_threshold,3.6167971867980295,2.575818971822421,35.3,-0.3864145393733509,-0.28113809361669456,-0.4527399539535906,-0.15290964003505117,43.085624716535634,7.25554258627107
borel_threshold,4.432779853638671,2.535402503392199,35.3,-0.35039634519028595,-0.2610725189588336,-0.4155502960835407,-0.13510888313912672,36.29793694177854,5.664583351094439
borel_threshold,5.072523584281384,2.5638293280229543,35.3,-0.3648499343662955,-0.2688628878209901,-0.4302604256576007,-0.14240327653348683,38.913254526958355,6.292744919779587
borel_threshold,5.73349293229424,2.5322024779652517,35.3,-0.34157838782232564,-0.2555397085749669,-0.4059392376539167,-0.13110939332799557,34.638319456398854,5.334181382824654
borel_threshold,5.091727173276505,2.544924243448989,35.3,-0.3522874662077895,-0.2618463087219536,-0.4172746136946385,-0.1362051577746132,36.59979704758283,5.75688124673033
borel_threshold,5.271866089033272,2.507839835775893,35.3,-0.32701496623372356,-0.24752341892823823,-0.390981258138166,-0.12385591162098125,32.13265633939671,4.76029255460165
borel_threshold,3.5104639033368956,2.502045739775677,35.3,-0.34472200197077785,-0.2580919816553128,-0.4098388050587396,-0.1322001645442686,35.30700693820298,5.423306570337562
borel_threshold,5.415067077076879,2.5133525016460525,35.3,-0.33003036913623796,-0.2491617249994872,-0.39406081486477484,-0.12537018762461505,32.64083437566984,4.877403833618076
borel_threshold,4.739874870435667,2.572047181810307,35.3,-0.3717639414340557,-0.2728315625802217,-0.4374947220105586,-0.1457527286312455,40.23281179768551,6.592248218090517
borel_threshold,3.4921707005014784,2.5220720629807203,35.3,-0.35721530111330874,-0.2650415228228695,-0.42272993500260764,-0.1383805702489646,37.56304195643048,5.942242833547397
borel_threshold,4.833732562812585,2.595502166897316,35.3,-0.3866257750784129,-0.28099396974286156,-0.4527443932052396,-0.15316532051366943,43.08646965574023,7.279826883312902
borel_threshold,3.82831792284102,2.5460765193863804,35.3,-0.3645842921562071,-0.26913055939498004,-0.4303253791144721,-0.1420317998804609,38.92500434652044,6.259956926305733
borel_threshold,4.696782548533813,2.523661850493424,35.3,-0.34072059767124685,-0.25553884788747055,-0.40544285463557567,-0.1304098158961316,34.553659686547284,5.277408682832422
borel_threshold,5.522331263338746,2.560926686990935,35.3,-0.36150575254004313,-0.2668121080887565,-0.42665424626352566,-0.14085902274122172,38.26369395443515,6.157004991236088
borel_threshold,4.346416287345994,2.5038455460825726,35.3,-0.3312490114404064,-0.2503631209649409,-0.39574552101961236,-0.1256705315993678,32.92052604145759,4.9008009997113975
borel_threshold,4.0790311473651455,2.580676038415694,35.3,-0.3824172798721481,-0.2789108927496952,-0.44861240472596386,-0.1509343313008436,42.303597962863016,7.069297093458021
borel_threshold,3.4990752264261644,2.539184645995719,35.3,-0.3672479474840021,-0.27059396329775065,-0.4330589315888893,-0.14336007001772308,39.42110102273007,6.377589654476156
borel_threshold,5.1551768937618165,2.5837837419163914,35.3,-0.3778090396734149,-0.2760157531135965,-0.44358666570658417,-0.1488463517629135,41.36106521492953,6.87506094991935
borel_threshold,3.9181657759304134,2.5568017323908108,35.3,-0.3697421198135055,-0.27196710687527254,-0.435620882176212,-0.14460217632632438,39.888906420305084,6.488582371813216
borel_threshold,4.652874298355459,2.544010139049833,35.3,-0.35415437238019504,-0.26308056420464293,-0.41936074195555695,-0.13701558613795686,36.966666853379984,5.825592594166682
borel_threshold,3.8262470210559743,2.541772948551346,35.3,-0.3619894027627677,-0.2676945030900137,-0.4276538829620866,-0.14074384918924351,38.44320512550792,6.146940542221939
borel_threshold,4.417688343645547,2.591944026266874,35.3,-0.3865112015807719,-0.2810676332732419,-0.45273830561223694,-0.1530292457427484,43.08531098373135,7.26689757609669
borel_threshold,4.540112241749161,2.5847869253043076,35.3,-0.3811404578745365,-0.27807790434397717,-0.447194750249656,-0.15037361757401876,42.036654266337855,7.016870463594486
borel_threshold,3.115109175720168,2.532061003602416,35.3,-0.37565568836987573,-0.2750064419225025,-0.4415185984347175,-0.14767215898659633,40.97630129987016,6.767019257606754
borel_threshold,3.6834867080855593,2.5591438129962922,35.3,-0.375117069301484,-0.2749479544637925,-0.4411596194858075,-0.1472663691420943,40.90969640597309,6.729880031808285
borel_threshold,3.5948528216109823,2.5526059747192997,35.3,-0.3730090688305325,-0.27378347646531176,-0.4389911210740827,-0.14621885320769304,40.50850565082696,6.634480324978978
borel_threshold,5.755753131840061,2.532293693607541,35.3,-0.34158151271662146,-0.25553142816076524,-0.4059342854406195,-0.13111672857217493,34.637474328438934,5.334778267860738
borel_threshold,5.526810900502646,2.5699288793389767,35.3,-0.3675777331223595,-0.2701942667716785,-0.4329232933748744,-0.14386018815888554,39.39641075551616,6.422164294053406
borel_threshold,4.830627313096277,2.5472807386523217,35.3,-0.3551504679429401,-0.26356096183836775,-0.42032841393817216,-0.1375509357346415,37.13746433435184,5.871205235885145
borel_threshold,5.405562663252873,2.515589196697269,35.3,-0.33155178101444105,-0.25002803253388284,-0.3956470004618121,-0.12611126663459965,32.904137000006415,4.935236156898783
borel_threshold,5.932623710416761,2.5245890067838994,35.3,-0.33593059099500605,-0.2522585916729559,-0.3999977723551026,-0.12839603245440526,33.63178322040299,5.115680012757661
borel_threshold,5.284116731910784,2.5106769086249487,35.3,-0.328826940834718,-0.2485444900890399,-0.39286165603301687,-0.1247446984498159,32.44247925937865,4.828857157297888
borel_threshold,4.988480785667166,2.5058758712319,35.3,-0.32724947793818565,-0.24779866710734558,-0.3913414129001672,-0.12388825117941163,32.19188198819855,4.762778763863747
