sector,M2,s0,state,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,GA_basis,GB_basis,GB_hard_frac,GB_soft2p_frac,GB_3p_frac,GA_3p_frac,spectral_pole_axial,spectral_pole_tensor,twist2_retention,rho_AB,window,window_state,s0_sqrt
Bs,11.2,36.6025,B_{s1}(5750),0.36488030333490007,-0.04274902896979687,0.36488030333490007,16.446491647989937,0.22574853306909118,16.446491647989937,0.287763865953629,0.36115884281623734,0.2941305067525647,0.7052056490166758,0.0006638442307595297,0.0008331595539169653,0.5030315509090899,0.7391856611463782,0.8187802041748268,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.05
Bs,11.2,37.2225,B_{s1}(5750),0.3703396607360844,-0.04255906021888225,0.3703396607360844,16.94231987405818,0.22374662186699176,16.94231987405818,0.29250599579378533,0.3663166788811064,0.2962587727231805,0.7030867301490238,0.0006544971277957083,0.0008196523067526154,0.5126691449590453,0.755166383675595,0.8285394016005996,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.101024504130433
Bs,11.2,37.8425,B_{s1}(5750),0.375521298097137,-0.042202567405071265,0.375521298097137,17.419736257831584,0.2200139269474515,17.419736257831584,0.2970996154606492,0.37115992142239557,0.298148335834232,0.7012057075299531,0.0006459566358149369,0.0008069792140915855,0.5227685266496837,0.770030179372291,0.8377730387035527,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.151625801363409
Bs,11.2,38.4625,B_{s1}(5750),0.38043588675118983,-0.04169224222129809,0.38043588675118983,17.878677198047658,0.21472515888214855,17.878677198047658,0.30154711952326363,0.3757025235268061,0.2998170929997964,0.6995447605966588,0.0006381464035448267,0.000795077116207872,0.5332347137092193,0.7838162981792912,0.8465094183902542,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.201814250685036
Bs,11.2,39.082499999999996,B_{s1}(5750),0.3850940109002992,-0.04104044671606687,0.3850940109002992,18.31917692565227,0.20806382918391716,18.31917692565227,0.30585100194744663,0.3799582573759791,0.3012815894021023,0.6980874117722712,0.0006309988256265335,0.0007838889284807475,0.5440028155513607,0.7965659364533516,0.8547753193758799,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.251599795252412
Bs,11.2,39.7025,B_{s1}(5750),0.3895061267688799,-0.04025915502506611,0.3895061267688799,18.741356198207193,0.20021736399997778,18.741356198207193,0.3100138520289896,0.3839406579672709,0.30255714058388067,0.6968184055865596,0.0006244538295597358,0.0007733629082126546,0.5550237163437387,0.8083220824807191,0.8625960782662215,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.300991985394046
Bs,11.2,40.3225,B_{s1}(5750),0.39368252776287926,-0.039359908659733066,0.39368252776287926,19.145411682873483,0.19137296787971791,19.145411682873483,0.3140383482988503,0.3876629765880061,0.30365794168297594,0.695723600458857,0.0006184578581672189,0.0007634520289961183,0.566224521690188,0.8191277874771261,0.8699956672193457,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.35
Bs,11.6,36.6025,B_{s1}(5750),0.35786340592149113,-0.042966382579038134,0.35786340592149113,15.820019344083923,0.22804996534343902,15.820019344083923,0.2816829301987461,0.3545215442101567,0.29677410539208215,0.7025770760933608,0.0006488185145569894,0.0008165924059742966,0.4791143033785911,0.7223852694517323,0.8077861167538763,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.05
Bs,11.6,37.2225,B_{s1}(5750),0.36342415195031935,-0.04277285619045335,0.36342415195031935,16.315485425999338,0.22600025617428,16.315485425999338,0.28651314424446533,0.3597751604099298,0.2989426959676789,0.7004179598890768,0.0006393441432443465,0.0008028257911149125,0.48866959582953984,0.7384462539774942,0.8177898937106548,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.101024504130433
Bs,11.6,37.8425,B_{s1}(5750),0.3687121040226275,-0.042409019959844856,0.3687121040226275,16.793731983420862,0.22217178330981183,16.793731983420862,0.2912010292015369,0.36471776600948286,0.300868703858627,0.6985006163030705,0.0006306798383024293,0.0007899015409512498,0.4987015961602464,0.7534132410194457,0.8272730238145064,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.151625801363409
Bs,11.6,38.4625,B_{s1}(5750),0.3737371105600451,-0.04188720067881727,0.3737371105600451,17.254599195226845,0.21673802078643128,17.254599195226845,0.29574847194840337,0.36936242001195985,0.3025700196836299,0.6968072311431179,0.000622749173252211,0.0007777559768187526,0.5091179556737659,0.7673215963885931,0.8362626041455272,0.6561573080128956,Bslow_M2_8_12,B_{s1}(5750),6.201814250685036
