fB_scheme,M2,s0_root,s0,GA_stage1_full,GB_hard_candidate,GB_soft2p_tensor_DA,GB_stage1_candidate,hard_qcd_side,G2460_candidate,G2536_candidate,Gamma2460_keV_candidate,Gamma2536_keV_candidate,fB
fB_equal_fT,5.0,2.55,6.5024999999999995,-0.3252939534648347,-0.7285698439125888,0.25357008301238565,-0.4749997609002032,-0.12079781564999191,-0.5756387513252521,0.008997610168086423,69.65219296923102,0.025122017251665442,0.256
fB_converted_fT_M_over_msum,5.0,2.55,6.5024999999999995,-0.3252939534648347,-0.4037571446443824,0.1405228799129423,-0.26323426473144007,-0.12079781564999191,-0.40280896961994833,-0.11337269637438932,34.10617492077196,3.9885690511801246,0.4619457079970653
fB_equal_fT,5.25,2.55,6.5024999999999995,-0.32754689020789035,-0.7245288873078952,0.24949350217050842,-0.4750353851373868,-0.12594071786967734,-0.576969702278564,0.0071794895410753345,69.97465501270186,0.015995112463436923,0.256
fB_converted_fT_M_over_msum,5.25,2.55,6.5024999999999995,-0.32754689020789035,-0.4015177366947188,0.13826372980622195,-0.26325400688849687,-0.12594071786967734,-0.40412695861066006,-0.11519999458249275,34.329730536980165,4.118177685117334,0.4619457079970653
fB_equal_fT,5.5,2.55,6.5024999999999995,-0.32954407789415063,-0.7209600040453019,0.24589610493583786,-0.47506389910946406,-0.13082131560977572,-0.5781470637348491,0.005565986612039386,70.26052624331025,0.009613565252220234,0.256
fB_converted_fT_M_over_msum,5.5,2.55,6.5024999999999995,-0.32954407789415063,-0.39953994125381026,0.13627013255846593,-0.26326980869534433,-0.13082131560977572,-0.4052939451910499,-0.11682084333312914,34.52828288522214,4.234877359725846,0.4619457079970653
fB_equal_fT,5.75,2.55,6.5024999999999995,-0.33132735760021853,-0.7177873466208535,0.24269941341154905,-0.4750879332093045,-0.13545582371016088,-0.5791971606417323,0.004124473298128262,70.51598846075296,0.005278823681235949,0.256
fB_converted_fT_M_over_msum,5.75,2.55,6.5024999999999995,-0.33132735760021853,-0.3977817253280029,0.1344985974710068,-0.2632831278569961,-0.13545582371016088,-0.4063352972341019,-0.11826854835576742,34.705943028920125,4.340489362149874,0.4619457079970653
fB_equal_fT,6.0,2.55,6.5024999999999995,-0.33292986670007707,-0.7149501937175228,0.2398410054189563,-0.47510918829856646,-0.13985972495170446,-0.5801405298205567,0.0028288877986751837,70.74588179969349,0.0024833138384476035,0.256
fB_converted_fT_M_over_msum,6.0,2.55,6.5024999999999995,-0.33292986670007707,-0.39620943851879786,0.1329145315657806,-0.26329490695301727,-0.13985972495170446,-0.40727093269863923,-0.11956960963016328,34.86595618457228,4.436513285581025,0.4619457079970653
fB_equal_fT,3.0,2.6,6.760000000000001,-0.3111130885937285,-0.8306379372806951,0.3315040901592744,-0.4991338471214207,-0.07106956941430187,-0.5871409654065024,0.03451721277970288,72.46353472849651,0.3697188582061503,0.256
fB_converted_fT_M_over_msum,3.0,2.6,6.760000000000001,-0.3111130885937285,-0.4603210036648048,0.18371216706122825,-0.2766088366035765,-0.07106956941430187,-0.4055299395899067,-0.0940705611640531,34.5685048219524,2.746044894635936,0.4619457079970653
fB_equal_fT,3.25,2.6,6.760000000000001,-0.3213494226775567,-0.8163480307509106,0.31523774809277766,-0.5011102826581328,-0.07932322119061451,-0.5946691524384603,0.027305054093263614,74.33366927850282,0.23135891885109675,0.256
fB_converted_fT_M_over_msum,3.25,2.6,6.760000000000001,-0.3213494226775567,-0.45240185643971986,0.1746977233789209,-0.277704133060799,-0.07932322119061451,-0.4123389958970045,-0.10179189278571774,35.73909638123071,3.2153373371453013,0.4619457079970653
fB_equal_fT,3.5,2.6,6.760000000000001,-0.32952817099357795,-0.8049995131401245,0.30235614368011604,-0.5026433694600085,-0.0872329149744389,-0.6006465142786535,0.021515976050059393,75.83552048609967,0.14365550329948884,0.256
fB_converted_fT_M_over_msum,3.5,2.6,6.760000000000001,-0.32952817099357795,-0.44611276129700733,0.16755902575157475,-0.2785537355454326,-0.0872329149744389,-0.4177585404936661,-0.10797592745278684,36.68473819865254,3.6178791003324027,0.4619457079970653
fB_equal_fT,3.75,2.6,6.760000000000001,-0.33622241556411475,-0.7958128077286064,0.2919299692095229,-0.5038828385190834,-0.09478526530785206,-0.6055264118340784,0.016768788064828177,77.07276355788227,0.08725765057739901,0.256
fB_converted_fT_M_over_msum,3.75,2.6,6.760000000000001,-0.33622241556411475,-0.44102169422000015,0.16178107258897323,-0.2792406216310269,-0.09478526530785206,-0.42218745431279525,-0.11304242972234832,37.46669604672515,3.9653646521573673,0.4619457079970653
fB_equal_fT,4.0,2.6,6.760000000000001,-0.3418105854189055,-0.7882540679766341,0.2833358376934969,-0.5049182302831372,-0.10197897027017958,-0.6096006005301229,0.012806381611662976,78.11339648747902,0.0508924128629669,0.256
