sector,state,scenario,M2,s0,theta_deg,quoted_combo,GA_basis,GB_basis,f1_GeV,f2_GeV,rho_AB,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,chi_effective
Bs,B_{s1}(5750),lattice_fperp_s,10.0,39.5,35.3,low,0.33156692145996375,0.4097737312127986,0.448804208775972,0.19667693065789485,0.6561573080128956,0.41598623783824573,-0.04208948664516726,0.41598623783824573,21.376192623416838,0.2188364625523501,21.376192623416838,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,10.4,39.5,35.3,low,0.3230888791516458,0.4005895171600295,0.448804208775972,0.19667693065789485,0.6561573080128956,0.4062517539331401,-0.042470844479619914,0.4062517539331401,20.387450813073162,0.2228200263418085,20.387450813073162,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,10.8,39.5,35.3,low,0.3156435995687515,0.39248573396612635,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3976763386177168,-0.042762528293796606,0.3976763386177168,19.53583288457039,0.22589112970004988,19.53583288457039,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,11.2,39.5,35.3,low,0.30906391252820115,0.38529184534746647,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3900754105382736,-0.042983954705428366,0.3900754105382736,18.796179195481095,0.22823653642616984,18.796179195481095,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,11.600000000000001,39.5,35.3,low,0.3032156933625649,0.3788703595821605,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3833004109077842,-0.0431499512901132,0.3833004109077842,18.14892884473036,0.2300027601870234,18.14892884473036,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,12.0,39.5,35.3,low,0.2979902578931345,0.37310934964459314,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3772306004819524,-0.04327195347872638,0.3772306004819524,17.578679909444322,0.23130521865590842,17.578679909444322,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,12.4,39.5,35.3,low,0.29329873301210707,0.3679168892197283,0.448804208775972,0.19667693065789485,0.6561573080128956,0.37176696850994784,-0.043358859862484354,0.37176696850994784,17.073164644814092,0.2322352476735104,17.073164644814092,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,12.8,39.5,35.3,low,0.28906783591806784,0.36321686145571375,0.448804208775972,0.19667693065789485,0.6561573080128956,0.36682765222417624,-0.0434176514546008,0.36682765222417624,16.62250838768877,0.23286546426976049,16.62250838768877,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,13.2,39.5,35.3,low,0.2852366719678217,0.3589457649970076,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3623444518536965,-0.04345384548823947,0.3623444518536965,16.218685785246343,0.2332538709754039,16.218685785246343,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,13.600000000000001,39.5,35.3,low,0.28175427871406755,0.3550502538372036,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3582601504377105,-0.04347183168147088,0.3582601504377105,15.855116451163966,0.2334470054336743,15.855116451163966,4.980468750000001
