scenario,ensemble,M2,s0_root,theta_deg,GA,GB,GB_hard,GB_soft2p,GB_3p,GB_em,T_A,T_B,transition_scheme,G2460,G2536,Gamma2460_keV,Gamma2536_keV,chi_effective,fperp_s_used_GeV
legacy_chi_condensate,theta_fixed,4.1027332985657665,2.5819865990967874,35.3,-0.22972435930251495,-0.32060028800576185,-0.43631448883100704,0.15891662978886367,-0.0019059550670744037,-0.041296473896544006,-0.030393299095895634,-0.07725512292663196,rohrwild_nonlocal_exact_post_borel,-0.39440191896160187,-0.0022253641801862345,32.66310642468291,0.0015358033015710581,3.3383347100008622,-0.046258336472447856
legacy_chi_condensate,theta_fixed,5.99874670944661,2.5590199663379796,35.3,-0.3434854317399407,-0.3239328090285902,-0.4187821552403627,0.11632696887240956,-0.0011895016335007088,-0.020288121027136365,-0.06204392710680491,-0.10855396874412976,rohrwild_nonlocal_exact_post_borel,-0.4628594177040751,-0.09314432900274183,45.08805977087258,2.6916223109642377,3.0347228598423355,-0.03265666932852069
legacy_chi_condensate,theta_fixed,5.252981412238116,2.5152313348107427,35.3,-0.3979699062023382,-0.3732482495414126,-0.4258079153174266,0.0732876661917586,-0.0010837031668826794,-0.019644297248861912,-0.06082614317952098,-0.10683848068571265,rohrwild_nonlocal_exact_post_borel,-0.5345918714565764,-0.10911385338710128,60.48732544497025,3.695732763188157,3.1582706167786343,-0.02747949095645279
legacy_chi_condensate,theta_fixed,5.5459202677030195,2.5112157495820373,35.3,-0.38378387501877537,-0.29440711669516945,-0.35516408462946214,0.08490284580376968,-0.0013119953112284395,-0.02283388255824852,-0.042655868109823504,-0.10365812483131832,rohrwild_nonlocal_exact_post_borel,-0.46204915301708976,-0.14309504981438073,44.71468032735452,6.352133582621921,3.30969502039972,-0.04236226457961746
legacy_chi_condensate,theta_fixed,5.765711062915544,2.5244286230687814,35.3,-0.31837852830023156,-0.25511308143632727,-0.3478649862987551,0.11493931495323113,-0.0012186870167622908,-0.020968723074041035,-0.05185808748439847,-0.09789820434466909,rohrwild_nonlocal_exact_post_borel,-0.3921848354996562,-0.11242164563226731,32.304181294007556,3.9225130479795314,2.997947114259551,-0.03804420239017407
legacy_chi_condensate,theta_fixed,3.819941120718528,2.585468372781639,35.3,-0.2593812511785841,-0.272489219741718,-0.38668372835138715,0.1559410010384792,-0.0017827089456069012,-0.03996378348320314,-0.029943937989480675,-0.06836638209690096,rohrwild_nonlocal_exact_post_borel,-0.3722741287385069,-0.054230816058802256,29.13072048183699,0.9129761839854208,2.921077370500818,-0.040426233705185076
legacy_chi_condensate,theta_fixed,5.275277876644372,2.532847834050467,35.3,-0.3021574446990168,-0.2707635301229705,-0.4077148698136487,0.16287506561928336,-0.0013504413891164272,-0.024573284539488746,-0.04671633097447874,-0.08231266460383674,rohrwild_nonlocal_exact_post_borel,-0.39558427813972225,-0.09013927845488348,32.828939473226484,2.5216662352454344,3.2431403282108926,-0.03713559423932467
legacy_chi_condensate,theta_fixed,3.355346989782878,2.5629716535063025,35.3,-0.43650306633708263,-0.31702225797937944,-0.44054421286041745,0.16822504351703488,-0.001814474771867483,-0.0428886138641294,-0.03236868476957449,-0.059064772610567466,rohrwild_nonlocal_exact_post_borel,-0.5109704065787237,-0.173052831750288,55.01023628431853,9.29053894737153,3.1029016067145436,-0.03455151809595941
legacy_chi_condensate,theta_fixed,4.585518510460144,2.5881665560842904,35.3,-0.2945300989509548,-0.3626347438854796,-0.40296254583256214,0.0726398324974303,-0.0015045768751487118,-0.03080745367519901,-0.04040356969603211,-0.10519049907668945,rohrwild_nonlocal_exact_post_borel,-0.4661563092432689,-0.030825833543319248,45.66693214417169,0.29503273026294147,3.372789178949721,-0.04303071085242579
legacy_chi_condensate,theta_fixed,3.235764304368044,2.547140081183716,35.3,-0.2658645902841637,-0.29232261320290187,-0.43207199841463134,0.18464374555308927,-0.0018162548062912326,-0.04307810553506854,-0.023120079669583515,-0.05093059700013376,rohrwild_nonlocal_exact_post_borel,-0.392207353614652,-0.048061235183159384,32.43948821665294,0.7169378259152445,3.7452128683252726,-0.04024655769100849
legacy_chi_condensate,theta_fixed,3.5066337895433466,2.513601519386056,35.3,-0.2720320964110795,-0.30290962869019666,-0.4215212237006268,0.15579299420594894,-0.001573047191419204,-0.03560835200409963,-0.031830917381264624,-0.05939107509843541,rohrwild_nonlocal_exact_post_borel,-0.4044117553594644,-0.04697698115158552,34.56560878555044,0.6844418434477497,3.531875596078562,-0.035248251480698246
legacy_chi_condensate,theta_fixed,4.827254057363034,2.5371201931254976,35.3,-0.3058105860636492,-0.293635258410805,-0.3923577128704791,0.12459304815178983,-0.0012929227313057223,-0.024577670960810073,-0.042448912423999445,-0.08126573184587922,rohrwild_nonlocal_exact_post_borel,-0.41636175093602734,-0.07990414187048364,36.49717237662094,1.9802402282681981,3.359091452585556,-0.035595575369656615
legacy_chi_condensate,theta_fixed,4.320341816867866,2.5989053877468553,35.3,-0.4211088507384218,-0.2861609062158056,-0.3997052455721887,0.14209221360463453,-0.0012812149253455594,-0.027266659322905763,-0.046515648518368306,-0.08027533865074288,rohrwild_nonlocal_exact_post_borel,-0.47688763246869487,-0.17832250114578505,47.84166605610815,9.871207135890014,3.3423402301206218,-0.0357168670224255
legacy_chi_condensate,theta_fixed,4.752476249525245,2.5377611797351096,35.3,-0.31529093850390993,-0.3083699628064146,-0.4340256085343262,0.15911440828719392,-0.0016260358151432815,-0.03183272674413905,-0.04464685162094283,-0.08310151226525286,rohrwild_nonlocal_exact_post_borel,-0.4338655910114511,-0.07912685258614843,39.54702318877611,1.9440663301699586,3.0383086612402503,-0.038083878124619046
