M2_GeV2,s0_GeV2,theta_deg,Pi_AA_GeV4,Pi_AB_GeV4,Pi_BB_GeV4,Pi12_rotated_GeV4,lambda1_GeV4,lambda2_GeV4,f1_GeV,f2_GeV,m_eff1_GeV,m_eff2_GeV,pole_fraction_trace,d5_fraction_frobenius
3.2,9.199999999999996,30.87205882702616,0.06571101047437775,0.07553512528612336,0.14690397297284202,1.5541800802840477e-17,0.19206079744303745,0.020554186004182323,0.4585199095248077,0.15437083372463228,2.5755648985329667,2.5574123174222883,0.501278502008317,0.009752805388328243
3.2,9.299999999999994,30.776763728834695,0.06663248082238593,0.07664555599462379,0.14967743031948647,6.594402999490355e-18,0.19532523240294472,0.02098467873892765,0.46240019550121564,0.15597905001312867,2.5840727532089174,2.5679483748456784,0.509362245752624,0.00958938625980299
3.2,9.399999999999995,30.682596566237518,0.067539075997619,0.07773887581869224,0.15243086751279766,1.2405301547480294e-17,0.1985569022987964,0.021413041211620243,0.4662097250100986,0.15756301587886734,2.5925097478859196,2.5783392000908525,0.517369645682533,0.009432901123363225
3.2,9.499999999999993,30.589558433431566,0.06843084307965934,0.07881509904271208,0.1551636097856767,-1.3365139262081084e-17,0.2017553447001853,0.021839108165150757,0.4699496801910799,0.15912285347065072,2.6008752963743027,2.588587732356414,0.5252993285465344,0.009282961943018305
3.2,9.599999999999994,30.49764937815881,0.06930784006453322,0.07987425450266504,0.15787502051204153,2.4227577796534164e-17,0.20492013823634653,0.02226272234022824,0.47362122228278497,0.16065869814380646,2.6091688995428015,2.598696780497904,0.5331500284207781,0.009139208169404878
3.2,9.699999999999992,30.406868496586934,0.0701701351677,0.08091638472784514,0.1605645002012596,5.442499530515911e-19,0.20805090104679783,0.022683734322161767,0.47722549234396533,0.1621706974781243,2.617390137404118,2.6086690319782257,0.5409205829841812,0.00900130439355294
3.2,9.799999999999994,30.317214019058085,0.07101780615808725,0.08194154511798765,0.16323148549554092,2.0742209673534782e-17,0.21114728927274626,0.023102002380881937,0.4807636119170259,0.16365901035323546,2.62553866204027,2.6185070609378953,0.5486099298679366,0.008868938233835336
3.2,9.899999999999991,30.22868338771633,0.07185093972205209,0.08294980315471993,0.16587544817186303,-3.530932006133369e-18,0.21420899558873902,0.023517392305176146,0.48423668364001177,0.16512380607793473,2.633614191199391,2.628213335734331,0.556217103080406,0.008741818429739994
3.2,9.999999999999993,30.141273326900556,0.07266963085616829,0.08394123764627659,0.1684958941498614,3.846654569443686e-17,0.21723574777401788,0.0239297772320118,0.487645791812424,0.16656526357008822,2.641616502534543,2.637790225887944,0.5637412295081312,0.008619673119435012
3.2,10.09999999999999,30.0549799070749,0.07347398228778174,0.08491593800439239,0.1710923625070086,3.108896911434673e-17,0.2202273073229853,0.024339037471805075,0.4909920029195839,0.1679835705841778,2.6495454284125177,2.647240008400961,0.5711815254935424,0.008502248280964615
