sector,scenario,M2_GeV2,sqrt_s0_GeV,colangelo_local_qcd_GeV3,rohrwild_em_qcd_GeV3,em_over_local,relative_qcd_difference_percent,gA_without_either_GeV_inv,gA_colangelo_local_GeV_inv,gA_rohrwild_nonlocal_GeV_inv,GammaA_colangelo_local_keV,GammaA_rohrwild_nonlocal_keV,JB_rohrwild_em_qcd_GeV3,JB_colangelo_local_status,P_T4gamma_brace
Ds,reference_point,4.5,2.55,-0.005023454300872238,-0.005316341700580378,1.0583039841045803,5.830398410458024,-0.31840210415572173,-0.3568929990172252,-0.3591371715394014,26.773848838186876,27.111619801354426,-0.0008792363170781127,not_given_for_tensor_current,-1.6111834583201643
Ds,selected_window_midpoint,3.75,2.8284271247461903,-0.0046524297180261485,-0.0073298169161834514,1.5754814925593799,57.548149255937986,-0.4599134262982953,-0.5043568351868968,-0.5299331944685359,53.470047688327355,59.030572870240725,-0.002148475267796406,not_given_for_tensor_current,-1.6111834583201643
Bs,legacy_chi_selected_midpoint,12.0,6.284902544988268,0.0008324351262012948,0.0010029135874571327,1.2047948913854625,20.47948913854624,0.3824847149942451,0.391093570294,0.3928566198800665,32.45264762509565,32.7459001627199,0.0007071733572021106,not_given_for_tensor_current,-1.6111834583201643
Bs,lattice_fperp_selected_midpoint,12.0,6.284902544988268,0.0008324351262012948,0.0010029135874571327,1.2047948913854625,20.47948913854624,0.6286440651859845,0.6372529204857393,0.6390159700718059,86.16134127518878,86.63875565117587,0.0007071733572021106,not_given_for_tensor_current,-1.6111834583201643
