"M2_GeV2","theta_deg","theta_matrix_diagnostic_deg","Pi12_normalized","s01_GeV2","s02_GeV2","mEff1_GeV","mEff2_GeV","f1_GeV","f2_GeV"
2.35,26.6,30.58596150218797,0.18100723871017727,7.925,9.975,2.4595998348825505,2.534734568569281,0.4005892785077036,0.16667036139602667
