accepted,M2_GeV2,s0_mix_GeV2,mc_GeV,ms_GeV,ss_GeV3,m0_sq_GeV2,theta_deg,theta_matrix_deg,Pi12_normalized,s01_GeV2,s02_GeV2,m_eff1_GeV,m_eff2_GeV,f1_GeV,f2_GeV,pole_fraction1,pole_fraction2,d5_fraction1,d5_fraction2
1,2.562050662707281,9.93704797843149,1.246807445325015,0.09390725466922108,-0.013403408805515615,0.415609974925534,26.235878883023208,29.757526216207552,0.16169405498959458,7.825,9.075,2.458773215364281,2.5340688858144187,0.403048417549288,0.1585365905164943,0.5279887701380432,0.583676675179783,0.009392378502104488,0.049405390091616264
1,2.451301401070167,10.543723811024492,1.2649014808760242,0.08995649811703785,-0.013865181041579846,1.0719108140903288,26.890717310040912,29.512802408181887,0.11545045927368637,7.4,10.225,2.4601589024295567,2.534976801643215,0.37167642256259464,0.1716851690683003,0.508733611723988,0.691918989042991,0.031225552385302426,0.12286548077606936
1,2.103344698721363,9.329740023826627,1.2572821220841828,0.07859455926163499,-0.012900843122079033,0.7941193305110708,26.84368543671933,30.22904624769246,0.15485844072212954,7.65,10.7,2.458939277646825,2.535566815383846,0.40030852841229536,0.17382199505561013,0.6353528785937553,0.8138659590360439,0.02543677124401541,0.12398093131780479
1,2.638891964674722,10.656092715311207,1.2573397511234428,0.12287874124988768,-0.009630765141119248,0.9902863894478664,25.52870937396597,30.418416590822012,0.2055427367667868,8.0,9.775,2.4604991388199267,2.5345233723269076,0.3934942017225683,0.1722918868744072,0.5163188276082676,0.6320198510361523,0.015181535240954525,0.06495182839486897
1,2.077179617856351,10.438278616928569,1.269788265647045,0.08203876900856102,-0.009610700517986558,0.9028924234910974,25.93550785872506,30.68129494467329,0.21590065397196456,8.275,11.1,2.4587666516654103,2.53484802658943,0.4252313581025841,0.1766201159658954,0.6983553298468331,0.8476139717623413,0.018904372219449378,0.10332147322250264
1,2.283129847486553,10.98221318093483,1.2639615538502889,0.09718544671627453,-0.011589837592917098,0.6247356761157331,27.24932617345251,29.90922657769401,0.12021765276281998,7.875,9.8,2.460409309895868,2.5357742630205005,0.3984869893893435,0.16391779632028583,0.6018838412730846,0.7038442054741767,0.015005227547705145,0.07820248295842071
1,2.6694054159177933,10.421348356371139,1.2762204227856682,0.09748556616923759,-0.010245406388878208,0.7485008292906595,26.837945660038205,30.41075521169871,0.1632020528883586,8.0,9.45,2.460449234702287,2.5356434310561853,0.4001564912918698,0.15942088789265568,0.5129597730978983,0.5747063595689039,0.011644563707802482,0.05958974413939763
1,2.3453373220505735,9.617366202025963,1.254368834913295,0.10956861451010873,-0.008597065233228923,1.0395747905579693,26.692538575021732,31.342514394408514,0.20335505873052254,8.3,10.375,2.4596766600507456,2.5344778865359285,0.41906421099675756,0.17672844452601671,0.6250777311669458,0.7368126307526597,0.015965726101777936,0.07788694703980967
1,2.3645535510863205,10.137236601832116,1.272934615550045,0.0817639288115154,-0.009736779440582379,0.80800048502026,26.758946471087786,30.614714710566275,0.18090877592200974,8.225,10.0,2.460292624038449,2.535245974007272,0.42237961273313107,0.165977365486956,0.6148415711015894,0.6981197059300137,0.01357979292856611,0.07539712507921303
1,2.277074681021347,9.141980347291035,1.3020512245896403,0.09972973856623936,-0.008318845518623075,0.5871155263842024,27.001731832353187,32.38795843205417,0.254538340553405,8.2,9.725,2.4599049507793644,2.535354046883349,0.39919692127313366,0.15576354780240503,0.6251669436633701,0.6972403478797969,0.009350117132982345,0.056119331690325756
