M2,s0_root,s0,theta_deg,GA,GB,T_A,T_B,T_A_pert,T_A_tw2,T_A_tw3,T_A_tw4,T_A_3p_g,T_A_3p_gamma,T_B_pert,T_B_tw2,T_B_tw3,T_B_tw4,T_B_3p_g,T_B_3p_gamma,GB_hard,GB_soft2p,GB_3p,GB_em,G_low_combo,G_high_combo,Gamma_low_combo_keV,Gamma_high_combo_keV,fB_effective,hard_qcd_side,f1_tensor_matched,chi_effective,fperp_s_used_GeV,transition_scheme,state,m_initial,m_final,quoted_combo,mass_comment,scenario,mb_MSbar,ms_MSbar,f_Bs,f_Bs1_A_working,fT_Bs1_working,G_quoted,Gamma_quoted_keV
13.0,6.05,36.6025,35.3,0.33801691860834054,0.434863644879939,0.03996942457201063,0.07980660139559828,-0.009881198466296684,0.045496240934681575,0.0,0.0036796079644918953,6.761405803921946e-05,0.0006071600810946217,0.032438657701938364,0.04450603489514837,-0.0023167359857192895,0.0035995228859293524,-0.00014694700055700898,0.001726068898858489,0.1767572190344602,0.24950184060570454,-0.0008007095547100926,0.009405294794484315,0.5502342207342363,0.02457904059825894,64.2368115182032,0.12817951851119733,0.22683827574263177,0.032438657701938364,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.02457904059825894,0.12817951851119733
13.5,6.05,36.6025,35.3,0.33117413890901687,0.42706957207394697,0.0428236237397653,0.08570810362257392,-0.010488863835315635,0.04882864487584819,0.0,0.003785280278504251,7.106499195376553e-05,0.0006274974287747363,0.03513849199384224,0.047765910503404035,-0.0025286322343437747,0.0037028952876545216,-0.000154446985065687,0.0017838850570825783,0.17508940350864985,0.24386094306940168,-0.000769584263707145,0.00888880975960259,0.5399190325162139,0.023498255260946066,61.85090461345882,0.11715478098666374,0.22683827574263177,0.03513849199384224,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.023498255260946066,0.11715478098666374
14.0,6.05,36.6025,35.3,0.3250544968954716,0.42004629950164785,0.04567164018718673,0.09159754848604933,-0.011085219537125197,0.05215168311463067,0.0,0.003884483610315629,7.442695081562207e-05,0.0006462660485500099,0.03785183773630768,0.05101662424974402,-0.002746340950696887,0.0037999395017831337,-0.00016175359829187903,0.0018372415472032643,0.1735802391359244,0.23878263952715134,-0.0007417665812740392,0.00842518741984618,0.5306507939685569,0.022562236979884548,59.745667662656466,0.10800729636998825,0.22683827574263177,0.03785183773630768,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.022562236979884548,0.10800729636998825
8.0,6.15,37.822500000000005,35.3,0.51611666110823,0.6244581994779808,0.01349440772021472,0.025339939790364013,-0.003461606573042055,0.014455583847924273,0.0,0.0021577563549583733,2.9189139052281013e-05,0.0003134849513218471,0.008875897235372328,0.01414096430711993,-0.0006154708131655445,0.0021107937195707937,-6.343734656609683e-05,0.0008911926880326005,0.21873085935507544,0.3853287671816619,-0.001563301710424326,0.021961874651667632,0.8078857577205036,0.06037427631994258,138.48052011185933,0.7733795039078726,0.22683827574263177,0.008875897235372328,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.06037427631994258,0.7733795039078726
8.5,6.15,37.822500000000005,35.3,0.48357700995610614,0.5907757062997295,0.015926000287452037,0.03019673300860676,-0.0040375933245880725,0.017224281077182057,0.0,0.002354566861351666,3.3190716695973475e-05,0.0003515549568104138,0.010860310980356272,0.016849402036653638,-0.0007435869277505464,0.0023033207302714637,-7.213405623401103e-05,0.000999420245309948,0.21247357746369366,0.36016049235048686,-0.001411246971908054,0.019552883457457017,0.76159292339708,0.05328112933789697,123.06500736813274,0.6023315680356581,0.22683827574263177,0.010860310980356272,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.05328112933789697,0.6023315680356581
9.0,6.15,37.822500000000005,35.3,0.45733579179240647,0.5632584734933717,0.0184915856595959,0.03534621815879906,-0.0046265532096759435,0.020151712859455134,0.0,0.0025407652409270816,3.7205958085442694e-05,0.00038845481080418474,0.013006745405413841,0.01971311953019482,-0.000882574127691469,0.0024854665825123335,-8.086046159711782e-05,0.001104321229966647,0.20726855499098304,0.3396805937683457,-0.001288549172659479,0.017597873906702276,0.7239713873398196,0.04776572756409719,111.20686219569673,0.4840849452861259,0.22683827574263177,0.013006745405413841,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.04776572756409719,0.4840849452861259
9.5,6.15,37.822500000000005,35.3,0.4358121435456119,0.5404142432464443,0.021171783942274352,0.04074564248704349,-0.005222852348421348,0.02321316454463429,0.0,0.002716345221651037,4.120858835372553e-05,0.0004239179360566469,0.01529672749538492,0.02270794004132257,-0.0010318285326582442,0.002657225140767923,-8.955945895535491e-05,0.001205137801181675,0.20288229388441145,0.32273590274703434,-0.0011878376258837823,0.0159838842408823,0.692889748074897,0.04340018177558452,101.8631385412998,0.399642695045836,0.22683827574263177,0.01529672749538492,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.04340018177558452,0.399642695045836
10.0,6.15,37.822500000000005,35.3,0.41789782634772416,0.5211845919690417,0.023948343872786042,0.0463546385125574,-0.005821767732858118,0.02638564182879445,0.0,0.0028815310205378866,4.517783948891161e-05,0.0004577609168229096,0.017712043322882346,0.02581136972720824,-0.001190752901168987,0.0028188157420660814,-9.818591276818143e-05,0.001301348534337909,0.1991439124193298,0.30851301888582067,-0.001103945290595457,0.0146316059544867,0.6668437820448518,0.03989163471465196,94.34893319925058,0.337638878612043,0.22683827574263177,0.017712043322882346,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.03989163471465196,0.337638878612043
10.5,6.15,37.822500000000005,35.3,0.4027964592166025,0.5048006426253488,0.026804344662312105,0.052135759655515514,-0.006419401791554252,0.029648086095996826,0.0,0.003036695577885683,4.9097523447689844e-05,0.0004898672565361569,0.02023519780209946,0.02900280830359624,-0.0013587672651963147,0.002970603209820303,-0.00010670464123349234,0.0013926222464293082,0.19592580834429676,0.29642403203408735,-0.0010331598085782533,0.013483962055542826,0.6447457849761619,0.037034431383108635,88.19943544700405,0.2910047942930178,0.22683827574263177,0.02023519780209946,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.037034431383108635,0.2910047942930178
11.0,6.15,37.822500000000005,35.3,0.3899232218896918,0.4906920451285339,0.029724293244016337,0.05805474364002695,-0.0070125850037823295,0.03298144746342973,0.0,0.00318230224135123,5.295522206850772e-05,0.0005201733209492024,0.02284970857615435,0.03226362050014891,-0.0015353156221239853,0.0031130408071257058,-0.00011508865570949495,0.0014787780344314644,0.1931309920399637,0.28603483682768593,-0.000972755787043892,0.012498972047928106,0.6257923298758467,0.03468085912748631,83.09009465746571,0.2551928351837904,0.22683827574263177,0.02284970857615435,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.03468085912748631,0.2551928351837904
11.5,6.15,37.822500000000005,35.3,0.37884035917300224,0.4784278352069746,0.03269414680827934,0.06408058463283167,-0.007598777710311786,0.03636866268469014,0.0,0.0033188637248066514,5.6741596118861634e-05,0.0005486565129754673,0.025540275932585395,0.03557711444465359,-0.0017198698322855395,0.003246630088858367,-0.00012331765905320292,0.0015597516580730492,0.19068457310477052,0.27701879676677604,-0.0009206938576117131,0.011645159193039697,0.6093787304253933,0.032722685468910884,78.78859670352178,0.2271886641225557,0.22683827574263177,0.025540275932585395,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.032722685468910884,0.2271886641225557
12.0,6.15,37.822500000000005,35.3,0.3692145824674064,0.46767698918009537,0.03570128395123129,0.07018547592350867,-0.008175977360075576,0.039794572335072984,0.0,0.003446913644921104,6.0449805316560484e-05,0.0005753255259962125,0.02829286273177091,0.03892846065073838,-0.001911931562999024,0.003371893057751045,-0.00013137678514091213,0.0016355678313882815,0.18852790671535943,0.26912598964668194,-0.0008754218520912256,0.010898514670145305,0.5950422323977514,0.031079185610961457,75.12497884715128,0.2049406184134161,0.22683827574263177,0.02829286273177091,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.031079185610961457,0.2049406184134161
12.5,6.15,37.822500000000005,35.3,0.3607882560361011,0.45818149660118235,0.038734442126398025,0.07634466905387838,-0.00874263430565317,0.04324580183541245,0.0,0.003566987135397008,6.407502675574536e-05,0.0006002124344859946,0.031094710925619506,0.04230457563117811,-0.0021110328887188876,0.0034893532005521866,-0.0001392555522537244,0.0017063177375011896,0.1866144861827483,0.26216230795260637,-0.0008357403094721292,0.01024044277529974,0.5824233869938993,0.02968918664808906,71.97246765649369,0.1870188499706459,0.22683827574263177,0.031094710925619506,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.02968918664808906,0.1870188499706459
13.0,6.15,37.822500000000005,35.3,0.3533594873621418,0.44973759191692897,0.0417836344851437,0.08253628270222493,-0.009297577340412587,0.046710623447091856,0.0,0.0036796079644918953,6.761405803921946e-05,0.0006233663559333162,0.03393431489567218,0.04569398689652328,-0.0023167359857192895,0.0035995228859293524,-0.00014694700055700898,0.0017721410103764131,0.18490700774096014,0.2559749534588576,-0.0008007095547100926,0.00965634027182129,0.5712392283559975,0.028505663986624352,69.2348618077035,0.1724054955358536,0.22683827574263177,0.03393431489567218,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.028505663986624352,0.1724054955358536
13.5,6.15,37.822500000000005,35.3,0.3467681034967244,0.44218242583779316,0.04484005556114817,0.0887410849472192,-0.009839949042538838,0.05017881090659497,0.0,0.003785280278504251,7.106499195376553e-05,0.0006448484266340208,0.03680136667378505,0.04908669075346758,-0.0025286322343437747,0.0037028952876545216,-0.000154446985065687,0.0018332114517214972,0.18337523819591664,0.25044217672593305,-0.000769584263707145,0.009134595179650614,0.5612642918976464,0.027491998165721565,66.83802491668294,0.1603619743451155,0.22683827574263177,0.03680136667378505,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.027491998165721565,0.1603619743451155
14.0,6.15,37.822500000000005,35.3,0.3408856003384571,0.43538443825624223,0.04789598246554221,0.09494226527066701,-0.010369150370804943,0.05364149441669602,0.0,0.003884483610315629,7.442695081562207e-05,0.0006647278585198748,0.03968668404466365,0.05247401045209206,-0.002746340950696887,0.0037999395017831337,-0.00016175359829187903,0.00188972582111694,0.18199444251492167,0.2454658935154858,-0.0007417665812740392,0.008665868807108722,0.5523169493949798,0.02661933516895798,64.72402604640618,0.15034299275742496,0.22683827574263177,0.03968668404466365,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.02661933516895798,0.15034299275742496
8.0,6.25,39.0625,35.3,0.5269353057502686,0.6341595967230031,0.013777272453676931,0.02573361357393636,-0.0033595663879927816,0.01463257025491289,0.0,0.0021577563549583733,2.9189139052281013e-05,0.0003173230927461675,0.009085525359921166,0.014314098681379799,-0.0006154708131655445,0.0021107937195707937,-6.343734656609683e-05,0.0009021039727962433,0.22389677538718428,0.3895953589933432,-0.001563301710424326,0.022230764052900028,0.8220550689803643,0.06359775252082028,143.38066995609296,0.8581680051975809,0.22683827574263177,0.009085525359921166,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.06359775252082028,0.8581680051975809
8.5,6.25,39.0625,35.3,0.49496170656164057,0.6009755370543963,0.016300940943602654,0.030718084111482656,-0.0039022186889626147,0.017459055256122208,0.0,0.002354566861351666,3.3190716695973475e-05,0.00035634679839542167,0.011138375145593418,0.017079066456960175,-0.0007435869277505464,0.0023033207302714637,-7.213405623401103e-05,0.00101304276264216,0.21791368760964216,0.364653698952666,-0.001411246971908054,0.0198193974639962,0.7764961224232203,0.05667855822032608,127.92851680068568,0.6815949600552753,0.22683827574263177,0.011138375145593418,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.05667855822032608,0.6815949600552753
9.0,6.25,39.0625,35.3,0.4692485253875753,0.5739228517266146,0.01897325654052927,0.03601544100638857,-0.004452506742043401,0.0204535194924347,0.0,0.0025407652409270816,3.7205958085442694e-05,0.00039427259112544995,0.013364191197281359,0.02000835747212194,-0.000882574127691469,0.0024854665825123335,-8.086046159711782e-05,0.0011208603437615177,0.21296462041386355,0.3443853480857689,-0.001288549172659479,0.017861432399641445,0.7395588512260196,0.051325664980336305,116.0470915627208,0.558930683599135,0.22683827574263177,0.013364191197281359,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.051325664980336305,0.558930683599135
9.5,6.25,39.0625,35.3,0.4482181104906904,0.5515122061835439,0.02177446667070711,0.041582396210359605,-0.005004926878801018,0.023591021395870118,0.0,0.002716345221651037,4.120858835372553e-05,0.0004308183436332511,0.01574423139110635,0.02307757300134264,-0.0010318285326582442,0.002657225140767923,-8.955945895535491e-05,0.001224754668756287,0.20881759062768976,0.32763838812155527,-0.0011878376258837823,0.016244065060182687,0.7091160953882438,0.04711211524242642,106.68993931067337,0.47092743208002336,0.22683827574263177,0.01574423139110635,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.04711211524242642,0.47092743208002336
10.0,6.25,39.0625,35.3,0.4307651843507179,0.532687859181234,0.024685729651704957,0.04737774971260263,-0.005554966325955081,0.026848201319031446,0.0,0.0028815310205378866,4.517783948891161e-05,0.00046578579860179247,0.018259848854057542,0.026263861809864602,-0.001190752901168987,0.0028188157420660814,-9.818591276818143e-05,0.0013241621205515705,0.20530311916552382,0.31360057665859004,-0.001103945290595457,0.014888108647715486,0.6836675317531606,0.04374591860202787,99.16962989116011,0.4060353664483431,0.22683827574263177,0.018259848854057542,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.04374591860202787,0.4060353664483431
10.5,6.25,39.0625,35.3,0.4160960723976254,0.5166833754604007,0.02768937581743422,0.05336300710892011,-0.006098996240700307,0.030203534182717685,0.0,0.003036695577885683,4.9097523447689844e-05,0.0004990447740834681,0.020892995892418595,0.029546167302541525,-0.0013587672651963147,0.002970603209820303,-0.00010670464123349234,0.001418712610569492,0.20229488977525467,0.3016850654141741,-0.0010331598085782533,0.013736580079550094,0.6621290127937329,0.041022217866420074,93.01950368804744,0.3570483707140626,0.22683827574263177,0.020892995892418595,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.041022217866420074,0.3570483707140626
11.0,6.25,39.0625,35.3,0.4036284140389211,0.5029306169459902,0.030769055719139012,0.05950271320960977,-0.006634155764064194,0.03363743466888694,0.0,0.00318230224135123,5.295522206850772e-05,0.0005305193508965303,0.023626555941514152,0.03290533042732212,-0.0015353156221239853,0.0031130408071257058,-0.00011508865570949495,0.0015081903114812758,0.1996970846374047,0.2914587167176112,-0.000972755787043892,0.012747571378018135,0.6437003381620414,0.03879402958346162,87.91363889258152,0.3193144464177173,0.22683827574263177,0.023626555941514152,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.03879402958346162,0.3193144464177173
11.5,6.25,39.0625,35.3,0.39292668204883,0.49100061760589975,0.033909804794393816,0.06576458206629195,-0.007158238441378148,0.03713226176984588,0.0,0.0033188637248066514,5.6741596118861634e-05,0.0005601761450005726,0.026444545026088572,0.036324094125428454,-0.0017198698322855395,0.003246630088858367,-0.00012331765905320292,0.0015925003172552884,0.19743587706568413,0.2825957725959512,-0.0009206938576117131,0.011889661801876108,0.6277797398263791,0.036953784904946385,83.61869269833994,0.28973878543036014,0.22683827574263177,0.026444545026088572,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.036953784904946385,0.28973878543036014
12.0,6.25,39.0625,35.3,0.38365960223384654,0.48056415631151983,0.037098048263508564,0.07211948589053854,-0.007669587109144145,0.04067225736443415,0.0,0.003446913644921104,6.0449805316560484e-05,0.0005880145579808878,0.029332217009839803,0.03978704324440317,-0.001911931562999024,0.003371893057751045,-0.00013137678514091213,0.0016716409266844714,0.19545358575454502,0.27484710668812234,-0.0008754218520912256,0.011138885720943835,0.6139070987297603,0.03542136144820607,79.9639230425331,0.26620688359309214,0.22683827574263177,0.029332217009839803,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.03542136144820607,0.26620688359309214
12.5,6.25,39.0625,35.3,0.375571358742797,0.471364847878163,0.04032156484079096,0.07854135005852006,-0.008167000046905208,0.04424344392534947,0.0,0.003566987135397008,6.407502675574536e-05,0.000614058800193948,0.03227609986081524,0.0432805044717905,-0.0021110328887188876,0.0034893532005521866,-0.0001392555522537244,0.0017456809663347309,0.19370457586555323,0.26801933166244096,-0.0008357403094721292,0.0104766806596408,0.6017253441453833,0.034136132414710085,76.82196117463374,0.2472392463170469,0.22683827574263177,0.03227609986081524,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.034136132414710085,0.2472392463170469
13.0,6.25,39.0625,35.3,0.36846170312064624,0.46320039245055433,0.04356942342173003,0.08500698902248337,-0.00864964920374771,0.047833499156101716,0.0,0.0036796079644918953,6.761405803921946e-05,0.0006383514468449019,0.03526398395086857,0.04679242370056288,-0.0023167359857192895,0.0035995228859293524,-0.00014694700055700898,0.001814741471398857,0.19215233233460532,0.2619603008351622,-0.0008007095547100926,0.009888468835496819,0.590953656460377,0.03305156802673104,74.0961478652929,0.23177837735265408,0.22683827574263177,0.03526398395086857,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.03305156802673104,0.23177837735265408
13.5,6.25,39.0625,35.3,0.36217194833239075,0.45590926342069354,0.04683190328682318,0.09149590827085734,-0.009117010174664923,0.051431619902811324,0.0,0.003785280278504251,7.106499195376553e-05,0.0006609482882187616,0.03828487825414843,0.050312232902820345,-0.0025286322343437747,0.0037028952876545216,-0.000154446985065687,0.0018789810456434942,0.19076733566411525,0.2565488543813796,-0.000769584263707145,0.009362657638905834,0.5813685092250868,0.03213149721191805,71.71199253419061,0.2190537575133156,0.22683827574263177,0.03828487825414843,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.03213149721191805,0.2190537575133156
14.0,6.25,39.0625,35.3,0.35657493437045845,0.44936109549282854,0.0501004054946953,0.0979900900947876,-0.00956880300835854,0.05502838368795801,0.0,0.003884483610315629,7.442695081562207e-05,0.0006819142539645778,0.04132894619006135,0.0538307146771974,-0.002746340950696887,0.0037999395017831337,-0.00016175359829187903,0.0019385842747344825,0.18952549709430275,0.2516874420033315,-0.0007417665812740392,0.008889922976468366,0.5727900260413152,0.03134747248824188,69.61128905882416,0.20849413460745414,0.22683827574263177,0.04132894619006135,-0.15625,3.15,-0.034836479999999996,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),legacy_chi_condensate,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.03134747248824188,0.20849413460745414
8.0,6.05,36.6025,35.3,0.8212178640277628,0.8127471236369759,0.021471596480762738,0.032980531274901956,-0.0035591034091152804,0.022534673147228214,0.0,0.0021577563549583733,2.9189139052281013e-05,0.0003090812486391508,0.00862575640499354,0.022044215716221376,-0.0006154708131655445,0.0021107937195707937,-6.343734656609683e-05,0.000878673593847887,0.2125665790195056,0.5800904827097321,-0.001563301710424326,0.021653363618162568,1.1378604828380432,0.20057464638900507,274.7051566377197,8.535733603260013,0.22683827574263177,0.00862575640499354,-0.15625,4.980468750000001,-0.055080000000000004,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.20057464638900507,8.535733603260013
8.5,6.05,36.6025,35.3,0.7706184852270206,0.7675192817870855,0.02537935006123509,0.03923075133919543,-0.004165778927195935,0.02681126490703365,0.0,0.002354566861351666,3.3190716695973475e-05,0.00034610650334973125,0.010531491215252948,0.0262277293029255,-0.0007435869277505464,0.0023033207302714637,-7.213405623401103e-05,0.000983931074730078,0.20604047329580705,0.5436402056381,-0.001411246971908054,0.019249849825086537,1.071709104157069,0.1854138445623848,243.692757453426,7.2941232982692785,0.22683827574263177,0.010531491215252948,-0.15625,4.980468750000001,-0.055080000000000004,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.1854138445623848,7.2941232982692785
9.0,6.05,36.6025,35.3,0.7294359855668449,0.7304348025179728,0.029493488706485774,0.04583705189635891,-0.004790040879401686,0.03132366560370593,0.0,0.0025407652409270816,3.7205958085442694e-05,0.0003818927831690039,0.012587434028370743,0.03064191954680337,-0.000882574127691469,0.0024854665825123335,-8.086046159711782e-05,0.0010856663279610417,0.2005866326113209,0.5138361197375889,-0.001288549172659479,0.01730059934172226,1.017645445197194,0.17323280762820076,219.7261611861835,6.36720848390168,0.22683827574263177,0.012587434028370743,-0.15625,4.980468750000001,-0.055080000000000004,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.17323280762820076,6.36720848390168
9.5,6.05,36.6025,35.3,0.6953671436832597,0.699544808540053,0.033780983721206484,0.05274361849016241,-0.005426093711924451,0.03603333307532225,0.0,0.002716345221651037,4.120858835372553e-05,0.0004161905478039188,0.014775528255232154,0.03524908313944465,-0.0010318285326582442,0.002657225140767923,-8.955945895535491e-05,0.0011831699463312835,0.19596956712995314,0.48907055703484265,-0.0011878376258837823,0.01569252200114103,0.972748019918118,0.16327796365381103,200.76568870168302,5.656449742565442,0.22683827574263177,0.014775528255232154,-0.15625,4.980468750000001,-0.055080000000000004,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.16327796365381103,5.656449742565442
10.0,6.05,36.6025,35.3,0.6667842229886601,0.6734622815913995,0.038211201050358946,0.05989835673589104,-0.006068990269965326,0.040904650199849193,0.0,0.0028815310205378866,4.517783948891161e-05,0.000448832260448283,0.01707813601089835,0.04001437815009821,-0.001190752901168987,0.0028188157420660814,-9.818591276818143e-05,0.001275965646765569,0.19201662733321978,0.46820338401748857,-0.001103945290595457,0.01434621553128661,0.9349442305805198,0.15502235470113584,185.46424418292997,5.09891110642609,0.22683827574263177,0.01707813601089835,-0.15625,4.980468750000001,-0.055080000000000004,rohrwild_nonlocal_exact_post_borel,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.15502235470113584,5.09891110642609
