sector,state,scan,M2_GeV2,s0_GeV2,theta_deg,width_keV
Ds,Ds1_2460,M2,3.0,8.5,27.200000000000003,36.26546794744157
Ds,Ds1_2536,M2,3.0,8.5,27.200000000000003,2.706330543011132
Ds,Ds1_2460,M2,3.05,8.5,26.0,36.694109034500656
Ds,Ds1_2536,M2,3.05,8.5,26.0,1.3768572486621975
Ds,Ds1_2460,M2,3.05,8.5,26.6,36.64077151639368
Ds,Ds1_2536,M2,3.05,8.5,26.6,1.8625308564528298
Ds,Ds1_2460,M2,3.05,8.5,27.200000000000003,36.57944293199777
Ds,Ds1_2536,M2,3.05,8.5,27.200000000000003,2.4209684422534963
Ds,Ds1_2460,M2,3.1,8.5,26.0,36.99560644676287
Ds,Ds1_2536,M2,3.1,8.5,26.0,1.1816330230471908
Ds,Ds1_2460,M2,3.1,8.5,26.6,36.9456312291263
Ds,Ds1_2536,M2,3.1,8.5,26.6,1.6357827801205047
Ds,Ds1_2460,M2,3.1,8.5,27.200000000000003,36.88759270179744
Ds,Ds1_2536,M2,3.1,8.5,27.200000000000003,2.1632078586659507
Ds,Ds1_2460,M2,3.15,8.5,26.0,37.29175500405023
Ds,Ds1_2536,M2,3.15,8.5,26.0,1.0088428670817806
Ds,Ds1_2460,M2,3.15,8.5,26.6,37.245025525290096
Ds,Ds1_2536,M2,3.15,8.5,26.6,1.4326766338978638
Ds,Ds1_2460,M2,3.15,8.5,27.200000000000003,37.19016223990646
Ds,Ds1_2536,M2,3.15,8.5,27.200000000000003,1.9302835732651353
Ds,Ds1_2460,M2,3.2,8.5,26.0,37.58276722410448
Ds,Ds1_2536,M2,3.2,8.5,26.0,0.8561830194470116
Ds,Ds1_2460,M2,3.2,8.5,26.6,37.53917343784457
Ds,Ds1_2536,M2,3.2,8.5,26.6,1.2508362623661025
Ds,Ds1_2460,M2,3.2,8.5,27.200000000000003,37.48737699316782
Ds,Ds1_2536,M2,3.2,8.5,27.200000000000003,1.7197479265537148
Ds,Ds1_2460,M2,3.25,8.5,26.0,37.86883932965019
Ds,Ds1_2536,M2,3.25,8.5,26.0,0.7216140658884019
Ds,Ds1_2460,M2,3.25,8.5,26.6,37.82827720617785
Ds,Ds1_2536,M2,3.25,8.5,26.6,1.0881556629862552
Ds,Ds1_2460,M2,3.25,8.5,27.200000000000003,37.77944512587289
Ds,Ds1_2536,M2,3.25,8.5,27.200000000000003,1.529429126314602
Ds,Ds1_2460,M2,3.3,8.5,26.0,38.15015310047766
Ds,Ds1_2536,M2,3.3,8.5,26.0,0.6033265137565823
Ds,Ds1_2460,M2,3.3,8.5,26.6,38.112524174682854
Ds,Ds1_2536,M2,3.3,8.5,26.6,0.942763997569772
Ds,Ds1_2460,M2,3.3,8.5,27.200000000000003,38.066559463669286
Ds,Ds1_2536,M2,3.3,8.5,27.200000000000003,1.3573957076466405
Ds,Ds1_2460,M2,3.35,8.5,26.0,38.42687747259791
Ds,Ds1_2536,M2,3.35,8.5,26.0,0.49971139151790633
Ds,Ds1_2460,M2,3.35,8.5,26.6,38.39208843346308
Ds,Ds1_2536,M2,3.35,8.5,26.6,0.8129956910940463
Ds,Ds1_2460,M2,3.35,8.5,27.200000000000003,38.34889917481815
Ds,Ds1_2536,M2,3.35,8.5,27.200000000000003,1.2019261410370663
Ds,Ds1_2460,M2,3.4,8.5,26.0,38.6991699227343
Ds,Ds1_2536,M2,3.4,8.5,26.0,0.40933506292336147
Ds,Ds1_2460,M2,3.4,8.5,26.6,38.66713224000461
Ds,Ds1_2536,M2,3.4,8.5,26.6,0.6973647999494794
Ds,Ds1_2460,M2,3.4,8.5,27.200000000000003,38.626631228185474
Ds,Ds1_2536,M2,3.4,8.5,27.200000000000003,1.061482763223806
Ds,Ds1_2460,M2,3.45,8.5,26.0,38.9671776701752
Ds,Ds1_2536,M2,3.45,8.5,26.0,0.33091758809518146
Ds,Ds1_2460,M2,3.45,8.5,26.6,38.937807254342644
Ds,Ds1_2536,M2,3.45,8.5,26.6,0.5945429752640401
Ds,Ds1_2460,M2,3.45,8.5,27.200000000000003,38.89991166097736
Ds,Ds1_2536,M2,3.45,8.5,27.200000000000003,0.9346893501019182
Ds,Ds1_2460,M2,3.5,8.5,26.0,39.23103872285357
Ds,Ds1_2536,M2,3.5,8.5,26.0,0.26331407926850847
Ds,Ds1_2460,M2,3.5,8.5,26.6,39.204255615030156
Ds,Ds1_2536,M2,3.5,8.5,26.6,0.5033404632849822
Ds,Ds1_2460,M2,3.5,8.5,27.200000000000003,39.16888668395187
Ds,Ds1_2536,M2,3.5,8.5,27.200000000000003,0.8203117680802149
Ds,Ds1_2460,M2,3.55,8.5,26.0,39.49088279025076
Ds,Ds1_2536,M2,3.55,8.5,26.0,0.20549859282652913
Ds,Ds1_2460,M2,3.55,8.5,26.6,39.466610878894706
Ds,Ds1_2536,M2,3.55,8.5,26.6,0.4226896794391852
Ds,Ds1_2460,M2,3.55,8.5,27.200000000000003,39.433693647467194
Ds,Ds1_2536,M2,3.55,8.5,27.200000000000003,0.7172412356458189
Ds,Ds1_2460,M2,3.6,8.5,26.0,39.7468320821739
Ds,Ds1_2536,M2,3.6,8.5,26.0,0.1565501759093685
Ds,Ds1_2460,M2,3.6,8.5,26.6,39.72499884397433
Ds,Ds1_2536,M2,3.6,8.5,26.6,0.3516309699763309
Ds,Ds1_2460,M2,3.6,8.5,27.200000000000003,39.69446188808635
Ds,Ds1_2536,M2,3.6,8.5,27.200000000000003,0.6244798047925618
Ds,Ds1_2460,M2,3.65,8.5,26.0,39.99900200950623
Ds,Ds1_2536,M2,3.65,8.5,26.0,0.11564074866223988
Ds,Ds1_2460,M2,3.65,8.5,26.6,39.97953827203198
Ds,Ds1_2536,M2,3.65,8.5,26.6,0.28930023843912983
Ds,Ds1_2460,M2,3.65,8.5,27.200000000000003,39.95131347242806
Ds,Ds1_2536,M2,3.65,8.5,27.200000000000003,0.5411277358434844
Ds,Ds1_2460,M2,3.7,8.5,26.0,40.247501800563995
Ds,Ds1_2536,M2,3.7,8.5,26.0,0.08202455480186076
Ds,Ds1_2460,M2,3.7,8.5,26.6,40.23034152454694
Ds,Ds1_2536,M2,3.7,8.5,26.6,0.2349181662987736
Ds,Ds1_2460,M2,3.7,8.5,27.200000000000003,40.20436385241744
Ds,Ds1_2536,M2,3.7,8.5,27.200000000000003,0.46637249175459067
Ds,Ds1_2460,M2,3.75,8.5,26.0,40.492435044636274
Ds,Ds1_2536,M2,3.75,8.5,26.0,0.05502895575503802
Ds,Ds1_2460,M2,3.75,8.5,26.6,40.47751512399177
Ds,Ds1_2536,M2,3.75,8.5,26.6,0.18778080008493225
Ds,Ds1_2460,M2,3.75,8.5,27.200000000000003,40.453722443970996
Ds,Ds1_2536,M2,3.75,8.5,27.200000000000003,0.39947912138050395
Ds,Ds1_2460,M2,3.8,8.5,26.0,40.73390017255401
Ds,Ds1_2536,M2,3.8,8.5,26.0,0.03404637885791831
Ds,Ds1_2460,M2,3.8,8.5,26.6,40.72116025044678
Ds,Ds1_2536,M2,3.8,8.5,26.6,0.14725131293544788
Ds,Ds1_2460,M2,3.8,8.5,27.200000000000003,40.69949313936667
Ds,Ds1_2536,M2,3.8,8.5,27.200000000000003,0.3397818371277113
Ds,Ds1_2460,M2,3.85,8.5,26.0,40.97199088268426
Ds,Ds1_2536,M2,3.85,8.5,26.0,0.018527259357044402
Ds,Ds1_2460,M2,3.85,8.5,26.6,40.961373182128945
Ds,Ds1_2536,M2,3.85,8.5,26.6,0.11275277805673722
Ds,Ds1_2460,M2,3.85,8.5,27.200000000000003,40.94177476205137
Ds,Ds1_2536,M2,3.85,8.5,27.200000000000003,0.28667662229058066
Ds,Ds1_2460,M2,3.9,8.5,26.0,41.20679651952312
Ds,Ds1_2536,M2,3.9,8.5,26.0,0.007973840314819907
Ds,Ds1_2460,M2,3.9,8.5,26.6,41.19824568716864
Ds,Ds1_2536,M2,3.9,8.5,26.6,0.08376181621996814
Ds,Ds1_2460,M2,3.9,8.5,27.200000000000003,41.18066147137545
Ds,Ds1_2536,M2,3.9,8.5,27.200000000000003,0.23961472826362343
Ds,Ds1_2460,M2,3.95,8.5,26.0,41.43840241102901
Ds,Ds1_2536,M2,3.95,8.5,26.0,0.0019347148704912205
Ds,Ds1_2460,M2,3.95,8.5,26.6,41.43186537291738
Ds,Ds1_2536,M2,3.95,8.5,26.6,0.05980300000351352
Ds,Ds1_2460,M2,3.95,8.5,27.200000000000003,41.416243123674334
Ds,Ds1_2536,M2,3.95,8.5,27.200000000000003,0.1980969426390595
Ds,Ds1_2460,M2,4.0,8.5,26.0,41.66689016996487
Ds,Ds1_2536,M2,4.0,8.5,26.0,1.2353630158383323e-08
Ds,Ds1_2460,M2,4.0,8.5,26.6,41.66231599818065
Ds,Ds1_2536,M2,4.0,8.5,26.6,0.04044391474443619
Ds,Ds1_2460,M2,4.0,8.5,27.200000000000003,41.64860559521361
Ds,Ds1_2536,M2,4.0,8.5,27.200000000000003,0.1616685266516202
Ds,Ds1_2460,M2,4.05,8.5,26.0,41.89233796377912
Ds,Ds1_2536,M2,4.05,8.5,26.0,0.0017971440665733116
Ds,Ds1_2460,M2,4.05,8.5,26.6,41.88967775301611
Ds,Ds1_2536,M2,4.05,8.5,26.6,0.025290790661395165
Ds,Ds1_2460,M2,4.05,8.5,27.200000000000003,41.87783107174594
Ds,Ds1_2536,M2,4.05,8.5,27.200000000000003,0.12991473510744467
Ds,Ds1_2460,M2,4.1,8.5,26.0,42.11482075692569
Ds,Ds1_2536,M2,4.1,8.5,26.0,0.006987036613962474
Ds,Ds1_2460,M2,4.1,8.5,26.6,42.114027510096584
Ds,Ds1_2536,M2,4.1,8.5,26.6,0.013984632830127401
Ds,Ds1_2460,M2,4.1,8.5,27.200000000000003,42.10399830877546
Ds,Ds1_2536,M2,4.1,8.5,27.200000000000003,0.10245684430575099
Ds,Ds1_2460,M2,4.15,8.5,26.0,42.33441052899068
Ds,Ds1_2536,M2,4.15,8.5,26.0,0.015260790844446183
Ds,Ds1_2460,M2,4.15,8.5,26.6,42.33543905109261
Ds,Ds1_2536,M2,4.15,8.5,26.6,0.006197786017236273
Ds,Ds1_2460,M2,4.15,8.5,27.200000000000003,42.32718286606957
Ds,Ds1_2536,M2,4.15,8.5,27.200000000000003,0.07894862392064568
Ds,Ds1_2460,M2,4.2,8.5,26.0,42.55117647153541
Ds,Ds1_2536,M2,4.2,8.5,26.0,0.026336713095099603
Ds,Ds1_2460,M2,4.2,8.5,26.6,42.55398327106226
Ds,Ds1_2536,M2,4.2,8.5,26.6,0.0016308801237015728
Ds,Ds1_2460,M2,4.2,8.5,27.200000000000003,42.547457319482085
Ds,Ds1_2536,M2,4.2,8.5,27.200000000000003,0.05907319767347513
Ds,Ds1_2460,M2,4.25,8.5,26.0,42.765185166178725
Ds,Ds1_2536,M2,4.25,8.5,26.0,0.03995767275074422
Ds,Ds1_2460,M2,4.25,8.5,26.6,42.76972836344043
Ds,Ds1_2536,M2,4.25,8.5,26.6,1.0109416837491837e-05
Ds,Ds1_2460,M2,4.25,8.5,27.200000000000003,42.764891452747825
Ds,Ds1_2536,M2,4.25,8.5,27.200000000000003,0.04254024515658735
Ds,Ds1_2460,M2,4.3,8.5,26.0,42.9765007461049
Ds,Ds1_2536,M2,4.3,8.5,26.0,0.05588874636025994
Ds,Ds1_2460,M2,4.3,8.5,26.6,42.98273998787604
Ds,Ds1_2536,M2,4.3,8.5,26.6,0.0010848050518961338
Ds,Ds1_2460,M2,4.3,8.5,27.200000000000003,42.979552431557316
Ds,Ds1_2536,M2,4.3,8.5,27.200000000000003,0.029083503582283638
Ds,Ds1_2460,M2,4.35,8.5,26.0,43.185185042901885
Ds,Ds1_2536,M2,4.35,8.5,26.0,0.07391511386534523
Ds,Ds1_2460,M2,4.35,8.5,26.6,43.19308142287659
Ds,Ds1_2536,M2,4.35,8.5,26.6,0.004625265779397646
Ds,Ds1_2460,M2,4.35,8.5,27.200000000000003,43.1915049619252
Ds,Ds1_2536,M2,4.35,8.5,27.200000000000003,0.01845853370535701
Ds,Ds1_2460,M2,4.4,8.5,26.0,43.391297720385325
Ds,Ds1_2536,M2,4.4,8.5,26.0,0.0938401770393295
Ds,Ds1_2460,M2,4.4,8.5,26.6,43.40081370496538
Ds,Ds1_2536,M2,4.4,8.5,26.6,0.010420816348052746
Ds,Ds1_2460,M2,4.4,8.5,27.200000000000003,43.40081143460616
Ds,Ds1_2536,M2,4.4,8.5,27.200000000000003,0.010440718851474122
Ds,Ds1_2460,M2,4.45,8.5,26.0,43.59489639685544
Ds,Ds1_2536,M2,4.45,8.5,26.0,0.11548387412491319
Ds,Ds1_2460,M2,4.45,8.5,26.6,43.60599575584259
Ds,Ds1_2536,M2,4.45,8.5,26.6,0.018278067067717
Ds,Ds1_2460,M2,4.45,8.5,27.200000000000003,43.60753205709249
Ds,Ds1_2536,M2,4.45,8.5,27.200000000000003,0.004823470000217167
Ds,Ds1_2460,M2,4.5,8.5,26.0,43.79603675705047
Ds,Ds1_2536,M2,4.5,8.5,26.0,0.1386811680009674
Ds,Ds1_2460,M2,4.5,8.5,26.6,43.80868449885322
Ds,Ds1_2536,M2,4.5,8.5,26.6,0.028019351393727784
Ds,Ds1_2460,M2,4.5,8.5,27.200000000000003,43.81172497453565
Ds,Ds1_2536,M2,4.5,8.5,27.200000000000003,0.0014166133230294707
Bs,Bs1_5830,M2,10.0,38.0,38.4,9.40447993004558
Bs,Bs1_5830,M2,10.0,38.0,38.5,9.7329810804754
Bs,Bs1_5830,M2,10.0,38.0,38.6,10.067061176559934
Bs,Bs1_5830,M2,10.133333333333333,38.0,38.4,9.305514905643838
Bs,Bs1_5830,M2,10.133333333333333,38.0,38.5,9.629279456939239
Bs,Bs1_5830,M2,10.133333333333333,38.0,38.6,9.958520777900283
Bs,Bs1_5830,M2,10.266666666666667,38.0,38.4,9.209864604791273
Bs,Bs1_5830,M2,10.266666666666667,38.0,38.5,9.529096577683198
Bs,Bs1_5830,M2,10.266666666666667,38.0,38.6,9.853708261239927
Bs,Bs1_5830,M2,10.4,38.0,38.4,9.117369601379803
Bs,Bs1_5830,M2,10.4,38.0,38.5,9.432260606181362
Bs,Bs1_5830,M2,10.4,38.0,38.6,9.752439026351222
Bs,Bs1_5830,M2,10.533333333333333,38.0,38.4,9.02787980652287
Bs,Bs1_5830,M2,10.533333333333333,38.0,38.5,9.338609990688932
Bs,Bs1_5830,M2,10.533333333333333,38.0,38.6,9.65453973581763
Bs,Bs1_5830,M2,10.666666666666666,38.0,38.4,8.941253856928364
Bs,Bs1_5830,M2,10.666666666666666,38.0,38.5,9.247992766690539
Bs,Bs1_5830,M2,10.666666666666666,38.0,38.6,9.559847528441413
Bs,Bs1_5830,M2,10.8,38.0,38.4,8.857358543880574
Bs,Bs1_5830,M2,10.8,38.0,38.5,9.160265908893791
Bs,Bs1_5830,M2,10.8,38.0,38.6,9.468209291498138
Bs,Bs1_5830,M2,10.933333333333334,38.0,38.4,8.776068280687502
Bs,Bs1_5830,M2,10.933333333333334,38.0,38.5,9.075294729583726
Bs,Bs1_5830,M2,10.933333333333334,38.0,38.6,9.379480987565463
Bs,Bs1_5830,M2,11.066666666666666,38.0,38.4,8.69726460639956
Bs,Bs1_5830,M2,11.066666666666666,38.0,38.5,8.99295232023721
Bs,Bs1_5830,M2,11.066666666666666,38.0,38.6,9.293527031876808
Bs,Bs1_5830,M2,11.2,38.0,38.4,8.620835723602957
Bs,Bs1_5830,M2,11.2,38.0,38.5,8.913119033408542
Bs,Bs1_5830,M2,11.2,38.0,38.6,9.210219716383515
Bs,Bs1_5830,M2,11.333333333333334,38.0,38.4,8.546676068131308
Bs,Bs1_5830,M2,11.333333333333334,38.0,38.5,8.835682002035696
Bs,Bs1_5830,M2,11.333333333333334,38.0,38.6,9.129438676950988
Bs,Bs1_5830,M2,11.466666666666667,38.0,38.4,8.47468590860392
Bs,Bs1_5830,M2,11.466666666666667,38.0,38.5,8.76053469346787
Bs,Bs1_5830,M2,11.466666666666667,38.0,38.6,9.051070400355947
Bs,Bs1_5830,M2,11.6,38.0,38.4,8.404770973782835
Bs,Bs1_5830,M2,11.6,38.0,38.5,8.687576495672692
Bs,Bs1_5830,M2,11.6,38.0,38.6,8.975007767985764
Bs,Bs1_5830,M2,11.733333333333334,38.0,38.4,8.336842105836219
Bs,Bs1_5830,M2,11.733333333333334,38.0,38.5,8.616712333240676
Bs,Bs1_5830,M2,11.733333333333334,38.0,38.6,8.901149633369386
Bs,Bs1_5830,M2,11.866666666666667,38.0,38.4,8.270814937697937
Bs,Bs1_5830,M2,11.866666666666667,38.0,38.5,8.547852310963126
Bs,Bs1_5830,M2,11.866666666666667,38.0,38.6,8.829400430884226
Bs,Bs1_5830,M2,12.0,38.0,38.4,8.206609592817191
Bs,Bs1_5830,M2,12.0,38.0,38.5,8.480911382912007
Bs,Bs1_5830,M2,12.0,38.0,38.6,8.759669813188756
Bs,Bs1_5830,M2,12.133333333333333,38.0,38.4,8.144150405698332
Bs,Bs1_5830,M2,12.133333333333333,38.0,38.5,8.415809045099397
Bs,Bs1_5830,M2,12.133333333333333,38.0,38.6,8.691872315121751
Bs,Bs1_5830,M2,12.266666666666666,38.0,38.4,8.083365661733172
Bs,Bs1_5830,M2,12.266666666666666,38.0,38.5,8.352469049932562
Bs,Bs1_5830,M2,12.266666666666666,38.0,38.6,8.625927041988145
Bs,Bs1_5830,M2,12.4,38.0,38.4,8.024187354929868
Bs,Bs1_5830,M2,12.4,38.0,38.5,8.29081914081579
Bs,Bs1_5830,M2,12.4,38.0,38.6,8.561757380318975
Bs,Bs1_5830,M2,12.533333333333333,38.0,38.4,7.966550962237609
Bs,Bs1_5830,M2,12.533333333333333,38.0,38.5,8.230790805372989
Bs,Bs1_5830,M2,12.533333333333333,38.0,38.6,8.499290729345981
Bs,Bs1_5830,M2,12.666666666666666,38.0,38.4,7.910395233258941
Bs,Bs1_5830,M2,12.666666666666666,38.0,38.5,8.172319045882821
Bs,Bs1_5830,M2,12.666666666666666,38.0,38.6,8.4384582515753
Bs,Bs1_5830,M2,12.8,38.0,38.4,7.855661994228323
Bs,Bs1_5830,M2,12.8,38.0,38.5,8.115342165626842
Bs,Bs1_5830,M2,12.8,38.0,38.6,8.379194640975522
Bs,Bs1_5830,M2,12.933333333333334,38.0,38.4,7.802295965216715
Bs,Bs1_5830,M2,12.933333333333334,38.0,38.5,8.059801569951706
Bs,Bs1_5830,M2,12.933333333333334,38.0,38.6,8.321437907417005
Bs,Bs1_5830,M2,13.066666666666666,38.0,38.4,7.750244589600185
Bs,Bs1_5830,M2,13.066666666666666,38.0,38.5,8.005641580941004
Bs,Bs1_5830,M2,13.066666666666666,38.0,38.6,8.26512917611038
Bs,Bs1_5830,M2,13.2,38.0,38.4,7.699457874899752
Bs,Bs1_5830,M2,13.2,38.0,38.5,7.952809264678034
Bs,Bs1_5830,M2,13.2,38.0,38.6,8.21021250089463
Bs,Bs1_5830,M2,13.333333333333334,38.0,38.4,7.649888244169418
Bs,Bs1_5830,M2,13.333333333333334,38.0,38.5,7.901254270161554
Bs,Bs1_5830,M2,13.333333333333334,38.0,38.6,8.156634690319278
Bs,Bs1_5830,M2,13.466666666666667,38.0,38.4,7.601490397168767
Bs,Bs1_5830,M2,13.466666666666667,38.0,38.5,7.850928679010444
Bs,Bs1_5830,M2,13.466666666666667,38.0,38.6,8.104345145550399
Bs,Bs1_5830,M2,13.6,38.0,38.4,7.554221180615625
Bs,Bs1_5830,M2,13.6,38.0,38.5,7.801786865160334
Bs,Bs1_5830,M2,13.6,38.0,38.6,8.053295709210051
Bs,Bs1_5830,M2,13.733333333333334,38.0,38.4,7.508039466867377
Bs,Bs1_5830,M2,13.733333333333334,38.0,38.5,7.753785363819102
Bs,Bs1_5830,M2,13.733333333333334,38.0,38.6,8.00344052433002
Bs,Bs1_5830,M2,13.866666666666667,38.0,38.4,7.462906040428401
Bs,Bs1_5830,M2,13.866666666666667,38.0,38.5,7.706882749004421
Bs,Bs1_5830,M2,13.866666666666667,38.0,38.6,7.9547359026675215
Bs,Bs1_5830,M2,14.0,38.0,38.4,7.418783491727198
Bs,Bs1_5830,M2,14.0,38.0,38.5,7.661039519040913
Bs,Bs1_5830,M2,14.0,38.0,38.6,7.907140201690805
Bs,Bs1_5830,M2,10.0,39.5,38.4,9.397870833611359
Bs,Bs1_5830,M2,10.0,39.5,38.5,9.734995812429581
Bs,Bs1_5830,M2,10.0,39.5,38.6,10.078001117806588
Bs,Bs1_5830,M2,10.133333333333333,39.5,38.4,9.298532413280078
Bs,Bs1_5830,M2,10.133333333333333,39.5,38.5,9.630950717217448
Bs,Bs1_5830,M2,10.133333333333333,39.5,38.6,9.969147331357881
Bs,Bs1_5830,M2,10.266666666666667,39.5,38.4,9.202515501066076
Bs,Bs1_5830,M2,10.266666666666667,39.5,38.5,9.53043039039627
Bs,Bs1_5830,M2,10.266666666666667,39.5,38.6,9.864026706139667
Bs,Bs1_5830,M2,10.4,39.5,38.4,9.109660517883112
Bs,Bs1_5830,M2,10.4,39.5,38.5,9.433262868378884
Bs,Bs1_5830,M2,10.4,39.5,38.6,9.76245453949833
Bs,Bs1_5830,M2,10.533333333333333,39.5,38.4,9.019817224827042
Bs,Bs1_5830,M2,10.533333333333333,39.5,38.5,9.339286474025899
Bs,Bs1_5830,M2,10.533333333333333,39.5,38.6,9.664257392061378
Bs,Bs1_5830,M2,10.666666666666666,39.5,38.4,8.932844111656719
Bs,Bs1_5830,M2,10.666666666666666,39.5,38.5,9.248349119290962
Bs,Bs1_5830,M2,10.666666666666666,39.5,38.6,9.569272301422492
Bs,Bs1_5830,M2,10.8,39.5,38.4,8.848607825852024
Bs,Bs1_5830,M2,10.8,39.5,38.5,9.160307657370792
Bs,Bs1_5830,M2,10.8,39.5,38.6,9.477346054626212
Bs,Bs1_5830,M2,10.933333333333334,39.5,38.4,8.766982640111339
Bs,Bs1_5830,M2,10.933333333333334,39.5,38.5,9.075027281184036
Bs,Bs1_5830,M2,10.933333333333334,39.5,38.6,9.388334515188209
Bs,Bs1_5830,M2,11.066666666666666,39.5,38.4,8.687849956097544
Bs,Bs1_5830,M2,11.066666666666666,39.5,38.5,8.992380965080281
Bs,Bs1_5830,M2,11.066666666666666,39.5,38.6,9.30210200060529
Bs,Bs1_5830,M2,11.2,39.5,38.4,8.611097842240106
Bs,Bs1_5830,M2,11.2,39.5,38.5,8.912248946796689
Bs,Bs1_5830,M2,11.2,39.5,38.6,9.218520706544995
Bs,Bs1_5830,M2,11.333333333333334,39.5,38.4,8.536620603440396
Bs,Bs1_5830,M2,11.333333333333334,39.5,38.5,8.834518246814804
Bs,Bs1_5830,M2,11.333333333333334,39.5,38.6,9.137470174144417
Bs,Bs1_5830,M2,11.466666666666667,39.5,38.4,8.464318380590381
Bs,Bs1_5830,M2,11.466666666666667,39.5,38.5,8.759082222420975
Bs,Bs1_5830,M2,11.466666666666667,39.5,38.6,9.058836797088173
Bs,Bs1_5830,M2,11.6,39.5,38.4,8.394096777899422
Bs,Bs1_5830,M2,11.6,39.5,38.5,8.685840153931714
Bs,Bs1_5830,M2,11.6,39.5,38.6,8.982513365370203
Bs,Bs1_5830,M2,11.733333333333334,39.5,38.4,8.3258665161191
Bs,Bs1_5830,M2,11.733333333333334,39.5,38.5,8.614696860704237
Bs,Bs1_5830,M2,11.733333333333334,39.5,38.6,8.908398642871445
Bs,Bs1_5830,M2,11.866666666666667,39.5,38.4,8.259543109856653
Bs,Bs1_5830,M2,11.866666666666667,39.5,38.5,8.545562344709571
Bs,Bs1_5830,M2,11.866666666666667,39.5,38.6,8.836396976099914
Bs,Bs1_5830,M2,12.0,39.5,38.4,8.195046567273153
Bs,Bs1_5830,M2,12.0,39.5,38.5,8.478351459599187
Bs,Bs1_5830,M2,12.0,39.5,38.6,8.76641793164499
Bs,Bs1_5830,M2,12.133333333333333,39.5,38.4,8.132301110567107
Bs,Bs1_5830,M2,12.133333333333333,39.5,38.5,8.412983603343594
Bs,Bs1_5830,M2,12.133333333333333,39.5,38.6,8.698375960088432
Bs,Bs1_5830,M2,12.266666666666666,39.5,38.4,8.071234915747288
Bs,Bs1_5830,M2,12.266666666666666,39.5,38.5,8.349382432661026
Bs,Bs1_5830,M2,12.266666666666666,39.5,38.6,8.632190084293935
Bs,Bs1_5830,M2,12.4,39.5,38.4,8.011779870299064
Bs,Bs1_5830,M2,12.4,39.5,38.5,8.287475597587234
Bs,Bs1_5830,M2,12.4,39.5,38.6,8.56778361016337
Bs,Bs1_5830,M2,12.533333333333333,39.5,38.4,7.953871347444899
Bs,Bs1_5830,M2,12.533333333333333,39.5,38.5,8.227194494662436
Bs,Bs1_5830,M2,12.533333333333333,39.5,38.6,8.505083858101894
Bs,Bs1_5830,M2,12.666666666666666,39.5,38.4,7.897447995791228
Bs,Bs1_5830,M2,12.666666666666666,39.5,38.5,8.168474037327622
Bs,Bs1_5830,M2,12.666666666666666,39.5,38.6,8.44402191357725
Bs,Bs1_5830,M2,12.8,39.5,38.4,7.842451543240313
Bs,Bs1_5830,M2,12.8,39.5,38.5,8.111252442230695
Bs,Bs1_5830,M2,12.8,39.5,38.6,8.38453239528881
Bs,Bs1_5830,M2,12.933333333333334,39.5,38.4,7.788826614128084
Bs,Bs1_5830,M2,12.933333333333334,39.5,38.5,8.055471030245153
Bs,Bs1_5830,M2,12.933333333333334,39.5,38.6,8.326553239584678
Bs,Bs1_5830,M2,13.066666666666666,39.5,38.4,7.736520558625782
Bs,Bs1_5830,M2,13.066666666666666,39.5,38.5,8.00107404109667
Bs,Bs1_5830,M2,13.066666666666666,39.5,38.6,8.270025499875066
Bs,Bs1_5830,M2,13.2,39.5,38.4,7.685483293513325
Bs,Bs1_5830,M2,13.2,39.5,38.5,7.948008460579682
Bs,Bs1_5830,M2,13.2,39.5,38.6,8.214893159892886
Bs,Bs1_5830,M2,13.333333333333334,39.5,38.4,7.635667153501225
Bs,Bs1_5830,M2,13.333333333333334,39.5,38.5,7.896223859425969
Bs,Bs1_5830,M2,13.333333333333334,39.5,38.6,8.161102959746541
Bs,Bs1_5830,M2,13.466666666666667,39.5,38.4,7.587026752337626
Bs,Bs1_5830,M2,13.466666666666667,39.5,38.5,7.84567224296175
Bs,Bs1_5830,M2,13.466666666666667,39.5,38.6,8.108604233794791
Bs,Bs1_5830,M2,13.6,39.5,38.4,7.539518852996829
Bs,Bs1_5830,M2,13.6,39.5,38.5,7.796307910756873
Bs,Bs1_5830,M2,13.6,39.5,38.6,8.057348759454436
Bs,Bs1_5830,M2,13.733333333333334,39.5,38.4,7.4931022462968295
Bs,Bs1_5830,M2,13.733333333333334,39.5,38.5,7.748087325532306
Bs,Bs1_5830,M2,13.733333333333334,39.5,38.6,8.007290616120688
Bs,Bs1_5830,M2,13.866666666666667,39.5,38.4,7.447737637344846
Bs,Bs1_5830,M2,13.866666666666667,39.5,38.5,7.700968990650639
Bs,Bs1_5830,M2,13.866666666666667,39.5,38.6,7.95838605344969
Bs,Bs1_5830,M2,14.0,39.5,38.4,7.403387539253249
Bs,Bs1_5830,M2,14.0,39.5,38.5,7.654913335566035
Bs,Bs1_5830,M2,14.0,39.5,38.6,7.910593368309855
Bs,Bs1_5830,M2,10.0,41.0,38.4,9.225625740548486
Bs,Bs1_5830,M2,10.0,41.0,38.5,9.56715895971823
Bs,Bs1_5830,M2,10.0,41.0,38.6,9.914840255528384
Bs,Bs1_5830,M2,10.133333333333333,41.0,38.4,9.124912485367757
Bs,Bs1_5830,M2,10.133333333333333,41.0,38.5,9.461769106702503
Bs,Bs1_5830,M2,10.133333333333333,41.0,38.6,9.804672586967587
