sector,state,scan,M2_GeV2,s0_GeV2,theta_deg,width_keV
Bs,Bs1_5830,M2,10.266666666666667,41.0,38.4,9.027549175844868
Bs,Bs1_5830,M2,10.266666666666667,41.0,38.5,9.359931543466523
Bs,Bs1_5830,M2,10.266666666666667,41.0,38.6,9.698264685736449
Bs,Bs1_5830,M2,10.4,41.0,38.4,8.933375430242725
Bs,Bs1_5830,M2,10.4,41.0,38.5,9.261473538894121
Bs,Bs1_5830,M2,10.4,41.0,38.6,9.59543111613639
Bs,Bs1_5830,M2,10.533333333333333,41.0,38.4,8.8422402387139
Bs,Bs1_5830,M2,10.533333333333333,41.0,38.5,9.166232678195962
Bs,Bs1_5830,M2,10.533333333333333,41.0,38.6,9.495997733855317
Bs,Bs1_5830,M2,10.666666666666666,41.0,38.4,8.754001350078854
Bs,Bs1_5830,M2,10.666666666666666,41.0,38.5,9.074056163974298
Bs,Bs1_5830,M2,10.666666666666666,41.0,38.6,9.399800898190158
Bs,Bs1_5830,M2,10.8,41.0,38.4,8.668524699302093
Bs,Bs1_5830,M2,10.8,41.0,38.5,8.984800166903721
Bs,Bs1_5830,M2,10.8,41.0,38.6,9.306686743170276
Bs,Bs1_5830,M2,10.933333333333334,41.0,38.4,8.585683873518475
Bs,Bs1_5830,M2,10.933333333333334,41.0,38.5,8.898329222841792
Bs,Bs1_5830,M2,10.933333333333334,41.0,38.6,9.216510503309014
Bs,Bs1_5830,M2,11.066666666666666,41.0,38.4,8.505359614408322
Bs,Bs1_5830,M2,11.066666666666666,41.0,38.5,8.81451567326245
Bs,Bs1_5830,M2,11.066666666666666,41.0,38.6,9.12913588992961
Bs,Bs1_5830,M2,11.2,41.0,38.4,8.427439354720697
Bs,Bs1_5830,M2,11.2,41.0,38.5,8.733239146021104
Bs,Bs1_5830,M2,11.2,41.0,38.6,9.04443451424766
Bs,Bs1_5830,M2,11.333333333333334,41.0,38.4,8.351816786783562
Bs,Bs1_5830,M2,11.333333333333334,41.0,38.5,8.654386073597239
Bs,Bs1_5830,M2,11.333333333333334,41.0,38.6,8.962285353633604
Bs,Bs1_5830,M2,11.466666666666667,41.0,38.4,8.278391460904421
Bs,Bs1_5830,M2,11.466666666666667,41.0,38.5,8.577849246111343
Bs,Bs1_5830,M2,11.466666666666667,41.0,38.6,8.882574257719188
Bs,Bs1_5830,M2,11.6,41.0,38.4,8.207068411650011
Bs,Bs1_5830,M2,11.6,41.0,38.5,8.503527396572194
Bs,Bs1_5830,M2,11.6,41.0,38.6,8.805193491247847
Bs,Bs1_5830,M2,11.733333333333334,41.0,38.4,8.137757810088711
Bs,Bs1_5830,M2,11.733333333333334,41.0,38.5,8.43132481596902
Bs,Bs1_5830,M2,11.733333333333334,41.0,38.6,8.730041310795889
Bs,Bs1_5830,M2,11.866666666666667,41.0,38.4,8.070374640181715
Bs,Bs1_5830,M2,11.866666666666667,41.0,38.5,8.361150995981674
Bs,Bs1_5830,M2,11.866666666666667,41.0,38.6,8.657021572706663
Bs,Bs1_5830,M2,12.0,41.0,38.4,8.004838397613964
Bs,Bs1_5830,M2,12.0,41.0,38.5,8.292920297234948
Bs,Bs1_5830,M2,12.0,41.0,38.6,8.586043369786134
Bs,Bs1_5830,M2,12.133333333333333,41.0,38.4,7.941072809461818
Bs,Bs1_5830,M2,12.133333333333333,41.0,38.5,8.226551641172788
Bs,Bs1_5830,M2,12.133333333333333,41.0,38.6,8.517020694498656
Bs,Bs1_5830,M2,12.266666666666666,41.0,38.4,7.879005573197182
Bs,Bs1_5830,M2,12.266666666666666,41.0,38.5,8.161968223765523
Bs,Bs1_5830,M2,12.266666666666666,41.0,38.6,8.449872126581523
Bs,Bs1_5830,M2,12.4,41.0,38.4,7.818568113628846
Bs,Bs1_5830,M2,12.4,41.0,38.5,8.099097249399364
Bs,Bs1_5830,M2,12.4,41.0,38.6,8.38452054316353
Bs,Bs1_5830,M2,12.533333333333333,41.0,38.4,7.759695356478699
Bs,Bs1_5830,M2,12.533333333333333,41.0,38.5,8.037869683420375
Bs,Bs1_5830,M2,12.533333333333333,41.0,38.6,8.320892849627446
Bs,Bs1_5830,M2,12.666666666666666,41.0,38.4,7.702325517382023
Bs,Bs1_5830,M2,12.666666666666666,41.0,38.5,7.978220021922765
Bs,Bs1_5830,M2,12.666666666666666,41.0,38.6,8.258919729598624
Bs,Bs1_5830,M2,12.8,41.0,38.4,7.64639990518818
Bs,Bs1_5830,M2,12.8,41.0,38.5,7.920086077480132
Bs,Bs1_5830,M2,12.8,41.0,38.6,8.198535412574081
Bs,Bs1_5830,M2,12.933333333333334,41.0,38.4,7.591862738519775
Bs,Bs1_5830,M2,12.933333333333334,41.0,38.5,7.863408779619075
Bs,Bs1_5830,M2,12.933333333333334,41.0,38.6,8.139677457827421
Bs,Bs1_5830,M2,13.066666666666666,41.0,38.4,7.538660974626244
Bs,Bs1_5830,M2,13.066666666666666,41.0,38.5,7.808131988929499
Bs,Bs1_5830,M2,13.066666666666666,41.0,38.6,8.082286553336422
Bs,Bs1_5830,M2,13.2,41.0,38.4,7.486744149637804
Bs,Bs1_5830,M2,13.2,41.0,38.5,7.754202323791169
Bs,Bs1_5830,M2,13.2,41.0,38.6,8.026306328582505
Bs,Bs1_5830,M2,13.333333333333334,41.0,38.4,7.436064229394446
Bs,Bs1_5830,M2,13.333333333333334,41.0,38.5,7.70156899877744
Bs,Bs1_5830,M2,13.333333333333334,41.0,38.6,7.971683180165447
Bs,Bs1_5830,M2,13.466666666666667,41.0,38.4,7.38657547008517
Bs,Bs1_5830,M2,13.466666666666667,41.0,38.5,7.650183673870387
Bs,Bs1_5830,M2,13.466666666666667,41.0,38.6,7.918366109261773
Bs,Bs1_5830,M2,13.6,41.0,38.4,7.33823428799202
Bs,Bs1_5830,M2,13.6,41.0,38.5,7.60000031369004
Bs,Bs1_5830,M2,13.6,41.0,38.6,7.866306570036218
Bs,Bs1_5830,M2,13.733333333333334,41.0,38.4,7.290999137685289
Bs,Bs1_5830,M2,13.733333333333334,41.0,38.5,7.550975056002628
Bs,Bs1_5830,M2,13.733333333333334,41.0,38.6,7.81545832818512
Bs,Bs1_5830,M2,13.866666666666667,41.0,38.4,7.2448303980666635
Bs,Bs1_5830,M2,13.866666666666667,41.0,38.5,7.503066088830274
Bs,Bs1_5830,M2,13.866666666666667,41.0,38.6,7.765777328859316
Bs,Bs1_5830,M2,14.0,41.0,38.4,7.199690265702994
Bs,Bs1_5830,M2,14.0,41.0,38.5,7.456233535539183
Bs,Bs1_5830,M2,14.0,41.0,38.6,7.71722157327351
Ds,Ds1_2460,s0,3.75,7.5,26.0,29.11071664210951
Ds,Ds1_2536,s0,3.75,7.5,26.0,1.0649826731138294
Ds,Ds1_2460,s0,3.75,7.5,26.6,29.068445566796637
Ds,Ds1_2536,s0,3.75,7.5,26.6,1.4410948082447976
Ds,Ds1_2460,s0,3.75,7.5,27.200000000000003,29.01983482239285
Ds,Ds1_2536,s0,3.75,7.5,27.200000000000003,1.8736149353692264
Ds,Ds1_2460,s0,3.75,7.525,26.0,29.397217652105965
Ds,Ds1_2536,s0,3.75,7.525,26.0,1.0231459565649605
Ds,Ds1_2460,s0,3.75,7.525,26.6,29.355502090999764
Ds,Ds1_2536,s0,3.75,7.525,26.6,1.3943153351462672
Ds,Ds1_2460,s0,3.75,7.525,27.200000000000003,29.30738275150132
Ds,Ds1_2536,s0,3.75,7.525,27.200000000000003,1.8224631261806319
Ds,Ds1_2460,s0,3.75,7.55,26.0,29.683824643114857
Ds,Ds1_2536,s0,3.75,7.55,26.0,0.9821848104642271
Ds,Ds1_2460,s0,3.75,7.55,26.6,29.64267231830659
Ds,Ds1_2536,s0,3.75,7.55,26.6,1.3483427242309667
Ds,Ds1_2460,s0,3.75,7.55,27.200000000000003,29.595052100756032
Ds,Ds1_2536,s0,3.75,7.55,27.200000000000003,1.7720495158319292
Ds,Ds1_2460,s0,3.75,7.575,26.0,29.970519523214758
Ds,Ds1_2536,s0,3.75,7.575,26.0,0.9420985004943582
Ds,Ds1_2460,s0,3.75,7.575,26.6,29.92993806544469
Ds,Ds1_2536,s0,3.75,7.575,26.6,1.3031770539887402
Ds,Ds1_2460,s0,3.75,7.575,27.200000000000003,29.8828245995234
Ds,Ds1_2536,s0,3.75,7.575,27.200000000000003,1.7223749601201
Ds,Ds1_2460,s0,3.75,7.6,26.0,30.257284396037363
Ds,Ds1_2536,s0,3.75,7.6,26.0,0.9028861361461278
Ds,Ds1_2460,s0,3.75,7.6,26.6,30.2172813446786
Ds,Ds1_2536,s0,3.75,7.6,26.6,1.2588182468609752
Ds,Ds1_2460,s0,3.75,7.6,27.200000000000003,30.17068217264388
Ds,Ds1_2536,s0,3.75,7.6,27.200000000000003,1.673440159352965
Ds,Ds1_2460,s0,3.75,7.625,26.0,30.544101560876154
Ds,Ds1_2536,s0,3.75,7.625,26.0,0.8645466741524729
Ds,Ds1_2460,s0,3.75,7.625,26.6,30.504684363938377
Ds,Ds1_2536,s0,3.75,7.625,26.6,1.2152660724978952
Ds,Ds1_2460,s0,3.75,7.625,27.200000000000003,30.458606940580527
Ds,Ds1_2536,s0,3.75,7.625,27.200000000000003,1.6252456614291668
Ds,Ds1_2460,s0,3.75,7.65,26.0,30.83095351274029
Ds,Ds1_2536,s0,3.75,7.65,26.0,0.8270789218803984
Ds,Ds1_2460,s0,3.75,7.65,26.6,30.792129526892907
Ds,Ds1_2536,s0,3.75,7.65,26.6,1.1725201509778438
Ds,Ds1_2460,s0,3.75,7.65,27.200000000000003,30.746581219511793
Ds,Ds1_2536,s0,3.75,7.65,27.200000000000003,1.5777918648843159
Ds,Ds1_2460,s0,3.75,7.675,26.0,31.11782294235643
Ds,Ds1_2536,s0,3.75,7.675,26.0,0.790481540680394
Ds,Ds1_2460,s0,3.75,7.675,26.6,31.079599432970685
Ds,Ds1_2536,s0,3.75,7.675,26.6,1.1305799559883092
Ds,Ds1_2460,s0,3.75,7.675,27.200000000000003,31.034587521371193
Ds,Ds1_2536,s0,3.75,7.675,27.200000000000003,1.5310790219029153
Ds,Ds1_2460,s0,3.75,7.7,26.0,31.404692736119003
Ds,Ds1_2536,s0,3.75,7.7,26.0,0.7547530491938176
Ds,Ds1_2460,s0,3.75,7.7,26.6,31.367076877328454
Ds,Ds1_2536,s0,3.75,7.7,26.6,1.0894448179689664
Ds,Ds1_2460,s0,3.75,7.7,27.200000000000003,31.32260855383466
Ds,Ds1_2536,s0,3.75,7.7,27.200000000000003,1.4851072412963484
Ds,Ds1_2460,s0,3.75,7.725,26.0,31.691545975991033
Ds,Ds1_2536,s0,3.75,7.725,26.0,0.7198918266180869
Ds,Ds1_2460,s0,3.75,7.725,26.6,31.654544850770165
Ds,Ds1_2536,s0,3.75,7.725,26.6,1.049113927216653
Ds,Ds1_2460,s0,3.75,7.725,27.200000000000003,31.61062722025747
Ds,Ds1_2536,s0,3.75,7.725,27.200000000000003,1.439876491446763
Ds,Ds1_2460,s0,3.75,7.75,26.0,31.97836593935651
Ds,Ds1_2536,s0,3.75,7.75,26.0,0.6858961159299208
Ds,Ds1_2460,s0,3.75,7.75,26.6,31.941986539616806
Ds,Ds1_2536,s0,3.75,7.75,26.6,1.0095863369523015
Ds,Ds1_2460,s0,3.75,7.75,27.200000000000003,31.89862661956182
Ds,Ds1_2536,s0,3.75,7.75,27.200000000000003,1.3953866032168172
Ds,Ds1_2460,s0,3.75,7.775,26.0,32.265136098825856
Ds,Ds1_2536,s0,3.75,7.775,26.0,0.6527640270666636
Ds,Ds1_2460,s0,3.75,7.775,26.6,32.22938532552905
Ds,Ds1_2536,s0,3.75,7.775,26.6,0.970860966349953
Ds,Ds1_2460,s0,3.75,7.775,27.200000000000003,32.18659004607662
Ds,Ds1_2536,s0,3.75,7.775,27.200000000000003,1.3516372728253259
Ds,Ds1_2460,s0,3.75,7.8,26.0,32.55184012199572
Ds,Ds1_2536,s0,3.75,7.8,26.0,0.6204935400659269
Ds,Ds1_2460,s0,3.75,7.8,26.6,32.516724785283735
Ds,Ds1_2536,s0,3.75,7.8,26.6,0.9329366035279244
Ds,Ds1_2460,s0,3.75,7.8,27.200000000000003,32.474500989330934
Ds,Ds1_2536,s0,3.75,7.8,27.200000000000003,1.3086280646888835
Ds,Ds1_2460,s0,3.75,7.825,26.0,32.838461871165016
Ds,Ds1_2536,s0,3.75,7.825,26.0,0.5890825081636429
Ds,Ds1_2460,s0,3.75,7.825,26.6,32.80398869050609
Ds,Ds1_2536,s0,3.75,7.825,26.6,0.8958119085021877
Ds,Ds1_2460,s0,3.75,7.825,27.200000000000003,32.76234313380246
Ds,Ds1_2536,s0,3.75,7.825,27.200000000000003,1.2663584142293982
Ds,Ds1_2460,s0,3.75,7.85,26.0,33.124985403007265
Ds,Ds1_2536,s0,3.75,7.85,26.0,0.558528660850683
Ds,Ds1_2460,s0,3.75,7.85,26.6,33.09116100735802
Ds,Ds1_2536,s0,3.75,7.85,26.6,0.8594854161020781
Ds,Ds1_2460,s0,3.75,7.85,27.200000000000003,33.05010035862184
Ds,Ds1_2536,s0,3.75,7.85,27.200000000000003,1.224827630647637
Ds,Ds1_2460,s0,3.75,7.875,26.0,33.41139496820221
Ds,Ds1_2536,s0,3.75,7.875,26.0,0.5288296068882693
Ds,Ds1_2460,s0,3.75,7.875,26.6,33.37822589618507
Ds,Ds1_2536,s0,3.75,7.875,26.6,0.8239555388484678
Ds,Ds1_2460,s0,3.75,7.875,27.200000000000003,33.33775673723518
Ds,Ds1_2536,s0,3.75,7.875,27.200000000000003,1.1840348996628534
Ds,Ds1_2460,s0,3.75,7.9,26.0,33.69767501102609
Ds,Ds1_2536,s0,3.75,7.9,26.0,0.49998283728229514
Ds,Ds1_2460,s0,3.75,7.9,26.6,33.66516771112179
Ds,Ds1_2536,s0,3.75,7.9,26.6,0.7892205697944875
Ds,Ds1_2460,s0,3.75,7.9,27.200000000000003,33.625296537024646
Ds,Ds1_2536,s0,3.75,7.9,27.200000000000003,1.1439792862184812
Ds,Ds1_2460,s0,3.75,7.925,26.0,33.983810168903744
Ds,Ds1_2536,s0,3.75,7.925,26.0,0.47198572821684465
Ds,Ds1_2460,s0,3.75,7.925,26.6,33.9519709996583
Ds,Ds1_2536,s0,3.75,7.925,26.6,0.7552786853289937
Ds,Ds1_2460,s0,3.75,7.925,27.200000000000003,33.91270421888973
Ds,Ds1_2536,s0,3.75,7.925,27.200000000000003,1.104659737154148
Ds,Ds1_2460,s0,3.75,7.95,26.0,34.2697852719219
Ds,Ds1_2536,s0,3.75,7.95,26.0,0.4448355439470337
Ds,Ds1_2460,s0,3.75,7.95,26.6,34.23862050216802
Ds,Ds1_2536,s0,3.75,7.95,26.6,0.7221279479429042
Ds,Ds1_2460,s0,3.75,7.95,27.200000000000003,34.19996443678937
Ds,Ds1_2536,s0,3.75,7.95,27.200000000000003,1.0660750838439237
Ds,Ds1_2460,s0,3.75,7.975,26.0,34.55558534230636
Ds,Ds1_2536,s0,3.75,7.975,26.0,0.41852943965142253
Ds,Ds1_2460,s0,3.75,7.975,26.6,34.52510115139846
Ds,Ds1_2536,s0,3.75,7.975,26.6,0.6897663089585261
Ds,Ds1_2460,s0,3.75,7.975,27.200000000000003,34.48706203724695
Ds,Ds1_2536,s0,3.75,7.975,27.200000000000003,1.0282240448009805
Ds,Ds1_2460,s0,3.75,8.0,26.0,34.841195593863446
Ds,Ds1_2536,s0,3.75,8.0,26.0,0.39306446424421343
Ds,Ds1_2460,s0,3.75,8.0,26.6,34.81139807192631
Ds,Ds1_2536,s0,3.75,8.0,26.6,0.6581916112220542
Ds,Ds1_2460,s0,3.75,8.0,27.200000000000003,34.77398205881862
Ds,Ds1_2536,s0,3.75,8.0,27.200000000000003,0.9911052282487866
Ds,Ds1_2460,s0,3.75,8.025,26.0,35.126601431386554
Ds,Ds1_2536,s0,3.75,8.025,26.0,0.36843756314754805
Ds,Ds1_2460,s0,3.75,8.025,26.6,35.097496579576934
Ds,Ds1_2536,s0,3.75,8.025,26.6,0.6274015917595711
Ds,Ds1_2460,s0,3.75,8.025,27.200000000000003,35.06070973152652
Ds,Ds1_2536,s0,3.75,8.025,27.200000000000003,0.9547171346590169
Ds,Ds1_2460,s0,3.75,8.05,26.0,35.41178845003022
Ds,Ds1_2536,s0,3.75,8.05,26.0,0.3446455810239594
Ds,Ds1_2460,s0,3.75,8.05,26.6,35.38338218081123
Ds,Ds1_2536,s0,3.75,8.05,26.6,0.5973938843963977
Ds,Ds1_2460,s0,3.75,8.05,27.200000000000003,35.347230476258225
Ds,Ds1_2536,s0,3.75,8.05,27.200000000000003,0.9190581592560939
Ds,Ds1_2460,s0,3.75,8.075,26.0,35.69674243465086
Ds,Ds1_2536,s0,3.75,8.075,26.0,0.3216852644694543
Ds,Ds1_2460,s0,3.75,8.075,26.6,35.669040572078664
Ds,Ds1_2536,s0,3.75,8.075,26.6,0.5681660223403641
Ds,Ds1_2460,s0,3.75,8.075,27.200000000000003,35.633529904132416
Ds,Ds1_2536,s0,3.75,8.075,27.200000000000003,0.8841265944887922
Ds,Ds1_2460,s0,3.75,8.1,26.0,35.98144935911768
Ds,Ds1_2536,s0,3.75,8.1,26.0,0.2995532646673333
Ds,Ds1_2460,s0,3.75,8.1,26.6,35.95445763914015
Ds,Ds1_2536,s0,3.75,8.1,26.6,0.5397154407289791
Ds,Ds1_2460,s0,3.75,8.1,27.200000000000003,35.91959381583408
Ds,Ds1_2536,s0,3.75,8.1,27.200000000000003,0.8499206324688636
Ds,Ds1_2460,s0,3.75,8.125,26.0,36.265895385592266
Ds,Ds1_2536,s0,3.75,8.125,26.0,0.27824614000305087
Ds,Ds1_2460,s0,3.75,8.125,26.6,36.239619456359364
Ds,Ds1_2536,s0,3.75,8.125,26.6,0.5120394791407252
Ds,Ds1_2460,s0,3.75,8.125,27.200000000000003,36.20540820091741
Ds,Ds1_2536,s0,3.75,8.125,27.200000000000003,0.8164383673768772
Ds,Ds1_2460,s0,3.75,8.15,26.0,36.55006686377941
Ds,Ds1_2536,s0,3.75,8.15,26.0,0.2577603586404115
Ds,Ds1_2460,s0,3.75,8.15,26.6,36.52451228596476
Ds,Ds1_2536,s0,3.75,8.15,26.6,0.4851353840708022
Ds,Ds1_2460,s0,3.75,8.15,27.200000000000003,36.490959237079664
Ds,Ds1_2536,s0,3.75,8.15,27.200000000000003,0.783677797835475
Ds,Ds1_2460,s0,3.75,8.175,26.0,36.83395033015043
Ds,Ds1_2536,s0,3.75,8.175,26.0,0.23809230105934268
Ds,Ds1_2460,s0,3.75,8.175,26.6,36.80912257728394
Ds,Ds1_2536,s0,3.75,8.175,26.6,0.459000311371417
Ds,Ds1_2460,s0,3.75,8.175,27.200000000000003,36.77623328940642
Ds,Ds1_2536,s0,3.75,8.175,27.200000000000003,0.7516368292501866
Ds,Ds1_2460,s0,3.75,8.2,26.0,37.11753250713871
Ds,Ds1_2536,s0,3.75,8.2,26.0,0.21923826255555082
Ds,Ds1_2460,s0,3.75,8.2,26.6,37.093436965949714
Ds,Ds1_2536,s0,3.75,8.2,26.6,0.43363132865693466
Ds,Ds1_2460,s0,3.75,8.2,27.200000000000003,37.06121690958874
Ds,Ds1_2536,s0,3.75,8.2,27.200000000000003,0.7203132761179815
Ds,Ds1_2460,s0,3.75,8.225,26.0,37.40080030230937
Ds,Ds1_2536,s0,3.75,8.225,26.0,0.20119445570232683
Ds,Ds1_2460,s0,3.75,8.225,26.6,37.37744227308014
Ds,Ds1_2536,s0,3.75,8.225,26.6,0.40902541767407613
Ds,Ds1_2460,s0,3.75,8.225,27.200000000000003,37.34589683511355
Ds,Ds1_2536,s0,3.75,8.225,27.200000000000003,0.6897048643037534
Ds,Ds1_2460,s0,3.75,8.25,26.0,37.68374080750366
Ds,Ds1_2536,s0,3.75,8.25,26.0,0.18395701277486584
Ds,Ds1_2460,s0,3.75,8.25,26.6,37.661125504432874
Ds,Ds1_2536,s0,3.75,8.25,26.6,0.3851794766375112
Ds,Ds1_2460,s0,3.75,8.25,27.200000000000003,37.6302599884283
Ds,Ds1_2536,s0,3.75,8.25,27.200000000000003,0.6598092332850022
Ds,Ds1_2460,s0,3.75,8.275,26.0,37.9663412979591
Ds,Ds1_2536,s0,3.75,8.275,26.0,0.16752198813724226
Ds,Ds1_2460,s0,3.75,8.275,26.6,37.944473849534994
Ds,Ds1_2536,s0,3.75,8.275,26.6,0.3620903225308582
Ds,Ds1_2460,s0,3.75,8.275,27.200000000000003,37.914293476080694
Ds,Ds1_2536,s0,3.75,8.275,27.200000000000003,0.6306239383646746
Ds,Ds1_2460,s0,3.75,8.3,26.0,38.248589231406505
Ds,Ds1_2536,s0,3.75,8.3,26.0,0.15188536059254323
Ds,Ds1_2460,s0,3.75,8.3,26.6,38.227474680789285
Ds,Ds1_2536,s0,3.75,8.3,26.6,0.33975469337364744
Ds,Ds1_2460,s0,3.75,8.3,27.200000000000003,38.19798458783454
Ds,Ds1_2536,s0,3.75,8.3,27.200000000000003,0.602146452852706
Ds,Ds1_2460,s0,3.75,8.325,26.0,38.53047224714389
Ds,Ds1_2536,s0,3.75,8.325,26.0,0.13704303569628518
Ds,Ds1_2460,s0,3.75,8.325,26.6,38.5101155525573
Ds,Ds1_2536,s0,3.75,8.325,26.6,0.31816925045423744
Ds,Ds1_2460,s0,3.75,8.325,27.200000000000003,38.481320795762194
Ds,Ds1_2536,s0,3.75,8.325,27.200000000000003,0.5743741702161628
Ds,Ds1_2460,s0,3.75,8.35,26.0,38.811978165089535
Ds,Ds1_2536,s0,3.75,8.35,26.0,0.12299084803357024
Ds,Ds1_2460,s0,3.75,8.35,26.6,38.79238420022111
Ds,Ds1_2536,s0,3.75,8.35,26.6,0.2973305805291448
Ds,Ds1_2460,s0,3.75,8.35,27.200000000000003,38.764289753315175
Ds,Ds1_2536,s0,3.75,8.35,27.200000000000003,0.5473044061984319
Ds,Ds1_2460,s0,3.75,8.375,26.0,39.093094984813696
Ds,Ds1_2536,s0,3.75,8.375,26.0,0.10972456346016478
Ds,Ds1_2460,s0,3.75,8.375,26.6,39.07426853922344
Ds,Ds1_2536,s0,3.75,8.375,26.6,0.2772351979888828
Ds,Ds1_2460,s0,3.75,8.375,27.200000000000003,39.04687929437318
Ds,Ds1_2536,s0,3.75,8.375,27.200000000000003,0.520934400907468
Ds,Ds1_2460,s0,3.75,8.4,26.0,39.37381088455049
Ds,Ds1_2536,s0,3.75,8.4,26.0,0.09723988130794957
Ds,Ds1_2460,s0,3.75,8.4,26.6,39.35575666408789
Ds,Ds1_2536,s0,3.75,8.4,26.6,0.25787954699075416
Ds,Ds1_2460,s0,3.75,8.4,27.200000000000003,39.3290774322726
Ds,Ds1_2536,s0,3.75,8.4,27.200000000000003,0.4952613208735542
Ds,Ds1_2460,s0,3.75,8.425,26.0,39.6541142201909
Ds,Ds1_2536,s0,3.75,8.425,26.0,0.08553243655493048
Ds,Ds1_2460,s0,3.75,8.425,26.6,39.636836847419566
Ds,Ds1_2536,s0,3.75,8.425,26.6,0.23926000355869068
Ds,Ds1_2460,s0,3.75,8.425,27.200000000000003,39.61087235881541
Ds,Ds1_2536,s0,3.75,8.425,27.200000000000003,0.4702822610765512
Ds,Ds1_2460,s0,3.75,8.45,26.0,39.93399352425712
Ds,Ds1_2536,s0,3.75,8.45,26.0,0.07459780196023078
Ds,Ds1_2460,s0,3.75,8.45,26.6,39.917497538887226
Ds,Ds1_2536,s0,3.75,8.45,26.6,0.22137287765054667
Ds,Ds1_2460,s0,3.75,8.45,27.200000000000003,39.8922524432592
Ds,Ds1_2536,s0,3.75,8.45,27.200000000000003,0.4459942469430624
Ds,Ds1_2460,s0,3.75,8.475,26.0,40.213437504859456
Ds,Ds1_2536,s0,3.75,8.475,26.0,0.0644314901643568
Ds,Ds1_2460,s0,3.75,8.475,26.6,40.19772736418748
Ds,Ds1_2536,s0,3.75,8.475,26.6,0.2042144151930907
Ds,Ds1_2460,s0,3.75,8.475,27.200000000000003,40.173206231288844
Ds,Ds1_2536,s0,3.75,8.475,27.200000000000003,0.4223942363136793
Ds,Ds1_2460,s0,3.75,8.5,26.0,40.492435044636274
Ds,Ds1_2536,s0,3.75,8.5,26.0,0.05502895575503802
Ds,Ds1_2460,s0,3.75,8.5,26.6,40.47751512399177
Ds,Ds1_2536,s0,3.75,8.5,26.6,0.18778080008493225
Ds,Ds1_2460,s0,3.75,8.5,27.200000000000003,40.453722443970996
Ds,Ds1_2536,s0,3.75,8.5,27.200000000000003,0.39947912138050395
Bs,Bs1_5830,s0,12.0,38.0,38.4,8.206609592817191
Bs,Bs1_5830,s0,12.0,38.0,38.5,8.480911382912007
Bs,Bs1_5830,s0,12.0,38.0,38.6,8.759669813188756
Bs,Bs1_5830,s0,12.0,38.075,38.4,8.210822063013397
Bs,Bs1_5830,s0,12.0,38.075,38.5,8.485680159155452
Bs,Bs1_5830,s0,12.0,38.075,38.6,8.7650107386324
Bs,Bs1_5830,s0,12.0,38.15,38.4,8.214505204753445
Bs,Bs1_5830,s0,12.0,38.15,38.5,8.489908191955069
Bs,Bs1_5830,s0,12.0,38.15,38.6,8.76979944344077
Bs,Bs1_5830,s0,12.0,38.225,38.4,8.217663028931147
Bs,Bs1_5830,s0,12.0,38.225,38.5,8.493599528895976
Bs,Bs1_5830,s0,12.0,38.225,38.6,8.774040011776545
Bs,Bs1_5830,s0,12.0,38.3,38.4,8.22029959051491
Bs,Bs1_5830,s0,12.0,38.3,38.5,8.496758262523548
Bs,Bs1_5830,s0,12.0,38.3,38.6,8.77773657365357
Bs,Bs1_5830,s0,12.0,38.375,38.4,8.222418986810071
Bs,Bs1_5830,s0,12.0,38.375,38.5,8.499388528586463
Bs,Bs1_5830,s0,12.0,38.375,38.6,8.780893303160662
Bs,Bs1_5830,s0,12.0,38.45,38.4,8.224025355746104
Bs,Bs1_5830,s0,12.0,38.45,38.5,8.501494504305015
Bs,Bs1_5830,s0,12.0,38.45,38.6,8.783514416710947
Bs,Bs1_5830,s0,12.0,38.525,38.4,8.225122874188541
Bs,Bs1_5830,s0,12.0,38.525,38.5,8.503080406664179
Bs,Bs1_5830,s0,12.0,38.525,38.6,8.785604171315994
Bs,Bs1_5830,s0,12.0,38.6,38.4,8.225715756275529
Bs,Bs1_5830,s0,12.0,38.6,38.5,8.504150490731588
Bs,Bs1_5830,s0,12.0,38.6,38.6,8.787166862885169
Bs,Bs1_5830,s0,12.0,38.675,38.4,8.225808251779052
Bs,Bs1_5830,s0,12.0,38.675,38.5,8.504709048000363
Bs,Bs1_5830,s0,12.0,38.675,38.6,8.788206824550022
Bs,Bs1_5830,s0,12.0,38.75,38.4,8.225404644490933
Bs,Bs1_5830,s0,12.0,38.75,38.5,8.50476040475685
Bs,Bs1_5830,s0,12.0,38.75,38.6,8.788728425013721
Bs,Bs1_5830,s0,12.0,38.825,38.4,8.224509250633156
Bs,Bs1_5830,s0,12.0,38.825,38.5,8.504308920472903
Bs,Bs1_5830,s0,12.0,38.825,38.6,8.788736066925209
Bs,Bs1_5830,s0,12.0,38.9,38.4,8.223126417292704
Bs,Bs1_5830,s0,12.0,38.9,38.5,8.503358986222986
Bs,Bs1_5830,s0,12.0,38.9,38.6,8.78823418527849
Bs,Bs1_5830,s0,12.0,38.975,38.4,8.221260520881048
Bs,Bs1_5830,s0,12.0,38.975,38.5,8.501915023125838
Bs,Bs1_5830,s0,12.0,38.975,38.6,8.787227245836469
Bs,Bs1_5830,s0,12.0,39.05,38.4,8.218915965617587
Bs,Bs1_5830,s0,12.0,39.05,38.5,8.49998148081055
Bs,Bs1_5830,s0,12.0,39.05,38.6,8.785719743579685
Bs,Bs1_5830,s0,12.0,39.125,38.4,8.216097182037528
