input_set,transition_scheme,M2,s0_root,s0,g1_GeV_inv,width_keV,qcd_side,pert,heavy_local,legacy_heavy_local_diagnostic,twist2,twist4_2p,twist3_2p
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,3.5,2.55,6.5024999999999995,-0.2841327212758662,16.969820605970412,-0.0266175321323351,-0.05636370048706897,-0.004450808778064736,-0.004450808778064736,0.028411859404227087,0.00578511772857157,-4.769152674713338e-17
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,3.75,2.55,6.5024999999999995,-0.28901532490315424,17.558058550416806,-0.029758603443484154,-0.06145941396621697,-0.004622094433858464,-0.004622094433858464,0.03047015988717645,0.005852745069414884,-4.937617554780172e-17
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,4.0,2.55,6.5024999999999995,-0.29307389315594373,18.054647622817416,-0.03277806438469721,-0.06632004918973093,-0.004777373973040371,-0.004777373973040371,0.0324094333750312,0.005909925403042943,-5.089898750444347e-17
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,4.25,2.55,6.5024999999999995,-0.296503715160957,18.47970476016704,-0.035671844901567606,-0.07094809439834965,-0.0049187163710853535,-0.0049187163710853535,0.03423627551744195,0.005958690350425499,-5.22816004895553e-17
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,4.5,2.55,6.5024999999999995,-0.2994428115490129,18.8478810963908,-0.03843948457147824,-0.07534985084539668,-0.005047864420730654,-0.005047864420730654,0.03595762657775222,0.006000604116896929,-5.354208774780749e-17
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,4.75,2.55,6.5024999999999995,-0.30199141034438637,19.17008022326238,-0.04108292997077323,-0.07953395609745326,-0.005166292524241334,-0.005166292524241334,0.03758043276871436,0.00603688588220706,-5.46956302761514e-17
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,5.0,2.55,6.5024999999999995,-0.3042240261761237,19.45457594553404,-0.04360569051091897,-0.08351037468611733,-0.005275253869198157,-0.005275253869198157,0.039111441375241765,0.006068496669154803,-5.575505235863149e-17
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,5.25,2.55,6.5024999999999995,-0.30619720556609653,19.707756852398507,-0.046012247852354665,-0.08728971381849024,-0.005375818737038458,-0.005375818737038458,0.040557082802833364,0.006096201900340727,-5.67312482450348e-17
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,5.5,2.55,6.5024999999999995,-0.3079546407615445,19.934633518169367,-0.04830764451806312,-0.09088276478264674,-0.005468905576442396,-0.005468905576442396,0.04192340877856514,0.006120617062460937,-5.763352301164061e-17
colangelo_inputs_chi_positive_local_benchmark_stage1,colangelo_local_benchmark,5.75,2.55,6.5024999999999995,-0.3095306347687274,20.13919125838293,-0.050497199162911253,-0.09430020085473219,-0.005555306240990668,-0.005555306240990668,0.043216066468383676,0.006142241464427983,-5.846986596201886e-17
