input_set,transition_scheme,M2,s0_root,s0,g1_GeV_inv,width_keV,qcd_side,pert,heavy_local,legacy_heavy_local_diagnostic,twist2,twist4_2p,twist3_2p
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,4.5,2.55,6.5024999999999995,-0.8596611869567229,155.3421772637841,-0.11035473772698268,-0.07534985084539668,-0.005047864420730654,-0.005047864420730654,-0.03595762657775222,0.006000604116896929,-5.354208774780749e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,4.75,2.55,6.5024999999999995,-0.8544820871899863,153.47607196654306,-0.11624379550820195,-0.07953395609745326,-0.005166292524241334,-0.005166292524241334,-0.03758043276871436,0.00603688588220706,-5.46956302761514e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,5.0,2.55,6.5024999999999995,-0.8499619803428181,151.85662696023695,-0.12182857326140249,-0.08351037468611733,-0.005275253869198157,-0.005275253869198157,-0.039111441375241765,0.006068496669154803,-5.575505235863149e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,5.25,2.55,6.5024999999999995,-0.8459867615986151,150.43950083888495,-0.1271264134580214,-0.08728971381849024,-0.005375818737038458,-0.005375818737038458,-0.040557082802833364,0.006096201900340727,-5.67312482450348e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,5.5,2.55,6.5024999999999995,-0.842466659250665,149.19016521175794,-0.13215446207519338,-0.09088276478264674,-0.005468905576442396,-0.005468905576442396,-0.04192340877856514,0.006120617062460937,-5.763352301164061e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,5.75,2.55,6.5024999999999995,-0.8393301764427581,148.08137038234318,-0.1369293320996786,-0.09430020085473219,-0.005555306240990668,-0.005555306240990668,-0.043216066468383676,0.006142241464427983,-5.846986596201886e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,6.0,2.55,6.5024999999999995,-0.836519736240507,147.09134980820605,-0.1414669017904434,-0.09755238354392946,-0.005635706543584311,-0.005635706543584311,-0.04444029519296678,0.0061614834900372,-5.924717096806923e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,3.0,2.6,6.760000000000001,-0.9567096487142563,192.39556541166516,-0.07076423963075085,-0.047880823647751695,-0.004049880333831748,-0.004049880333831748,-0.024440463922142712,0.005606928272975349,-4.3727099313716314e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,3.25,2.6,6.760000000000001,-0.9437471196105043,187.21732167139834,-0.07927612256104495,-0.053870272140077995,-0.004261051931028792,-0.004261051931028792,-0.02684916772191249,0.005704369231974364,-4.5818997639189385e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,3.5,2.6,6.760000000000001,-0.9333627883220629,183.11997239674827,-0.08743735637954694,-0.059642158657292506,-0.004450808778064736,-0.004450808778064736,-0.02912950667276123,0.00578511772857157,-4.769152674713338e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,3.75,2.6,6.760000000000001,-0.9249017526304734,179.81501537228618,-0.09523295863268373,-0.06517920655254592,-0.004622094433858464,-0.004622094433858464,-0.03128440271569417,0.005852745069414884,-4.937617554780172e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,4.0,2.6,6.760000000000001,-0.9179060540520754,177.10516144023688,-0.10266074338737835,-0.07047448814202405,-0.004777373973040371,-0.004777373973040371,-0.03331880667535681,0.005909925403042943,-5.089898750444347e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,4.25,2.6,6.760000000000001,-0.9120474924629357,174.851618619096,-0.10972684330899594,-0.07552803957659511,-0.0049187163710853535,-0.0049187163710853535,-0.035238777711740915,0.005958690350425499,-5.22816004895553e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,4.5,2.6,6.760000000000001,-0.9070857376142049,172.9543249410394,-0.11644262901372736,-0.08034448049746856,-0.005047864420730654,-0.005047864420730654,-0.03705088821242501,0.006000604116896929,-5.354208774780749e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,4.75,2.6,6.760000000000001,-0.902841422831771,171.33958185712984,-0.12282260249260891,-0.08493135141606653,-0.005166292524241334,-0.005166292524241334,-0.03876184443450806,0.00603688588220706,-5.46956302761514e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,5.0,2.6,6.760000000000001,-0.8991783978163638,169.95207800433704,-0.12888296635251612,-0.08929795927944868,-0.005275253869198157,-0.005275253869198157,-0.040378249873024026,0.006068496669154803,-5.575505235863149e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,5.25,2.6,6.760000000000001,-0.8959917421966443,168.7496045506654,-0.13464066087538407,-0.09345458123024397,-0.005375818737038458,-0.005375818737038458,-0.041906462808442305,0.006096201900340727,-5.67312482450348e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,5.5,2.6,6.760000000000001,-0.8931994961242175,167.6994693866868,-0.14011272450962167,-0.09741192025545158,-0.005468905576442396,-0.005468905576442396,-0.04335251574018861,0.006120617062460937,-5.763352301164061e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,5.75,2.6,6.760000000000001,-0.8907368450590153,166.77601173725145,-0.14531587770075133,-0.10118073772524568,-0.005555306240990668,-0.005555306240990668,-0.04472207519894293,0.006142241464427983,-5.846986596201886e-17
colangelo_positive_chi_inserted_in_printed_formula_diagnostic,colangelo_local_benchmark,6.0,2.6,6.760000000000001,-0.8885519590049881,165.95884630221323,-0.15026626064459603,-0.1047716099924059,-0.005635706543584311,-0.005635706543584311,-0.04602042759864298,0.0061614834900372,-5.924717096806923e-17
