fB_scheme,include_vector_da_diagnostic,M2,s0_root,s0,GA_stage1_full,GB_tensor_DA_soft2p,GB_vector_DA_diagnostic,GB_soft2p_estimate,G2460_partial,G2536_partial,Gamma2460_keV_partial,Gamma2536_keV_partial,fB
fB_equal_fT,False,4.75,2.5,6.25,-0.291508246478086,0.25142224298726884,-1.0510862842702127e-15,0.25142224298726884,0.03674488068614998,-0.3831970978189141,0.28381048295146605,45.56638614080936,0.256
fB_equal_fT,True,4.75,2.5,6.25,-0.291508246478086,0.25142224298726884,-1.0510862842702127e-15,0.2514222429872678,0.03674488068614912,-0.3831970978189134,0.28381048295145284,45.56638614080919,0.256
fB_converted_fT_M_over_msum,False,4.75,2.5,6.25,-0.291508246478086,0.1393325949142701,-5.824885568043503e-16,0.1393325949142701,-0.0547356945650805,-0.3184252400654679,0.6297613689625613,31.464086943291388,0.4619457079970653
fB_converted_fT_M_over_msum,True,4.75,2.5,6.25,-0.291508246478086,0.1393325949142701,-5.824885568043503e-16,0.13933259491426953,-0.05473569456508098,-0.3184252400654675,0.6297613689625724,31.4640869432913,0.4619457079970653
fB_equal_fT,False,5.0,2.5,6.25,-0.29360222472192254,0.24666454154611356,-1.0146796148717942e-15,0.24666454154611356,0.03165192040415046,-0.38215679812420716,0.21058861072563084,45.31931561927822,0.256
fB_equal_fT,True,5.0,2.5,6.25,-0.29360222472192254,0.24666454154611356,-1.0146796148717942e-15,0.24666454154611253,0.03165192040414963,-0.38215679812420655,0.21058861072561974,45.31931561927807,0.256
fB_converted_fT_M_over_msum,False,5.0,2.5,6.25,-0.29360222472192254,0.13669598297513832,-5.623127932792255e-16,0.13669598297513832,-0.058097553972554214,-0.31861062811150503,0.709496807826929,31.500734563379137,0.4619457079970653
fB_converted_fT_M_over_msum,True,5.0,2.5,6.25,-0.29360222472192254,0.13669598297513832,-5.623127932792255e-16,0.13669598297513777,-0.05809755397255467,-0.31861062811150476,0.7094968078269401,31.500734563379076,0.4619457079970653
fB_equal_fT,False,5.25,2.5,6.25,-0.29542539002523716,0.24249437430709408,-9.82828050726377e-16,0.24249437430709408,0.02719496019243406,-0.38123498892715035,0.15545747324225095,45.10094777650186,0.256
fB_equal_fT,True,5.25,2.5,6.25,-0.29542539002523716,0.24249437430709408,-9.82828050726377e-16,0.2424943743070931,0.027194960192433282,-0.3812349889271498,0.15545747324224207,45.10094777650174,0.256
fB_converted_fT_M_over_msum,False,5.25,2.5,6.25,-0.29542539002523716,0.13438496937612082,-5.446613674080307e-16,0.13438496937612082,-0.06103718901293065,-0.31876314502022374,0.7831118554564088,31.530900189700198,0.4619457079970653
fB_converted_fT_M_over_msum,True,5.25,2.5,6.25,-0.29542539002523716,0.13438496937612082,-5.446613674080307e-16,0.13438496937612027,-0.061037189012931106,-0.31876314502022346,0.7831118554564206,31.530900189700137,0.4619457079970653
fB_equal_fT,False,5.5,2.5,6.25,-0.29702680740886134,0.23881079541186334,-9.547405497242972e-16,0.23881079541186334,0.02326326174506277,-0.38041338170170663,0.11375643255560677,44.906761322645075,0.256
fB_equal_fT,True,5.5,2.5,6.25,-0.29702680740886134,0.23881079541186334,-9.547405497242972e-16,0.2388107954118624,0.02326326174506202,-0.3804133817017061,0.11375643255559946,44.90676132264495,0.256
fB_converted_fT_M_over_msum,False,5.5,2.5,6.25,-0.29702680740886134,0.13234361217579577,-5.290959013109237e-16,0.13234361217579577,-0.06362860860384426,-0.3188905081221093,0.8510196783527495,31.556101820411527,0.4619457079970653
fB_converted_fT_M_over_msum,True,5.5,2.5,6.25,-0.29702680740886134,0.13234361217579577,-5.290959013109237e-16,0.13234361217579524,-0.06362860860384469,-0.31889050812210895,0.8510196783527609,31.556101820411456,0.4619457079970653
fB_equal_fT,False,5.75,2.5,6.25,-0.298444463002091,0.23553448735196114,-9.297970527278899e-16,0.23553448735196114,0.019770140487396337,-0.37967714412888515,0.08215883275577977,44.73310785493426,0.256
fB_equal_fT,True,5.75,2.5,6.25,-0.298444463002091,0.23553448735196114,-9.297970527278899e-16,0.23553448735196023,0.019770140487395588,-0.37967714412888465,0.08215883275577356,44.73310785493413,0.256
fB_converted_fT_M_over_msum,False,5.75,2.5,6.25,-0.298444463002091,0.130527955381469,-5.1527277205452885e-16,0.130527955381469,-0.06592963745767644,-0.31899831901966597,0.913684220976446,31.57744247913709,0.4619457079970653
fB_converted_fT_M_over_msum,True,5.75,2.5,6.25,-0.298444463002091,0.130527955381469,-5.1527277205452885e-16,0.13052795538146847,-0.06592963745767687,-0.31899831901966563,0.913684220976458,31.57744247913703,0.4619457079970653
fB_equal_fT,False,6.0,2.5,6.25,-0.2997081966342864,0.23260230975320798,-9.0750507499123e-16,0.23260230975320798,0.01664682201370893,-0.3790141434684823,0.05825020014364395,44.57701636663207,0.256
fB_equal_fT,True,6.0,2.5,6.25,-0.2997081966342864,0.23260230975320798,-9.0750507499123e-16,0.23260230975320706,0.01664682201370818,-0.3790141434684818,0.058250200143638714,44.577016366631945,0.256
fB_converted_fT_M_over_msum,False,6.0,2.5,6.25,-0.2997081966342864,0.12890300800716503,-5.02919055585707e-16,0.12890300800716503,-0.06798607620630193,-0.31909071131128564,0.9715713576614676,31.59573683746688,0.4619457079970653
fB_converted_fT_M_over_msum,True,6.0,2.5,6.25,-0.2997081966342864,0.12890300800716503,-5.02919055585707e-16,0.12890300800716453,-0.06798607620630233,-0.31909071131128536,0.9715713576614793,31.595736837466827,0.4619457079970653
fB_equal_fT,False,3.0,2.55,6.5024999999999995,-0.2854922016757867,0.3261463827240981,-1.5858000506455492e-15,0.3261463827240981,0.10120647736942037,-0.4214670913845765,2.1530363764471416,55.122322016119895,0.256
fB_equal_fT,True,3.0,2.55,6.5024999999999995,-0.2854922016757867,0.3261463827240981,-1.5858000506455492e-15,0.3261463827240965,0.10120647736941904,-0.4214670913845756,2.153036376447085,55.12232201611966,0.256
fB_converted_fT_M_over_msum,False,3.0,2.55,6.5024999999999995,-0.2854922016757867,0.18074304519330991,-8.788149904573626e-16,0.18074304519330991,-0.017462652112569255,-0.33744466418160224,0.06409957558567496,35.335016156681746,0.4619457079970653
fB_converted_fT_M_over_msum,True,3.0,2.55,6.5024999999999995,-0.2854922016757867,0.18074304519330991,-8.788149904573626e-16,0.18074304519330903,-0.017462652112569976,-0.33744466418160174,0.06409957558568026,35.33501615668165,0.4619457079970653
fB_equal_fT,False,3.25,2.55,6.5024999999999995,-0.2946085906383665,0.3096459666773566,-1.4553123585022818e-15,0.3096459666773566,0.08247189271284039,-0.4193724278846202,1.4297057800427466,54.57577497938592,0.256
fB_equal_fT,True,3.25,2.55,6.5024999999999995,-0.2946085906383665,0.3096459666773566,-1.4553123585022818e-15,0.30964596667735517,0.08247189271283922,-0.41937242788461937,1.429705780042706,54.57577497938571,0.256
fB_converted_fT_M_over_msum,False,3.25,2.55,6.5024999999999995,-0.2946085906383665,0.17159888293605896,-8.065016241669486e-16,0.17159888293605896,-0.03019352152937635,-0.33960086802080314,0.19162946487916185,35.788026225740644,0.4619457079970653
