sector,state,state_label,scan,M2,s0,fixed_s0,g_abs
Bs,Bs1_5830,B_{s1}(5830),M2,11.6,40.0,40.0,0.04338044366055391
Bs,Bs1_5830,B_{s1}(5830),M2,11.733333333333334,40.0,40.0,0.043288082305263965
Bs,Bs1_5830,B_{s1}(5830),M2,11.866666666666667,40.0,40.0,0.043194687712728205
Bs,Bs1_5830,B_{s1}(5830),M2,12.0,40.0,40.0,0.043100420194846015
Bs,Bs1_5830,B_{s1}(5830),M2,12.133333333333333,40.0,40.0,0.04300542477427955
Bs,Bs1_5830,B_{s1}(5830),M2,12.266666666666666,40.0,40.0,0.042909832656733024
Bs,Bs1_5830,B_{s1}(5830),M2,12.4,40.0,40.0,0.0428137625508323
Bs,Bs1_5830,B_{s1}(5830),M2,12.533333333333333,40.0,40.0,0.042717321852733595
Bs,Bs1_5830,B_{s1}(5830),M2,12.666666666666666,40.0,40.0,0.04262060771051364
Bs,Bs1_5830,B_{s1}(5830),M2,12.8,40.0,40.0,0.04252370798156734
Bs,Bs1_5830,B_{s1}(5830),M2,12.933333333333334,40.0,40.0,0.04242670209467156
Bs,Bs1_5830,B_{s1}(5830),M2,13.066666666666666,40.0,40.0,0.042329661826991764
Bs,Bs1_5830,B_{s1}(5830),M2,13.2,40.0,40.0,0.0422326520051114
Bs,Bs1_5830,B_{s1}(5830),M2,13.333333333333334,40.0,40.0,0.04213573113811188
Bs,Bs1_5830,B_{s1}(5830),M2,13.466666666666667,40.0,40.0,0.042038951989817164
Bs,Bs1_5830,B_{s1}(5830),M2,13.6,40.0,40.0,0.04194236209650894
Bs,Bs1_5830,B_{s1}(5830),M2,13.733333333333334,40.0,40.0,0.041846004235710534
Bs,Bs1_5830,B_{s1}(5830),M2,13.866666666666667,40.0,40.0,0.041749916851018753
Bs,Bs1_5830,B_{s1}(5830),M2,14.0,40.0,40.0,0.04165413443741438
Bs,Bs1_5830,B_{s1}(5830),M2,10.0,41.0,41.0,0.042816960386966134
Bs,Bs1_5830,B_{s1}(5830),M2,10.133333333333333,41.0,41.0,0.04273910228894438
Bs,Bs1_5830,B_{s1}(5830),M2,10.266666666666667,41.0,41.0,0.04265649963350586
Bs,Bs1_5830,B_{s1}(5830),M2,10.4,41.0,41.0,0.04256970027805643
Bs,Bs1_5830,B_{s1}(5830),M2,10.533333333333333,41.0,41.0,0.04247919617650197
Bs,Bs1_5830,B_{s1}(5830),M2,10.666666666666666,41.0,41.0,0.0423854294498988
Bs,Bs1_5830,B_{s1}(5830),M2,10.8,41.0,41.0,0.04228879773688327
Bs,Bs1_5830,B_{s1}(5830),M2,10.933333333333334,41.0,41.0,0.0421896589172415
Bs,Bs1_5830,B_{s1}(5830),M2,11.066666666666666,41.0,41.0,0.04208833528883087
Bs,Bs1_5830,B_{s1}(5830),M2,11.2,41.0,41.0,0.04198511726692128
Bs,Bs1_5830,B_{s1}(5830),M2,11.333333333333334,41.0,41.0,0.04188026666554343
Bs,Bs1_5830,B_{s1}(5830),M2,11.466666666666667,41.0,41.0,0.04177401961235719
Bs,Bs1_5830,B_{s1}(5830),M2,11.6,41.0,41.0,0.04166658914165829
Bs,Bs1_5830,B_{s1}(5830),M2,11.733333333333334,41.0,41.0,0.041558167504249705
Bs,Bs1_5830,B_{s1}(5830),M2,11.866666666666667,41.0,41.0,0.04144892822783777
Bs,Bs1_5830,B_{s1}(5830),M2,12.0,41.0,41.0,0.041339027957276446
Bs,Bs1_5830,B_{s1}(5830),M2,12.133333333333333,41.0,41.0,0.04122860810024237
Bs,Bs1_5830,B_{s1}(5830),M2,12.266666666666666,41.0,41.0,0.041117796300697104
Bs,Bs1_5830,B_{s1}(5830),M2,12.4,41.0,41.0,0.041006707759704754
Bs,Bs1_5830,B_{s1}(5830),M2,12.533333333333333,41.0,41.0,0.04089544642076763
Bs,Bs1_5830,B_{s1}(5830),M2,12.666666666666666,41.0,41.0,0.040784106034748864
Bs,Bs1_5830,B_{s1}(5830),M2,12.8,41.0,41.0,0.04067277111763059
Bs,Bs1_5830,B_{s1}(5830),M2,12.933333333333334,41.0,41.0,0.04056151781278353
Bs,Bs1_5830,B_{s1}(5830),M2,13.066666666666666,41.0,41.0,0.04045041466804152
Bs,Bs1_5830,B_{s1}(5830),M2,13.2,41.0,41.0,0.040339523336677924
Bs,Bs1_5830,B_{s1}(5830),M2,13.333333333333334,41.0,41.0,0.040228899210323014
Bs,Bs1_5830,B_{s1}(5830),M2,13.466666666666667,41.0,41.0,0.04011859199094836
Bs,Bs1_5830,B_{s1}(5830),M2,13.6,41.0,41.0,0.040008646208239594
Bs,Bs1_5830,B_{s1}(5830),M2,13.733333333333334,41.0,41.0,0.039899101687959404
Bs,Bs1_5830,B_{s1}(5830),M2,13.866666666666667,41.0,41.0,0.03978999397629418
Bs,Bs1_5830,B_{s1}(5830),M2,14.0,41.0,41.0,0.039681354724623
Bs,Bs1_5830,B_{s1}(5830),M2,10.0,42.0,42.0,0.04108305716150439
Bs,Bs1_5830,B_{s1}(5830),M2,10.133333333333333,42.0,42.0,0.04098123333921601
Bs,Bs1_5830,B_{s1}(5830),M2,10.266666666666667,42.0,42.0,0.04087496910231968
Bs,Bs1_5830,B_{s1}(5830),M2,10.4,42.0,42.0,0.040764808630512746
Bs,Bs1_5830,B_{s1}(5830),M2,10.533333333333333,42.0,42.0,0.04065124013600087
Bs,Bs1_5830,B_{s1}(5830),M2,10.666666666666666,42.0,42.0,0.040534701946819705
Bs,Bs1_5830,B_{s1}(5830),M2,10.8,42.0,42.0,0.04041558786871638
Bs,Bs1_5830,B_{s1}(5830),M2,10.933333333333334,42.0,42.0,0.04029425191905588
Bs,Bs1_5830,B_{s1}(5830),M2,11.066666666666666,42.0,42.0,0.04017101251306315
Bs,Bs1_5830,B_{s1}(5830),M2,11.2,42.0,42.0,0.0400461561715614
Bs,Bs1_5830,B_{s1}(5830),M2,11.333333333333334,42.0,42.0,0.039919940809871636
Bs,Bs1_5830,B_{s1}(5830),M2,11.466666666666667,42.0,42.0,0.03979259865946347
Bs,Bs1_5830,B_{s1}(5830),M2,11.6,42.0,42.0,0.03966433886704383
Bs,Bs1_5830,B_{s1}(5830),M2,11.733333333333334,42.0,42.0,0.03953534980987
Bs,Bs1_5830,B_{s1}(5830),M2,11.866666666666667,42.0,42.0,0.03940580116100728
Bs,Bs1_5830,B_{s1}(5830),M2,12.0,42.0,42.0,0.03927584573390277
Bs,Bs1_5830,B_{s1}(5830),M2,12.133333333333333,42.0,42.0,0.039145621131907594
Bs,Bs1_5830,B_{s1}(5830),M2,12.266666666666666,42.0,42.0,0.039015251225146
Bs,Bs1_5830,B_{s1}(5830),M2,12.4,42.0,42.0,0.038884847474340324
Bs,Bs1_5830,B_{s1}(5830),M2,12.533333333333333,42.0,42.0,0.03875451011878902
Bs,Bs1_5830,B_{s1}(5830),M2,12.666666666666666,42.0,42.0,0.03862432924359961
Bs,Bs1_5830,B_{s1}(5830),M2,12.8,42.0,42.0,0.038494385739456134
Bs,Bs1_5830,B_{s1}(5830),M2,12.933333333333334,42.0,42.0,0.03836475216662476
Bs,Bs1_5830,B_{s1}(5830),M2,13.066666666666666,42.0,42.0,0.0382354935335148
Bs,Bs1_5830,B_{s1}(5830),M2,13.2,42.0,42.0,0.03810666799891355
Bs,Bs1_5830,B_{s1}(5830),M2,13.333333333333334,42.0,42.0,0.03797832750596019
Bs,Bs1_5830,B_{s1}(5830),M2,13.466666666666667,42.0,42.0,0.037850518354999696
Bs,Bs1_5830,B_{s1}(5830),M2,13.6,42.0,42.0,0.03772328172165448
Bs,Bs1_5830,B_{s1}(5830),M2,13.733333333333334,42.0,42.0,0.03759665412573641
Bs,Bs1_5830,B_{s1}(5830),M2,13.866666666666667,42.0,42.0,0.037470667856002525
Bs,Bs1_5830,B_{s1}(5830),M2,14.0,42.0,42.0,0.03734535135520983
