topology,class,current,object,num_d1,num_d2,num_d3,eff_n1,eff_n2,eff_n3,coefficient
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"((-2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"((-2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((-2*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"((2*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,0,2,1,2,"((-2*I)*mb*pq)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,0,1,2,2,"((-2*I)*mb)/(mb + mc)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",1,0,0,0,2,2,"((-2*I)*mb)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-9*I)*mb)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((-I)*mb)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,0,1,2,2,"((-10*I)*mb^3)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((7*I)*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"(I*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,0,1,2,2,"((8*I)*mb^2*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,0,1,2,2,"((-2*I)*mb*mc^2)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",1,1,0,0,1,2,"((-3*I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,2,0,1,0,2,"((3*I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",1,0,1,0,2,1,"((3*I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,1,1,1,1,"((-3*I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((3*I)*mb^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((-3*I)*mb^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",1,1,0,0,1,2,"(I*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,2,0,1,0,2,"((-I)*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",1,0,1,0,2,1,"((-I)*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,1,1,1,1,"(I*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-I)*mb^2*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"(I*mb^2*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-3*I)*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((3*I)*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"(I*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((-I)*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((3*I)*mb*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((-3*I)*mb*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-I)*mc*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"(I*mc*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-12*I)*mb)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,0,1,2,2,"((-12*I)*mb^3)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((4*I)*mc)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((6*I)*mc)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,0,1,2,2,"((10*I)*mb^2*mc)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",1,1,0,0,1,2,"((-6*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,2,0,1,0,2,"((6*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",1,0,1,0,2,1,"((6*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,1,1,1,1,"((-6*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((6*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((-6*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",1,1,0,0,1,2,"((2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,2,0,1,0,2,"((-2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",1,0,1,0,2,1,"((-2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,1,1,1,1,"((2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-6*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((6*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,1,0,1,1,2,"((2*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,1,1,2,1,"((-2*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","b_before_photon,b_after_photon",0,0,0,1,2,2,"((-2*I)*mb*pq)/((mb + mc)*p2)"
