topology,class,current,object,num_d1,num_d2,num_d3,eff_n1,eff_n2,eff_n3,coefficient
"c_photon","open_pair_GG","B","c_before_photon,b_spectator",0,0,0,1,2,2,"((4*I)*mb^3*mc^2)/(mb*p2*pq + mc*p2*pq)"
"c_photon","open_pair_GG","B","c_before_photon,b_spectator",1,0,0,0,2,2,"((2*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"c_photon","open_pair_GG","B","c_before_photon,b_spectator",0,1,0,1,1,2,"((-2*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"c_photon","open_pair_GG","B","c_before_photon,b_spectator",0,0,0,1,2,2,"((-2*I)*mb*mc^4)/(mb*p2*pq + mc*p2*pq)"
"c_photon","open_pair_GG","B","c_before_photon,b_spectator",0,0,0,1,2,2,"((-2*I)*mb*p2)/((mb + mc)*pq)"
"c_photon","open_pair_GG","B","c_before_photon,b_spectator",0,0,0,1,2,2,"((-2*I)*mc*pq)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"-2*I"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",1,0,0,1,2,1,"(2*I)/p2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,1,0,2,1,1,"(4*I)/p2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"((4*I)*mb^2)/p2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"((2*I)*mc^2)/p2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",1,1,0,1,1,1,"(-I)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,2,0,2,0,1,"(-1/2*I)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",1,0,1,1,2,0,"I/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,1,1,2,1,0,"I/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,2,2,2,-1,"(-1/2*I)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,1,0,2,1,1,"(I*mb^2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,1,2,2,0,"((-I)*mb^2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,1,0,2,1,1,"((-I)*mb*mc)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,1,2,2,0,"(I*mb*mc)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,1,0,2,1,1,"((-I)*mc^2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,1,2,2,0,"(I*mc^2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,1,0,2,1,1,"(I*p2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,1,2,2,0,"((-I)*p2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",1,0,0,1,2,1,"(-2*I)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,1,0,2,1,1,"(-2*I)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"((-6*I)*mb^2)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"((-2*I)*mb*mc)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"((-2*I)*mc^2)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",2,0,0,0,2,1,"I/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,2,0,2,0,1,"(-I)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",1,0,0,1,2,1,"((-2*I)*mb^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"(I*mb^4)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",1,0,0,1,2,1,"((2*I)*mb*mc)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,1,0,2,1,1,"((-2*I)*mb*mc)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"((-2*I)*mb^3*mc)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",1,0,0,1,2,1,"((2*I)*mc^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"((-2*I)*mb^2*mc^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"((2*I)*mb*mc^3)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"(I*mc^4)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_before_photon",0,0,0,2,2,1,"(I*p2)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"-2*I"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",1,0,0,1,1,2,"(2*I)/p2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,1,0,2,0,2,"(-2*I)/p2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"((-2*I)*mb^2)/p2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"((-4*I)*mb*mc)/p2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"((2*I)*mc^2)/p2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",1,1,0,1,0,2,"(-I)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,2,0,2,-1,2,"I/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",1,0,1,1,1,1,"I/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,1,1,2,0,1,"(-2*I)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,2,2,1,0,"I/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,1,0,2,0,2,"(I*mb^2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,1,2,1,1,"((-I)*mb^2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,1,0,2,0,2,"(I*mb*mc)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,1,2,1,1,"((-I)*mb*mc)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,1,0,2,0,2,"((-I)*mc^2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,1,2,1,1,"(I*mc^2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,1,0,2,0,2,"(I*p2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,1,2,1,1,"((-I)*p2)/pq^2"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",1,0,0,1,1,2,"(-2*I)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,1,0,2,0,2,"(-2*I)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"((-6*I)*mb^2)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"((2*I)*mb*mc)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"((-2*I)*mc^2)/pq"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",2,0,0,0,1,2,"I/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,2,0,2,-1,2,"(-I)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",1,0,0,1,1,2,"((-2*I)*mb^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"(I*mb^4)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",1,0,0,1,1,2,"((-2*I)*mb*mc)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,1,0,2,0,2,"((2*I)*mb*mc)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"((2*I)*mb^3*mc)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",1,0,0,1,1,2,"((2*I)*mc^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"((-2*I)*mb^2*mc^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"((-2*I)*mb*mc^3)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"(I*mc^4)/(p2*pq)"
"bbar_photon","open_pair_GG","A","c_spectator,b_after_photon",0,0,0,2,1,2,"(I*p2)/pq"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,1,0,1,1,2,"(-2*I)/p2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,0,1,2,2,"((-2*I)*mb^2)/p2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,0,1,2,2,"((-4*I)*mb*mc)/p2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",1,1,0,0,1,2,"I/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,2,0,1,0,2,"((-3*I)/2)/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",1,0,1,0,2,1,"(-I)/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,1,1,1,1,1,"I/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,2,1,2,0,"(I/2)/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-2*I)*mb^2)/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,1,1,2,1,"((2*I)*mb^2)/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,1,0,1,1,2,"(I*mc^2)/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,1,1,2,1,"((-I)*mc^2)/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-I)*p2)/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,1,1,2,1,"(I*p2)/pq^2"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,1,0,1,1,2,"(6*I)/pq"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,1,1,2,1,"(2*I)/pq"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,0,1,2,2,"((8*I)*mb^2)/pq"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",1,0,1,0,2,1,"(2*I)/(p2*pq)"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,1,1,1,1,1,"(-2*I)/(p2*pq)"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",1,0,0,0,2,2,"((2*I)*mb^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,1,0,1,1,2,"((-2*I)*mb^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,1,1,2,1,"((-2*I)*mb^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,0,1,2,2,"((-2*I)*mb^4)/(p2*pq)"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,1,1,2,1,"((2*I)*mc^2)/(p2*pq)"
"bbar_photon","open_pair_GG","A","b_before_photon,b_after_photon",0,0,0,1,2,2,"((2*I)*mb^2*mc^2)/(p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((-8*I)*mb)/(mb + mc)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((-4*I)*mc)/(mb + mc)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,0,0,1,2,1,"((4*I)*mb)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"(I*mb)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((-I)*mb)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,0,0,1,2,1,"((4*I)*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((-9*I)*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"(I*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((-8*I)*mb^2*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((4*I)*mb*mc^2)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((4*I)*mc^3)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,1,0,1,1,1,"(I*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,2,0,2,0,1,"((-I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,0,1,1,2,0,"((-I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,1,2,1,0,"(I*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((-I)*mb^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"(I*mb^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,1,0,1,1,1,"((-I)*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,2,0,2,0,1,"((2*I)*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,0,1,1,2,0,"(I*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,1,2,1,0,"((-3*I)*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,2,2,2,-1,"(I*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"(I*mb^2*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((-I)*mb^2*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"(I*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((-I)*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((-I)*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"(I*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((-I)*mb*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"(I*mb*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"(I*mc*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((-I)*mc*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((10*I)*mb)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((-6*I)*mb)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((4*I)*mb^3)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,0,0,1,2,1,"((-4*I)*mc)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((2*I)*mc)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((-4*I)*mc)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((-2*I)*mb^2*mc)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((-4*I)*mc^3)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,1,0,1,1,1,"((2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,2,0,2,0,1,"((-2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,0,1,1,2,0,"((-2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,1,2,1,0,"((2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((-2*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((2*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",2,0,0,0,2,1,"((2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,1,0,1,1,1,"((-6*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,2,0,2,0,1,"((4*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,0,1,1,2,0,"((2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,1,2,1,0,"((-2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,0,0,1,2,1,"((-4*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((6*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((-2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((2*I)*mb^4*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((-2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",1,0,0,1,2,1,"((4*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,1,0,2,1,1,"((-6*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,1,2,2,0,"((2*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((-4*I)*mb^2*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((2*I)*mc^5)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((2*I)*mc*p2)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_before_photon",0,0,0,2,2,1,"((-2*I)*mb*pq)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,0,2,1,2,"((-2*I)*mb)/(mb + mc)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",1,0,0,1,1,2,"((-2*I)*mb)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((7*I)*mb)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"((-I)*mb)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,0,2,1,2,"((6*I)*mb^3)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((-I)*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"(I*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,0,2,1,2,"((-8*I)*mb^2*mc)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,0,2,1,2,"((-2*I)*mb*mc^2)/((mb + mc)*p2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",1,1,0,1,0,2,"(I*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,2,0,2,-1,2,"((-I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",1,0,1,1,1,1,"((-I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,1,2,0,1,"(I*mb)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((-I)*mb^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"(I*mb^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",1,1,0,1,0,2,"((-I)*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,2,0,2,-1,2,"(I*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",1,0,1,1,1,1,"(I*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,1,2,0,1,"((-I)*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"(I*mb^2*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"((-I)*mb^2*mc)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"(I*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"((-I)*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((-I)*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"(I*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((-I)*mb*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"(I*mb*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"(I*mc*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"((-I)*mc*p2)/((mb + mc)*pq^2)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((4*I)*mb)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,0,2,1,2,"((4*I)*mb^3)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((2*I)*mc)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,0,2,1,2,"((-10*I)*mb^2*mc)/((mb + mc)*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",1,1,0,1,0,2,"((2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,2,0,2,-1,2,"((-2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",1,0,1,1,1,1,"((-2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,1,2,0,1,"((2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((-2*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,0,1,2,1,1,"((2*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",1,1,0,1,0,2,"((-2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,2,0,2,-1,2,"((2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",1,0,1,1,1,1,"((2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,1,2,0,1,"((-2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","open_pair_GG","B","c_spectator,b_after_photon",0,1,0,2,0,2,"((2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
