index,normalization,mb,mc,M2,s0,M2_vector,s0_vector,theta_deg,f_Bcstar_used_GeV,theta_sumrule_deg,Pi_1,Pi_2,f1_GeV,f2_GeV,int_A,int_B_1,int_B_2,g1_GeV_inv,g2_GeV_inv,Gamma1_keV,Gamma2_keV
598,projector_diagnostic,4.173084753920193,1.262675315417821,8.850141283875066,53.07935012646093,5.644158918423502,43.01134367376525,43.18976476407841,0.8149849697973947,43.378601558438596,0.01786466482794024,0.13236208824172108,0.2586718820132374,0.7075666514741643,0.010147380202811198,-0.013589942015421788,-0.01359628340710246,-0.041474388206419355,0.08589002471657625,20.713835770292267,94.0210600218109
599,standard_vector_invariant,4.173084753920193,1.262675315417821,8.850141283875066,53.07935012646093,5.644158918423502,43.01134367376525,43.18976476407841,0.47053179169802484,43.378601558438596,0.01786466482794024,0.13236208824172108,0.2586718820132374,0.7075666514741643,0.010147380202811198,-0.013589942015421788,-0.01359628340710246,-0.07183574758635376,0.14876588667245672,62.141507310876804,282.06318006543273
600,reference_f_Bcstar_0p384,4.173084753920193,1.262675315417821,8.850141283875066,53.07935012646093,5.644158918423502,43.01134367376525,43.18976476407841,0.33840789551764705,43.378601558438596,0.01786466482794024,0.13236208824172108,0.2586718820132374,0.7075666514741643,0.010147380202811198,-0.013589942015421788,-0.01359628340710246,-0.09988243024906451,0.20684824475641145,120.1375450538501,545.3098817448855
601,projector_diagnostic,4.199278365759629,1.2766719613687445,8.666526555329312,53.93984343626083,6.293246347656469,43.98859486675313,43.277561732000706,0.7680642646947614,43.31518747003891,0.01552201046521777,0.11452368345720562,0.2546019422161051,0.6950647465038753,0.008820207289373076,-0.011772748847408003,-0.011778198708052497,-0.04220158365358439,0.08921180174908318,21.446580103055787,101.4341768064044
602,standard_vector_invariant,4.199278365759629,1.2766719613687445,8.666526555329312,53.93984343626083,6.293246347656469,43.98859486675313,43.277561732000706,0.4434421099764525,43.31518747003891,0.01552201046521777,0.11452368345720562,0.2546019422161051,0.6950647465038753,0.008820207289373076,-0.011772748847408003,-0.011778198708052497,-0.07309528704787636,0.15451937326417406,64.33974030916734,304.30253041921304
603,reference_f_Bcstar_0p384,4.199278365759629,1.2766719613687445,8.666526555329312,53.93984343626083,6.293246347656469,43.98859486675313,43.277561732000706,0.39286131453006795,43.31518747003891,0.01552201046521777,0.11452368345720562,0.2546019422161051,0.6950647465038753,0.008820207289373076,-0.011772748847408003,-0.011778198708052497,-0.08250628687280422,0.17441370371238255,81.97371863758359,387.70454915459277
604,projector_diagnostic,4.191035722510191,1.2571961446823676,8.724826712759434,53.9884543788736,5.2451902930598715,41.8925807166922,43.25147608124204,0.8078003250391737,43.487290025874856,0.016765723579104892,0.12517270106854977,0.2600077879912998,0.7140059406786896,0.009476616760968662,-0.012715639818957748,-0.012721498369314962,-0.04168383650437398,0.08607980383772464,20.923576414014793,94.43700930214212
605,standard_vector_invariant,4.191035722510191,1.2571961446823676,8.724826712759434,53.9884543788736,5.2451902930598715,41.8925807166922,43.25147608124204,0.46638373511283404,43.487290025874856,0.016765723579104892,0.12517270106854977,0.2600077879912998,0.7140059406786896,0.009476616760968662,-0.012715639818957748,-0.012721498369314962,-0.07219852267997001,0.1490945937525015,62.77072924204439,283.3110279064263
606,reference_f_Bcstar_0p384,4.191035722510191,1.2571961446823676,8.724826712759434,53.9884543788736,5.2451902930598715,41.8925807166922,43.25147608124204,0.3272506949388541,43.487290025874856,0.016765723579104892,0.12517270106854977,0.2600077879912998,0.7140059406786896,0.009476616760968662,-0.012715639818957748,-0.012721498369314962,-0.1028942556818852,0.21248325701008747,127.49196405202167,575.4255179370133
607,projector_diagnostic,4.207426670045833,1.277504304672954,7.719151606251653,53.78464978852753,6.888780283797077,40.24821996874592,43.28394041702483,0.6598286719913988,43.116949249992274,0.008088917925376093,0.060808150928268544,0.25360189079543133,0.699374861630281,0.005089366586027764,-0.006733473116934342,-0.006736602119181171,-0.050588193478368716,0.10873508001849479,30.817605652358424,150.68813041338933
608,standard_vector_invariant,4.207426670045833,1.277504304672954,7.719151606251653,53.78464978852753,6.888780283797077,40.24821996874592,43.28394041702483,0.3809522613932673,43.116949249992274,0.008088917925376093,0.060808150928268544,0.25360189079543133,0.699374861630281,0.005089366586027764,-0.006733473116934342,-0.006736602119181171,-0.08762132136765913,0.18833468315710045,92.45281695707521,452.0643912401682
609,reference_f_Bcstar_0p384,4.207426670045833,1.277504304672954,7.719151606251653,53.78464978852753,6.888780283797077,40.24821996874592,43.28394041702483,0.40440309727011187,43.116949249992274,0.008088917925376093,0.060808150928268544,0.25360189079543133,0.699374861630281,0.005089366586027764,-0.006733473116934342,-0.006736602119181171,-0.0825402692180195,0.17741338761201533,82.04125853020935,401.15523587838123
610,projector_diagnostic,4.169192314081414,1.257480698267595,7.784570922020392,54.873074028157106,7.344470107495513,41.692609171613675,43.467217263430896,0.7237541502362695,43.45128154657108,0.00994641968544302,0.07365823311610135,0.2743416861045506,0.7508710977401231,0.00583946553697909,-0.007790725963406491,-0.007794379125349709,-0.047165179143515326,0.10163833679488996,26.788199736390826,131.66028387086453
611,standard_vector_invariant,4.169192314081414,1.257480698267595,7.784570922020392,54.873074028157106,7.344470107495513,41.692609171613675,43.467217263430896,0.417859653466019,43.45128154657108,0.00994641968544302,0.07365823311610135,0.2743416861045506,0.7508710977401231,0.00583946553697909,-0.007790725963406491,-0.007794379125349709,-0.08169248662465652,0.17604276332554672,80.36459920917254,394.9808516125937
612,reference_f_Bcstar_0p384,4.169192314081414,1.257480698267595,7.784570922020392,54.873074028157106,7.344470107495513,41.692609171613675,43.467217263430896,0.404476034981346,43.45128154657108,0.00994641968544302,0.07365823311610135,0.2743416861045506,0.7508710977401231,0.00583946553697909,-0.007790725963406491,-0.007794379125349709,-0.08439559133171061,0.18186780356914325,85.7709208505517,421.55217215692386
613,projector_diagnostic,4.200648459371358,1.2736400716087348,8.476429502153657,53.313916954752806,5.655903192965512,43.745327569338556,43.62145145838712,0.7921201890833541,43.22660710853285,0.013436250953352945,0.10039623418555609,0.25123261577594486,0.6903132663817353,0.00797969911774179,-0.010624832607533323,-0.010629754422933084,-0.04012082665281524,0.08801045964074221,19.383861459603196,98.72070907331907
614,standard_vector_invariant,4.200648459371358,1.2736400716087348,8.476429502153657,53.313916954752806,5.655903192965512,43.745327569338556,43.62145145838712,0.4573308043978117,43.22660710853285,0.013436250953352945,0.10039623418555609,0.25123261577594486,0.6903132663817353,0.00797969911774179,-0.010624832607533323,-0.010629754422933084,-0.06949131020433957,0.15243858769525562,58.15158437880959,296.16212721995714
615,reference_f_Bcstar_0p384,4.200648459371358,1.2736400716087348,8.476429502153657,53.313916954752806,5.655903192965512,43.745327569338556,43.62145145838712,0.3711507453738722,43.22660710853285,0.013436250953352945,0.10039623418555609,0.25123261577594486,0.6903132663817353,0.00797969911774179,-0.010624832607533323,-0.010629754422933084,-0.08562697823062414,0.1878343578744846,88.29208809415121,449.6656953715655
616,projector_diagnostic,4.183651310748209,1.2675741764564556,8.650131972358707,54.2059160568036,6.291308582607637,42.14269072855219,43.244108707776235,0.7538584880378385,43.43906530234009,0.01630935920616783,0.1199056647058111,0.2622801219959298,0.7147625448127992,0.009080071841566536,-0.01215814405498542,-0.012163793158674888,-0.043985846033329015,0.09200236958862186,23.298418990259165,107.87919919077223
617,standard_vector_invariant,4.183651310748209,1.2675741764564556,8.650131972358707,54.2059160568036,6.291308582607637,42.14269072855219,43.244108707776235,0.43524040099953026,43.43906530234009,0.01630935920616783,0.1199056647058111,0.2622801219959298,0.7147625448127992,0.009080071841566536,-0.01215814405498542,-0.012163793158674888,-0.07618572014362784,0.15935277854422283,69.89525697077754,323.63759757231674
618,reference_f_Bcstar_0p384,4.183651310748209,1.2675741764564556,8.650131972358707,54.2059160568036,6.291308582607637,42.14269072855219,43.244108707776235,0.4533432592395364,43.43906530234009,0.01630935920616783,0.1199056647058111,0.2622801219959298,0.7147625448127992,0.009080071841566536,-0.01215814405498542,-0.012163793158674888,-0.07314347949360388,0.15298951913461747,64.42460793130418,298.3067269377515
619,projector_diagnostic,4.174462762309557,1.2597370927147409,8.17972830386213,54.89295115923725,7.742759355331281,41.08460454760063,43.072404531183196,0.6921943620335594,43.50995713782461,0.012892925072129881,0.09494324152829599,0.27124568074757077,0.7400651999603151,0.0072815241688052295,-0.00974536249429205,-0.009749908058605643,-0.05013589378108394,0.10310774154047074,30.269000111696194,135.49467770870277
620,standard_vector_invariant,4.174462762309557,1.2597370927147409,8.17972830386213,54.89295115923725,7.742759355331281,41.08460454760063,43.072404531183196,0.3996386012516168,43.50995713782461,0.012892925072129881,0.09494324152829599,0.27124568074757077,0.7400651999603151,0.0072815241688052295,-0.00974536249429205,-0.009749908058605643,-0.08683791531171388,0.17858784700177538,90.80700033508853,406.48403312610816
621,reference_f_Bcstar_0p384,4.174462762309557,1.2597370927147409,8.17972830386213,54.89295115923725,7.742759355331281,41.08460454760063,43.072404531183196,0.38493975539618375,43.50995713782461,0.012892925072129881,0.09494324152829599,0.27124568074757077,0.7400651999603151,0.0072815241688052295,-0.00974536249429205,-0.009749908058605643,-0.09015380335310448,0.18540718742565826,97.8742975629486,438.1197381915854
622,projector_diagnostic,4.160998509335079,1.276919484655227,7.749971991588569,53.82645901228184,6.148033375879709,43.14006672569,43.03108391889652,0.7929238428058872,43.19921661082448,0.00929360853932839,0.06794103612379374,0.268666083244493,0.7306283314039962,0.005559638227992252,-0.007370603154736741,-0.007374109741123755,-0.043865495057227866,0.09258397139112778,23.171098423166246,109.24744772822339
623,standard_vector_invariant,4.160998509335079,1.276919484655227,7.749971991588569,53.82645901228184,6.148033375879709,43.14006672569,43.03108391889652,0.4577947940908515,43.19921661082448,0.00929360853932839,0.06794103612379374,0.268666083244493,0.7306283314039962,0.005559638227992252,-0.007370603154736741,-0.007374109741123755,-0.07597726613828011,0.16036014241593674,69.51329526949871,327.74234318467035
624,reference_f_Bcstar_0p384,4.160998509335079,1.276919484655227,7.749971991588569,53.82645901228184,6.148033375879709,43.14006672569,43.03108391889652,0.37170405868487755,43.19921661082448,0.00929360853932839,0.06794103612379374,0.268666083244493,0.7306283314039962,0.005559638227992252,-0.007370603154736741,-0.007374109741123755,-0.09357443400112875,0.19750130961018228,105.44232404194162,497.14107521970243
625,projector_diagnostic,4.163747664895901,1.26956801859801,8.05779526450277,53.31051076343235,5.8876281188620565,42.69592871599291,43.392399209242804,0.8002490877448368,43.245961101586474,0.011288358096795771,0.08326851939240879,0.2647084444062573,0.7229146862431904,0.006715862172464869,-0.00893181381893018,-0.008936036976196913,-0.0420597461421316,0.09092725027204802,21.302660496351322,105.37262603332191
626,standard_vector_invariant,4.163747664895901,1.26956801859801,8.05779526450277,53.31051076343235,5.8876281188620565,42.69592871599291,43.392399209242804,0.46202402622823396,43.245961101586474,0.011288358096795771,0.08326851939240879,0.2647084444062573,0.7229146862431904,0.006715862172464869,-0.00893181381893018,-0.008936036976196913,-0.07284961727162101,0.15749061726371819,63.90798148905395,316.11787809996565
627,reference_f_Bcstar_0p384,4.163747664895901,1.26956801859801,8.05779526450277,53.31051076343235,5.8876281188620565,42.69592871599291,43.392399209242804,0.39066887131715117,43.245961101586474,0.011288358096795771,0.08326851939240879,0.2647084444062573,0.7229146862431904,0.006715862172464869,-0.00893181381893018,-0.008936036976196913,-0.08615550393749163,0.18625607112239453,89.38540368511391,442.14077002082706
628,projector_diagnostic,4.170578154415294,1.266773491674572,8.589080390239248,53.67987841184005,7.067985988475524,40.40808536280336,43.359396719650874,0.6948118575811182,43.39091407758659,0.015845619478151454,0.11639289997309357,0.26339932885362777,0.7175258762084713,0.008932644852272369,-0.011947851732586506,-0.011953447249156712,-0.04769562200841261,0.10130361158347188,27.39413461507369,130.7945190439478
629,standard_vector_invariant,4.170578154415294,1.266773491674572,8.589080390239248,53.67987841184005,7.067985988475524,40.40808536280336,43.359396719650874,0.4011498130106025,43.39091407758659,0.015845619478151454,0.11639289997309357,0.26339932885362777,0.7175258762084713,0.008932644852272369,-0.011947851732586506,-0.011953447249156712,-0.08261124061717098,0.17546300225279635,82.18240384522106,392.38355713184336
630,reference_f_Bcstar_0p384,4.170578154415294,1.266773491674572,8.589080390239248,53.67987841184005,7.067985988475524,40.40808536280336,43.359396719650874,0.31776553923473067,43.39091407758659,0.015845619478151454,0.11639289997309357,0.26339932885362777,0.7175258762084713,0.008932644852272369,-0.011947851732586506,-0.011953447249156712,-0.10428910512436712,0.22150592765187774,130.97199221528035,625.3316255735708
631,projector_diagnostic,4.207627315597931,1.2500080490357663,8.582598573568253,54.592798111034945,5.478068254615562,40.1267041547945,43.373212721250376,0.7423676126469358,43.563494643215186,0.015354227004249404,0.1160440750290958,0.25980181195306246,0.7178868766654798,0.008767255910214494,-0.011778838233508502,-0.011784201482987727,-0.04520104599178831,0.09359834636671216,24.603535632844356,111.65445081377838
632,standard_vector_invariant,4.207627315597931,1.2500080490357663,8.582598573568253,54.592798111034945,5.478068254615562,40.1267041547945,43.373212721250376,0.4286061409993682,43.563494643215186,0.015354227004249404,0.1160440750290958,0.25980181195306246,0.7178868766654798,0.008767255910214494,-0.011778838233508502,-0.011784201482987727,-0.07829050821303493,0.1621170914115753,73.8106068985331,334.96335244133513
633,reference_f_Bcstar_0p384,4.207627315597931,1.2500080490357663,8.582598573568253,54.592798111034945,5.478068254615562,40.1267041547945,43.373212721250376,0.3553361234942031,43.563494643215186,0.015354227004249404,0.1160440750290958,0.25980181195306246,0.7178868766654798,0.008767255910214494,-0.011778838233508502,-0.011784201482987727,-0.09443394685599892,0.19554550282330266,107.38826714291577,487.34369606940123
634,projector_diagnostic,4.181507679143833,1.2678088219744736,8.143526256184645,53.71636024650752,5.878899898763301,40.87458953958341,43.195312683212805,0.7485041538276291,43.29537542959278,0.011680347523785446,0.08676290890237678,0.26138513279290176,0.7162813525817813,0.006919390477126216,-0.009215507366943676,-0.009219815218925878,-0.04548043836488922,0.09559995640690684,24.90862966927979,116.48099620431508
635,standard_vector_invariant,4.181507679143833,1.2678088219744736,8.143526256184645,53.71636024650752,5.878899898763301,40.87458953958341,43.195312683212805,0.4321490747019347,43.29537542959278,0.011680347523785446,0.08676290890237678,0.26138513279290176,0.7162813525817813,0.006919390477126216,-0.009215507366943676,-0.009219815218925878,-0.07877442999849292,0.16558398169813246,74.72588900783936,349.44298861294527
636,reference_f_Bcstar_0p384,4.181507679143833,1.2678088219744736,8.143526256184645,53.71636024650752,5.878899898763301,40.87458953958341,43.195312683212805,0.4029080015109131,43.29537542959278,0.011680347523785446,0.08676290890237678,0.26138513279290176,0.7162813525817813,0.006919390477126216,-0.009215507366943676,-0.009219815218925878,-0.08449148913985759,0.17760124943652142,85.96595275471807,402.00524675479573
637,projector_diagnostic,4.165631435858513,1.2537978636755993,8.85939726094662,54.79434228970538,7.570684729437756,41.743212525509996,43.25343470268767,0.7229444208785455,43.67865253744405,0.01998803564952923,0.14596736966121654,0.2728797450898753,0.7410459376935964,0.010572164908968257,-0.014254136142106338,-0.014260763091505028,-0.04668799758119002,0.09621312092160243,26.248896304864875,117.97997301386236
638,standard_vector_invariant,4.165631435858513,1.2537978636755993,8.85939726094662,54.79434228970538,7.570684729437756,41.743212525509996,43.25343470268767,0.41739215600336627,43.67865253744405,0.01998803564952923,0.14596736966121654,0.2728797450898753,0.7410459376935964,0.010572164908968257,-0.014254136142106338,-0.014260763091505028,-0.08086598391427396,0.16664601379098362,78.74668891459461,353.93991904158753
639,reference_f_Bcstar_0p384,4.165631435858513,1.2537978636755993,8.85939726094662,54.79434228970538,7.570684729437756,41.743212525509996,43.25343470268767,0.3335897037263964,43.67865253744405,0.01998803564952923,0.14596736966121654,0.2728797450898753,0.7410459376935964,0.010572164908968257,-0.014254136142106338,-0.014260763091505028,-0.10118066294095139,0.20850984970038042,123.28084230389715,554.1059814177543
640,projector_diagnostic,4.189395474462674,1.2886019915861353,8.41206286033867,53.64108054077374,7.614834337349875,43.780578439249645,43.03625613606263,0.7288516220831115,43.165755595722736,0.013250596102550138,0.09672841902945381,0.2546638543701736,0.6916690561919813,0.007658531149308686,-0.010171260351561247,-0.01017602862685737,-0.04514855178659208,0.09493361259597062,24.54642221639992,114.86288055281892
641,standard_vector_invariant,4.189395474462674,1.2886019915861353,8.41206286033867,53.64108054077374,7.614834337349875,43.780578439249645,43.03625613606263,0.42080268020897976,43.165755595722736,0.013250596102550138,0.09672841902945381,0.2546638543701736,0.6916690561919813,0.007658531149308686,-0.010171260351561247,-0.01017602862685737,-0.07819958558253211,0.1644298403622819,73.63926664919981,344.58864165845694
642,reference_f_Bcstar_0p384,4.189395474462674,1.2886019915861353,8.41206286033867,53.64108054077374,7.614834337349875,43.780578439249645,43.03625613606263,0.42044834212205107,43.165755595722736,0.013250596102550138,0.09672841902945381,0.2546638543701736,0.6916690561919813,0.007658531149308686,-0.010171260351561247,-0.01017602862685737,-0.07826548925910289,0.16456841566210087,73.76343977315219,345.1696991575364
643,projector_diagnostic,4.168593338412161,1.2870735475829012,8.000248013924363,54.195136320429626,6.868704494368111,41.86935708033673,43.40334783392213,0.7268365148167445,43.20506917238046,0.010924787958660115,0.07888505135951815,0.2657496875961973,0.7180897976534664,0.00629813273604002,-0.00835511214093375,-0.008359077411679414,-0.044499746883010276,0.09806651875671268,23.846005137466747,122.56915868113524
644,standard_vector_invariant,4.168593338412161,1.2870735475829012,8.000248013924363,54.195136320429626,6.868704494368111,41.86935708033673,43.40334783392213,0.4196392574862969,43.20506917238046,0.010924787958660115,0.07888505135951815,0.2657496875961973,0.7180897976534664,0.00629813273604002,-0.00835511214093375,-0.008359077411679414,-0.07707582252532856,0.16985619300803262,71.5380154124002,367.70747604340556
645,reference_f_Bcstar_0p384,4.168593338412161,1.2870735475829012,8.000248013924363,54.195136320429626,6.868704494368111,41.86935708033673,43.40334783392213,0.306210728102227,43.20506917238046,0.010924787958660115,0.07888505135951815,0.2657496875961973,0.7180897976534664,0.00629813273604002,-0.00835511214093375,-0.008359077411679414,-0.10562673990924502,0.23277540651529366,134.35328927876617,690.5798073098533
646,projector_diagnostic,4.207165282041012,1.2854673189838697,7.006726727578057,54.1211826204814,5.358694458639046,42.229379432619154,43.21509964745462,0.7687345573215189,42.94772296281554,0.004566580437383422,0.034379412614066844,0.25707166344091975,0.7099675471379168,0.0030662688147282463,-0.004024381310175115,-0.004026268984100316,-0.044415711481703285,0.09696334701488356,23.756026357172523,119.82705457967097
647,standard_vector_invariant,4.207165282041012,1.2854673189838697,7.006726727578057,54.1211826204814,5.358694458639046,42.229379432619154,43.21509964745462,0.4438291036049467,42.94772296281554,0.004566580437383422,0.034379412614066844,0.25707166344091975,0.7099675471379168,0.0030662688147282463,-0.004024381310175115,-0.004026268984100316,-0.07693026894063043,0.1679454435017104,71.26807907151756,359.4811637390131
648,reference_f_Bcstar_0p384,4.207165282041012,1.2854673189838697,7.006726727578057,54.1211826204814,5.358694458639046,42.229379432619154,43.21509964745462,0.40184054999197316,42.94772296281554,0.004566580437383422,0.034379412614066844,0.25707166344091975,0.7099675471379168,0.0030662688147282463,-0.004024381310175115,-0.004026268984100316,-0.08496875764451724,0.18549416091877305,86.93989042105727,438.53087372456434
649,projector_diagnostic,4.179442667332106,1.2637545302931485,7.018790047561407,54.630710251631974,7.161509560301301,43.329851822003114,43.277523813643796,0.7520781704875509,43.18892437460833,0.005175585073483237,0.0389691765159567,0.27215512186027413,0.7516614367417922,0.0033781168573037376,-0.004461603860640396,-0.00446370657413232,-0.047481613555373656,0.10242953695518538,27.148853243504792,133.71807217188862
650,standard_vector_invariant,4.179442667332106,1.2637545302931485,7.018790047561407,54.630710251631974,7.161509560301301,43.329851822003114,43.277523813643796,0.43421253418262884,43.18892437460833,0.005175585073483237,0.0389691765159567,0.27215512186027413,0.7516614367417922,0.0033781168573037376,-0.004461603860640396,-0.00446370657413232,-0.08224056710325826,0.17741316220213496,81.44655973051432,401.15421651566567
651,reference_f_Bcstar_0p384,4.179442667332106,1.2637545302931485,7.018790047561407,54.630710251631974,7.161509560301301,43.329851822003114,43.277523813643796,0.3753564133063274,43.18892437460833,0.005175585073483237,0.0389691765159567,0.27215512186027413,0.7516614367417922,0.0033781168573037376,-0.004461603860640396,-0.00446370657413232,-0.09513593957266309,0.20523165723633113,108.99078363587994,536.8196343902688
652,projector_diagnostic,4.183087339820335,1.2849932320655233,7.108051964272787,53.4901759692677,7.501338955352903,40.3830998764782,43.34060073877565,0.6597327048197242,42.93838930576317,0.00518372146538424,0.0386414216195092,0.2615125891630981,0.7185901302880758,0.0034290082394385895,-0.004503458544265673,-0.004505597083227326,-0.051586341184332786,0.11449368316136296,32.04571781723452,167.07164192981742
653,standard_vector_invariant,4.183087339820335,1.2849932320655233,7.108051964272787,53.4901759692677,7.501338955352903,40.3830998764782,43.34060073877565,0.38089685472086765,42.93838930576317,0.00518372146538424,0.0386414216195092,0.2615125891630981,0.7185901302880758,0.0034290082394385895,-0.004503458544265673,-0.004505597083227326,-0.08935016390784724,0.19830887638117395,96.13715345170357,501.21492578945254
654,reference_f_Bcstar_0p384,4.183087339820335,1.2849932320655233,7.108051964272787,53.4901759692677,7.501338955352903,40.3830998764782,43.34060073877565,0.3970651380532489,42.93838930576317,0.00518372146538424,0.0386414216195092,0.2615125891630981,0.7185901302880758,0.0034290082394385895,-0.004503458544265673,-0.004505597083227326,-0.08571187228411108,0.19023384336171253,88.46724758388086,461.2275622954409
655,projector_diagnostic,4.20465799039563,1.2792576998391254,7.218538229090968,53.838067150395325,5.342610898037476,40.021515882198074,43.51643838737415,0.7293190012700204,43.013052941397056,0.00550045767357446,0.041537547207762884,0.2565138982655243,0.7093561894824251,0.0036374175700327146,-0.004788637689948648,-0.0047908774737069545,-0.045556966375463664,0.1016686046843062,24.9925255898562,131.73871239333957
656,standard_vector_invariant,4.20465799039563,1.2792576998391254,7.218538229090968,53.838067150395325,5.342610898037476,40.021515882198074,43.51643838737415,0.4210725217083553,43.013052941397056,0.00550045767357446,0.041537547207762884,0.2565138982655243,0.7093561894824251,0.0036374175700327146,-0.004788637689948648,-0.0047908774737069545,-0.07890698040101002,0.1760951888478535,74.9775767695686,395.21613718001873
657,reference_f_Bcstar_0p384,4.20465799039563,1.2792576998391254,7.218538229090968,53.838067150395325,5.342610898037476,40.021515882198074,43.51643838737415,0.3239207314387337,43.013052941397056,0.00550045767357446,0.041537547207762884,0.2565138982655243,0.7093561894824251,0.0036374175700327146,-0.004788637689948648,-0.0047908774737069545,-0.10257312358572929,0.2289104649138495,126.69740322948907,667.8377783398988
658,projector_diagnostic,4.198916658085946,1.2696985065225466,8.120081320923004,53.00549481453893,7.600026905158507,42.74652676661003,43.158871587017316,0.7108402408373161,43.1634822977819,0.010646240928244021,0.08038975370034604,0.2515658577907295,0.6950656194659949,0.006606780554289131,-0.008773425599638047,-0.00877749989084005,-0.04793520213024935,0.10039313916306523,27.67003304672459,128.45403661700192
659,standard_vector_invariant,4.198916658085946,1.2696985065225466,8.120081320923004,53.00549481453893,7.600026905158507,42.74652676661003,43.158871587017316,0.41040380439824287,43.1634822977819,0.010646240928244021,0.08038975370034604,0.2515658577907295,0.6950656194659949,0.006606780554289131,-0.008773425599638047,-0.00877749989084005,-0.08302620556067575,0.1738860177617618,83.01009914017376,385.3621098510057
660,reference_f_Bcstar_0p384,4.198916658085946,1.2696985065225466,8.120081320923004,53.00549481453893,7.600026905158507,42.74652676661003,43.158871587017316,0.3767156343084881,43.1634822977819,0.010646240928244021,0.08038975370034604,0.2515658577907295,0.6950656194659949,0.006606780554289131,-0.008773425599638047,-0.00877749989084005,-0.09045090652900498,0.1894359477596004,98.52045287328497,457.36663340944654
661,projector_diagnostic,4.174676452707831,1.2663155177907324,7.724422006709387,54.29760195194782,7.3265724075244405,40.51199793160182,43.271674141555465,0.6858153019047885,43.3039540701336,0.009101498601825058,0.06747981542670883,0.2684670673255908,0.735260580455029,0.005480119881663492,-0.007283729329098403,-0.007287152711781358,-0.05016720548462968,0.10701216792260133,30.30682011833867,145.95064296418448
662,standard_vector_invariant,4.174676452707831,1.2663155177907324,7.724422006709387,54.29760195194782,7.3265724075244405,40.51199793160182,43.271674141555465,0.39595564916909404,43.3039540701336,0.009101498601825058,0.06747981542670883,0.2684670673255908,0.735260580455029,0.005480119881663492,-0.007283729329098403,-0.007287152711781358,-0.08689214877312666,0.18535051187003795,90.92046035501603,437.8519288925535
663,reference_f_Bcstar_0p384,4.174676452707831,1.2663155177907324,7.724422006709387,54.29760195194782,7.3265724075244405,40.51199793160182,43.271674141555465,0.4338311245679531,43.3039540701336,0.009101498601825058,0.06747981542670883,0.2684670673255908,0.735260580455029,0.005480119881663492,-0.007283729329098403,-0.007287152711781358,-0.07930605995460747,0.1691685499153928,75.73790708354879,364.7362604338958
664,projector_diagnostic,4.170333775122729,1.2840895225580775,7.862240873083091,54.694738048546434,7.032351884661358,41.518058729684114,43.40926901433617,0.7136693606407455,43.25431748027572,0.010111876676941581,0.07310667116796535,0.26874774401321166,0.7267315716796342,0.00583311816143453,-0.007740703977961147,-0.007744370959701719,-0.04561649793664283,0.10043360995003438,25.057886227522253,128.55762305407427
665,standard_vector_invariant,4.170333775122729,1.2840895225580775,7.862240873083091,54.694738048546434,7.032351884661358,41.518058729684114,43.40926901433617,0.41203719747832257,43.25431748027572,0.010111876676941581,0.07310667116796535,0.26874774401321166,0.7267315716796342,0.00583311816143453,-0.007740703977961147,-0.007744370959701719,-0.07901009208962623,0.17395611522101467,75.17365868256672,385.6728691622228
666,reference_f_Bcstar_0p384,4.170333775122729,1.2840895225580775,7.862240873083091,54.694738048546434,7.032351884661358,41.518058729684114,43.40926901433617,0.4383711865334649,43.25431748027572,0.010111876676941581,0.07310667116796535,0.26874774401321166,0.7267315716796342,0.00583311816143453,-0.007740703977961147,-0.007744370959701719,-0.07426376987628167,0.16350616190512637,66.41321968417591,340.7280879337743
667,projector_diagnostic,4.187288352720507,1.2557622351480557,7.123896767592122,54.46632160173694,5.0418664609670465,42.346693787128025,43.06488046335477,0.836364429668767,43.245177242471556,0.005583848276191607,0.04253032944852748,0.26949402434231423,0.7485267097456381,0.003657737052314471,-0.004842605401969803,-0.004844868817004471,-0.043967731370448425,0.09158440853343573,23.27923299572407,106.90124861900193
668,standard_vector_invariant,4.187288352720507,1.2557622351480557,7.123896767592122,54.46632160173694,5.0418664609670465,42.346693787128025,43.06488046335477,0.4828752286098904,43.245177242471556,0.005583848276191607,0.04253032944852748,0.26949402434231423,0.7485267097456381,0.003657737052314471,-0.004842605401969803,-0.004844868817004471,-0.07615434462715667,0.15862884876105537,69.83769898717225,320.70374585700597
669,reference_f_Bcstar_0p384,4.187288352720507,1.2557622351480557,7.123896767592122,54.46632160173694,5.0418664609670465,42.346693787128025,43.06488046335477,0.31458038709107344,43.245177242471556,0.005583848276191607,0.04253032944852748,0.26949402434231423,0.7485267097456381,0.003657737052314471,-0.004842605401969803,-0.004844868817004471,-0.11689554746726334,0.24349242595166196,164.54947095561423,755.6324518072563
670,projector_diagnostic,4.204707476223689,1.2682041533835946,8.681888088328225,53.696981915314666,5.339300921543289,43.6113299211216,43.36040699739135,0.8073944779017469,43.339838243068364,0.015426136091858528,0.11536411845281719,0.2526390961888536,0.6943724017880998,0.008929529360837374,-0.011932640748846477,-0.011938131429901765,-0.04042715119388572,0.08533137623488149,19.680984947989348,92.80196837148969
671,standard_vector_invariant,4.204707476223689,1.2682041533835946,8.681888088328225,53.696981915314666,5.339300921543289,43.6113299211216,43.36040699739135,0.4661494191587909,43.339838243068364,0.015426136091858528,0.11536411845281719,0.2526390961888536,0.6943724017880998,0.008929529360837374,-0.011932640748846477,-0.011938131429901765,-0.0700218798730789,0.14779827911859023,59.0429548439681,278.40590511446925
