piece,raw_current_G,G2460_piece,G2536_piece
A Stage 1,-0.35828115064776883,-0.2070354945747085,-0.29240671486081693
A 3p,0.0013881516305436097,0.0008021540035100197,0.0011329227264177068
B hard,-0.4092482602123443,-0.334002888834201,0.23648722742938788
B 2p DA,0.14607561521335086,0.11921780056970097,-0.08441090798754596
B 3p DA,0.0005356342692017745,0.00043715126163068407,-0.00030952034633933235
