state,scenario,ensemble,G_median,G_p16,G_p84,Gamma_median,Gamma_p16,Gamma_p84,Gamma_mean,Gamma_std,fB_effective_median,fB_effective_p16,fB_effective_p84
Bs1_5830_observed_high_combo,legacy_chi_condensate,theta_fixed,-0.013985521409138932,-0.038744627849564506,0.015549504427708676,0.1092455347187867,0.00822030759337005,0.41328486217784405,0.21332942324253143,0.30436431317556495,0.3911623074337227,0.3540719737710123,0.4275661108920387
Bs1_5830_observed_high_combo,legacy_chi_condensate,theta_scan_25_45,-0.012610779899713542,-0.05265911872876985,0.03639432049563031,0.24875172528053086,0.022669282728288387,0.8188847387772383,0.4062762896965725,0.4848543941795956,0.3940199409030436,0.3563382372028916,0.4295982474815921
Bs1_5830_observed_high_combo,lattice_fperp_s,theta_fixed,0.0356221696770342,0.0028955202362749744,0.06941768015741229,0.27194737817610193,0.028327755601887106,1.0240558747315798,0.5044647366640544,0.6842067910218965,0.39305303623687987,0.3542063708295061,0.42732334128036703
Bs1_5830_observed_high_combo,lattice_fperp_s,theta_scan_25_45,0.033024789570528054,-0.022750423580347786,0.0973597564870148,0.42877555693346037,0.02794149457677329,2.0942599883341892,1.0582762755621813,1.4720631272192148,0.3868493391237801,0.347993980634624,0.42280993174951476
Bs1_lower_model_5750_low_combo,legacy_chi_condensate,theta_fixed,0.3370464361641324,0.27943147092124204,0.4111210754749386,14.182285021152259,8.933428592349637,21.196509699061913,15.45175584951736,7.215326000465846,0.38366852888363623,0.34691860415358705,0.42098701467046756
Bs1_lower_model_5750_low_combo,legacy_chi_condensate,theta_scan_25_45,0.3251084999939238,0.2738474349896249,0.4000898287325428,13.027914135600001,8.803157266488958,21.743681168680578,14.840283796702758,7.705965849287649,0.3869497946338482,0.34835525464610356,0.4264800730538754
Bs1_lower_model_5750_low_combo,lattice_fperp_s,theta_fixed,0.4743008423777775,0.4195777647202626,0.5456520200934292,27.77073846838389,20.07633373150256,39.372853532260756,29.53523004244476,10.212602644875517,0.385981893509705,0.35046358206772343,0.4244003311196489
Bs1_lower_model_5750_low_combo,lattice_fperp_s,theta_scan_25_45,0.4677004624271144,0.4159395929590903,0.5406359299243011,26.669511253191025,19.36026110793083,37.57222375396553,28.50416121336462,10.06887140996989,0.3804981822497835,0.3487472663680622,0.4185968772205861
