scenario,ensemble,observable,mean_keV,sigma_keV,median_keV,p16_keV,p84_keV
lattice_fperp_s,theta_fixed,Gamma2460_keV,14.9134563461322,3.691548790901498,14.428589525625881,11.442276385663211,18.767184647391158
lattice_fperp_s,theta_fixed,Gamma2536_keV,0.9716893813841245,0.9659407229176485,0.6805314267851519,0.12380729659600337,1.8788942984036083
lattice_fperp_s,theta_scan_25_45,Gamma2460_keV,14.94185761325824,3.7669891218410245,14.614649837349653,11.264670604890968,18.611246266470754
lattice_fperp_s,theta_scan_25_45,Gamma2536_keV,1.2110890018548657,1.4461953535048149,0.6449067104479356,0.06016189902031342,2.5022913999634566
