ensemble,M2,s0_root,theta_deg,GA,GB,GB_hard,GB_soft2p,GB_3p,G2460,G2536,Gamma2460_keV,Gamma2536_keV,fB,hard_qcd_side,f1_tensor_matched,input_mc,input_ms,input_m_ds1,input_m_ds1_2536,input_m_ds,input_f_ds1,input_f_ds,input_fT,input_ss,input_chi,input_f3g,input_ec,input_es,input_omegaA,input_omegaV
theta_fixed,3.362587210514401,2.5792639303088274,35.3,-0.38119100467377726,-0.28768404663116093,-0.4406551280607694,0.15229642006971478,0.000674661359893701,-0.45506389291921473,-0.14486388815537546,43.43758440955416,6.510191716619687,0.4717691932781414,-0.0851977387563173,0.05925068964694617,1.237820288218777,0.08837662481560353,2.4591012080899888,2.535028191276839,1.9683285848844942,0.2431451148565393,0.24942546981027952,0.2544258226265308,-0.011160516522128008,2.788774379337487,-0.004187788012970585,0.6666666666666666,-0.3333333333333333,-3.2318337549047023,4.6046893114498175
theta_fixed,5.920495486598005,2.544424204822252,35.3,-0.47444341243642574,-0.26351655020750897,-0.3604322905318187,0.09652935840095342,0.0003863819233562457,-0.4892265054475105,-0.2349360555666242,50.46152336412378,17.152849693308692,0.5021642782847441,-0.1388659170125821,0.05982982835877491,1.2727762456885274,0.07208503353771163,2.4598512668371177,2.535229222301388,1.9681560834587526,0.184666859585523,0.25036805418831726,0.27454558036921367,-0.010369286464748374,2.5896100434220255,-0.005706570705919564,0.6666666666666666,-0.3333333333333333,-1.774642514103794,2.2785782623342374
theta_fixed,4.60401448049885,2.547631253046711,35.3,-0.33309469814971737,-0.23823281094154422,-0.37221707226288364,0.13346407075409142,0.0005201905672480087,-0.3869120631673908,-0.13418645803550325,31.506786531332494,5.583014720717779,0.5083154164461186,-0.1147298187861106,0.05951553768995985,1.2537805381297191,0.0830705505400454,2.4598583434218737,2.535073846837174,1.9684862117909663,0.2376466357978085,0.24992220037221835,0.27625250034451865,-0.012124885907988525,2.8852769768394815,-0.006281245524602616,0.6666666666666666,-0.3333333333333333,-2.215486414732689,3.0071175025358845
theta_fixed,4.188057999607863,2.5459163310719486,35.3,-0.4191239583634109,-0.2773987993378012,-0.39501581039282646,0.11714822798030955,0.0004687830747157133,-0.46858956248477485,-0.1817658061313931,46.18412313870783,10.250642595556958,0.4864217927301142,-0.10401072613201016,0.05940559237523229,1.247262113971902,0.09860685509661984,2.4596099041090045,2.535071674880363,1.9683469891537246,0.2297567081651169,0.24999911411416936,0.2661641570154972,-0.009752009756257321,2.901671516676699,-0.0020024183679394282,0.6666666666666666,-0.3333333333333333,-2.9503006552180864,5.203564607350001
theta_fixed,5.544821758475499,2.5330520343886853,35.3,-0.3521573496458943,-0.23540316572325246,-0.3965153254116314,0.16059034741513287,0.0005218122732461,-0.3956181818461838,-0.1513793365518213,32.77874209857652,7.108658526463221,0.45292126185099185,-0.1278401100381455,0.0600222848758184,1.2829339807210838,0.0855881796106766,2.45892964802186,2.535128127160759,1.9684412128351871,0.18348012624821908,0.25013640451645697,0.25207422433868504,-0.0120696107559423,3.4080035901677883,-0.002857597747011246,0.6666666666666666,-0.3333333333333333,-2.1910224651083143,2.7814931041866897
theta_fixed,4.8315455478686795,2.5842797498136045,35.3,-0.44853844437513524,-0.3566886472344554,-0.4563192951733875,0.09923272393926859,0.0003979239996634749,-0.5502983728741695,-0.15995383071515834,63.95202685522532,7.938629616201054,0.4255341342996191,-0.12231542709972504,0.0597120077194886,1.2661773758828843,0.0894071105325624,2.4603718442846607,2.5351227220869172,1.9683849842410768,0.2431982403643015,0.25025503075180294,0.2344554024371491,-0.007994879198511821,2.6984652964673153,-0.004371285725411806,0.6666666666666666,-0.3333333333333333,-2.0572438231709897,3.060694195462031
theta_fixed,5.533518908681456,2.5465140769888444,35.3,-0.32823777753496336,-0.28241639992472817,-0.4169415528716122,0.13402578035835022,0.0004993725885338233,-0.4201653423929579,-0.10469071878320738,37.059184642343666,3.400290278188686,0.442069231116479,-0.12987409134142067,0.05961285671373725,1.2587786149298126,0.11764870427181877,2.459317125186828,2.5351178679057726,1.9684081469210328,0.28297022676292094,0.24949417682050085,0.24741671598816573,-0.011397708650524302,2.8501886176719275,-0.004304032372312826,0.6666666666666666,-0.3333333333333333,-1.882110211483084,4.422491037072119
theta_fixed,3.4879805210398303,2.5058581267161735,35.3,-0.2961367992485347,-0.24792796454534782,-0.4470276782319536,0.19827632901436992,0.0008233846722358703,-0.37346823880381286,-0.09842130906233873,29.335994475047933,3.0053901089056767,0.4207955825725323,-0.07959189015434362,0.05997194886929822,1.2809246045686342,0.07554327427866503,2.459701501582024,2.5351663906226287,1.9684468125385008,0.19580287390827952,0.24981993326721735,0.23205892705003175,-0.01243057050121786,3.129039719896298,-0.0020676382464939742,0.6666666666666666,-0.3333333333333333,-1.3325776940493435,4.3535107788984755
theta_fixed,3.398256956481571,2.5405492330759416,35.3,-0.3168291923136286,-0.25471923129373875,-0.39228448716473896,0.13697511626273592,0.0005901396082642385,-0.39096810398084103,-0.11138476360169597,32.200256123830755,3.851461981161661,0.4948626002093541,-0.07795078274846122,0.06019820837341666,1.2955097358643723,0.07843648175478235,2.459783914814472,2.535088659362939,1.9682414381446893,0.24453703687732117,0.24935781916605776,0.27641232780811326,-0.010156218621694958,2.997793236714752,-0.00633087720561002,0.6666666666666666,-0.3333333333333333,-1.949647613261043,6.879527848792072
theta_fixed,5.436515219175725,2.596121360237069,35.3,-0.47240847971550043,-0.30432066202361224,-0.42403849483035494,0.11929725541676861,0.00042057738997408313,-0.5213523735425722,-0.20969630336066064,57.03635823335663,13.653846001554854,0.4593865067525109,-0.13571012315297895,0.05968182304665631,1.2627126456572688,0.10884053535289105,2.459101798223409,2.5351525849866,1.9682579410196246,0.2194162224663291,0.24979158989304032,0.2562207978151824,-0.009853983354321014,2.969490836895541,-0.0056713671394644305,0.6666666666666666,-0.3333333333333333,-1.9590485398592805,4.843504716431053
theta_fixed,3.83365235482612,2.5421449134766836,35.3,-0.4512960821715978,-0.3141853299731582,-0.4391055238489743,0.12440138207251612,0.0005188118032999906,-0.5172033399800959,-0.1867653085217089,56.154539054855945,10.825792826440576,0.4344979537746618,-0.09082504867607818,0.06004465105091982,1.284909037555136,0.08663128910794048,2.459223807920378,2.535103241544474,1.96830961742231,0.20237005101614103,0.2499654041784016,0.24232502285283353,-0.008803632411229842,2.933778177010716,-0.0068212233795396406,0.6666666666666666,-0.3333333333333333,-6.0,2.3475153927932384
theta_fixed,4.2954004331251046,2.518253200175318,35.3,-0.4012254894651758,-0.28864479161640566,-0.4223415987591835,0.13327502371482042,0.00042178342795741615,-0.46742507280345896,-0.16065961047671318,46.21195309701032,8.014413784337979,0.4330812917020533,-0.0985195875947567,0.05987269861274367,1.276222795853578,0.11604676675059052,2.4604674136229914,2.5350864394848345,1.9681971862521346,0.2209696881305473,0.24988323901683845,0.24506152661546943,-0.007858049441485177,3.8828716968657866,-0.0061096704069236694,0.6666666666666666,-0.3333333333333333,-0.4746170302643875,4.558007869714164
