sector,scenario,ensemble,window_id,M2,s0,theta_deg,f1_GeV,f2_GeV,rho_AB,f1_target_clipped,GA_basis,GB_basis,chi_effective,fperp_s_used_GeV,state,state_key,g_GeV_inv,Gamma_keV,g_low_GeV_inv,g_high_GeV_inv,quoted_combo
Ds,legacy_chi_condensate,theta_fixed,central,4.213674389687814,8.407537019393226,35.3,0.3801066420648751,0.3236476375140753,-0.058357817234240716,0,-0.5582700644697974,-0.3641009165384294,2.913775067546399,-0.03877855774776958,D_{s1}(2536),Ds1_2536,-0.018613380236650167,0.10744648198373181,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.5289230850692834,8.434248047867438,35.3,0.363116112410162,0.4026880884925356,-0.3586612062700933,0,-0.4445759926396112,-0.34976607143194705,3.226624227209782,-0.03501505951342312,D_{s1}(2460),Ds1_2460,-0.557692965128957,65.4950853932787,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.5289230850692834,8.434248047867438,35.3,0.363116112410162,0.4026880884925356,-0.3586612062700933,0,-0.4445759926396112,-0.34976607143194705,3.226624227209782,-0.03501505951342312,D_{s1}(2536),Ds1_2536,0.0058915686156401515,0.010768781248984961,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.069088106486906,8.693486250090555,35.3,0.3613089556182594,0.37569855090930376,-0.3332850820822582,0,-0.4938162343628115,-0.34677024591482464,3.2218515245566914,-0.035689762438401294,D_{s1}(2460),Ds1_2460,-0.5465458388474428,62.83741739305536,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.069088106486906,8.693486250090555,35.3,0.3613089556182594,0.37569855090930376,-0.3332850820822582,0,-0.4938162343628115,-0.34677024591482464,3.2218515245566914,-0.035689762438401294,D_{s1}(2536),Ds1_2536,0.0076302727167994805,0.018064042560100226,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.16575100433779,8.141230319231399,35.3,0.3157850914354126,0.40180137276146927,-0.7178626550446461,0,-0.6657930896842841,-0.3776606553727969,2.981886955357315,-0.02867187642337967,D_{s1}(2460),Ds1_2460,-0.697058791524096,102.6049190857456,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.16575100433779,8.141230319231399,35.3,0.3157850914354126,0.40180137276146927,-0.7178626550446461,0,-0.6657930896842841,-0.3776606553727969,2.981886955357315,-0.02867187642337967,D_{s1}(2536),Ds1_2536,-0.004095630075904986,0.0052051245609291245,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.905361513041146,8.575250918105766,35.3,0.3410352817108927,0.39592956283925795,-0.48452159357220714,0,-0.5702926368242507,-0.3767876425932426,2.8366304492435934,-0.032817780310971455,D_{s1}(2460),Ds1_2460,-0.6431436299947989,86.73318897904909,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.905361513041146,8.575250918105766,35.3,0.3410352817108927,0.39592956283925795,-0.48452159357220714,0,-0.5702926368242507,-0.3767876425932426,2.8366304492435934,-0.032817780310971455,D_{s1}(2536),Ds1_2536,-0.0063471974391871916,0.012490153672689417,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.2147433293511996,8.528791218288303,35.3,0.3641796875476558,0.3793854991750849,-0.33425138506217317,0,-0.4946223825208795,-0.33597897707788,3.213190609718997,-0.037571630493552534,D_{s1}(2460),Ds1_2460,-0.5361565610984013,59.98866853200643,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.2147433293511996,8.528791218288303,35.3,0.3641796875476558,0.3793854991750849,-0.33425138506217317,0,-0.4946223825208795,-0.33597897707788,3.213190609718997,-0.037571630493552534,D_{s1}(2536),Ds1_2536,-0.001331875285649374,0.0005501937507560149,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.008071716881799,8.518753753632893,35.3,0.35870239578681656,0.2608892878240248,0.1440000639038803,0,-0.6800090135857074,-0.47976212975884464,3.843589969852775,-0.024660500171277615,D_{s1}(2460),Ds1_2460,-0.6502846018877813,89.53607380052166,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.008071716881799,8.518753753632893,35.3,0.35870239578681656,0.2608892878240248,0.1440000639038803,0,-0.6800090135857074,-0.47976212975884464,3.843589969852775,-0.024660500171277615,D_{s1}(2536),Ds1_2536,-0.000101230907317576,3.180566187726986e-06,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.3218900965059284,8.280664213672797,35.3,0.3205589756577999,0.42041854520609395,-0.5721446190051538,0,-0.4938909614798398,-0.35173514907562575,2.1837565690348364,-0.03253456035179912,D_{s1}(2460),Ds1_2460,-0.6395193718143498,85.9934987096986,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.3218900965059284,8.280664213672797,35.3,0.3205589756577999,0.42041854520609395,-0.5721446190051538,0,-0.4938909614798398,-0.35173514907562575,2.1837565690348364,-0.03253456035179912,D_{s1}(2536),Ds1_2536,-0.013803085276446957,0.059126523094345886,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.255000813611285,7.850046530970445,35.3,0.3493588101987979,0.4464745963182254,-0.5830761945929244,0,-0.2469590837815913,-0.2259168993819032,3.0470519519223043,-0.050072145621708745,D_{s1}(2460),Ds1_2460,-0.37116102416612134,29.09028953650106,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.255000813611285,7.850046530970445,35.3,0.3493588101987979,0.4464745963182254,-0.5830761945929244,0,-0.2469590837815913,-0.2259168993819032,3.0470519519223043,-0.050072145621708745,D_{s1}(2536),Ds1_2536,0.03386257630527466,0.3557356669038228,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.246972889953478,8.092775275946659,35.3,0.3427325387738894,0.3902363177485436,-0.4931168502973531,0,-0.6535360461348041,-0.3928745009630548,3.1823367341845428,-0.02597684911352954,D_{s1}(2460),Ds1_2460,-0.6783082400032705,96.45260106834688,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.246972889953478,8.092775275946659,35.3,0.3427325387738894,0.3902363177485436,-0.4931168502973531,0,-0.6535360461348041,-0.3928745009630548,3.1823367341845428,-0.02597684911352954,D_{s1}(2536),Ds1_2536,-0.016638297410673197,0.08590305350162303,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.4511286699269323,7.964122991029141,35.3,0.34561714419685197,0.33477542079243267,-0.26037595433686034,0,-0.49002153378135666,-0.3215051814754853,3.299184618302987,-0.04195274116370939,D_{s1}(2460),Ds1_2460,-0.49607184539244414,51.31531233994509,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.4511286699269323,7.964122991029141,35.3,0.34561714419685197,0.33477542079243267,-0.26037595433686034,0,-0.49002153378135666,-0.3215051814754853,3.299184618302987,-0.04195274116370939,D_{s1}(2536),Ds1_2536,0.004071326344492854,0.00514352667447509,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.5851524384317313,8.52518507447666,35.3,0.3442214975809146,0.3848335027272954,-0.3128089064930556,0,-0.4789242655843136,-0.3877538935675533,2.7700337742380765,-0.03389092702074915,D_{s1}(2460),Ds1_2460,-0.62149978780514,80.91738919785122,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.5851524384317313,8.52518507447666,35.3,0.3442214975809146,0.3848335027272954,-0.3128089064930556,0,-0.4789242655843136,-0.3877538935675533,2.7700337742380765,-0.03389092702074915,D_{s1}(2536),Ds1_2536,-0.016961726640701762,0.08925058571381918,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.447275099896894,8.286168935591306,35.3,0.32813669020066866,0.3717831099208359,-0.4682517912250314,0,-0.6633563280505475,-0.40482138736863355,3.510376175935856,-0.030678132057462462,D_{s1}(2460),Ds1_2460,-0.6971474899813275,101.62556251356524,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.447275099896894,8.286168935591306,35.3,0.32813669020066866,0.3717831099208359,-0.4682517912250314,0,-0.6633563280505475,-0.40482138736863355,3.510376175935856,-0.030678132057462462,D_{s1}(2536),Ds1_2536,-0.021961907764513344,0.14959651558768383,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.400514029051078,8.020430976270356,35.3,0.35995250795376843,0.47291734676090674,-0.6080437112082814,0,-0.4176714871170425,-0.30385530869632066,3.1127722941312075,-0.03631981163985569,D_{s1}(2460),Ds1_2460,-0.5454095327370099,62.57565863471807,,,
Ds,legacy_chi_condensate,theta_fixed,central,4.400514029051078,8.020430976270356,35.3,0.35995250795376843,0.47291734676090674,-0.6080437112082814,0,-0.4176714871170425,-0.30385530869632066,3.1127722941312075,-0.03631981163985569,D_{s1}(2536),Ds1_2536,0.0030733809726254074,0.0029318365719539934,,,
Ds,legacy_chi_condensate,theta_fixed,central,3.1571295021972543,8.108008142243488,35.3,0.34448360410754797,0.40976767949134535,-0.4688027973965719,0,-0.5714611757705794,-0.4040763809532313,2.8454968064709343,-0.020661115187771126,D_{s1}(2460),Ds1_2460,-0.6915599303459633,100.33161696249371,,,
