fB_scheme,include_vector_da_diagnostic,M2,s0_root,s0,GA_stage1_full,GB_tensor_DA_soft2p,GB_vector_DA_diagnostic,GB_soft2p_estimate,G2460_partial,G2536_partial,Gamma2460_keV_partial,Gamma2536_keV_partial,fB
fB_equal_fT,False,3.75,2.5,6.25,-0.3231896655871893,0.2796575300086069,-1.2684947712358523e-15,0.2796575300086069,0.041481410207481806,-0.425369470742874,0.3616943912498617,56.147806868773166,0.256
fB_equal_fT,True,3.75,2.5,6.25,-0.3231896655871893,0.2796575300086069,-1.2684947712358523e-15,0.2796575300086056,0.04148141020748075,-0.4253694707428733,0.3616943912498433,56.147806868772975,0.256
fB_converted_fT_M_over_msum,False,3.75,2.5,6.25,-0.3231896655871893,0.15497996072442818,-7.02971487373233e-16,0.15497996072442818,-0.060272640725160004,-0.35332358674240866,0.7636162977778911,38.73873408891861,0.4619457079970653
fB_converted_fT_M_over_msum,True,3.75,2.5,6.25,-0.3231896655871893,0.15497996072442818,-7.02971487373233e-16,0.1549799607244275,-0.06027264072516059,-0.35332358674240827,0.7636162977779057,38.73873408891853,0.4619457079970653
fB_equal_fT,False,4.0,2.5,6.25,-0.3249493285602624,0.27074482576366704,-1.1996339416181026e-15,0.27074482576366704,0.03319058257858376,-0.4216553237392574,0.23156051167283662,55.171569616519875,0.256
fB_equal_fT,True,4.0,2.5,6.25,-0.3249493285602624,0.27074482576366704,-1.1996339416181026e-15,0.2707448257636658,0.03319058257858276,-0.42165532373925674,0.23156051167282266,55.1715696165197,0.256
fB_converted_fT_M_over_msum,False,4.0,2.5,6.25,-0.3249493285602624,0.15004073897779147,-6.648103526836648e-16,0.15004073897779147,-0.06532055992366724,-0.3519055468957909,0.8968804290364076,38.428407603160096,0.4619457079970653
fB_converted_fT_M_over_msum,True,4.0,2.5,6.25,-0.3249493285602624,0.15004073897779147,-6.648103526836648e-16,0.1500407389777908,-0.06532055992366778,-0.35190554689579057,0.8968804290364226,38.428407603160025,0.4619457079970653
fB_equal_fT,False,4.25,2.5,6.25,-0.3263821576416526,0.26326242575461545,-1.1419854368894923e-15,0.26326242575461545,0.026255943458060843,-0.4185009475188224,0.1449072139466355,54.349187368120916,0.256
fB_equal_fT,True,4.25,2.5,6.25,-0.3263821576416526,0.26326242575461545,-1.1419854368894923e-15,0.2632624257546143,0.0262559434580599,-0.4185009475188217,0.1449072139466251,54.34918736812074,0.256
fB_converted_fT_M_over_msum,False,4.25,2.5,6.25,-0.3263821576416526,0.14589415991199056,-6.328628381705134e-16,0.14589415991199056,-0.06953271017862662,-0.35067880024099146,1.0162792633423683,38.16095088210683,0.4619457079970653
fB_converted_fT_M_over_msum,True,4.25,2.5,6.25,-0.3263821576416526,0.14589415991199056,-6.328628381705134e-16,0.14589415991198992,-0.06953271017862714,-0.3506788002409911,1.0162792633423836,38.16095088210675,0.4619457079970653
fB_equal_fT,False,4.5,2.5,6.25,-0.32756993550557467,0.25689783413577205,-1.0930722041599115e-15,0.25689783413577205,0.020375194497672305,-0.41579250988919825,0.08726463487897788,53.6479939343996,0.256
fB_equal_fT,True,4.5,2.5,6.25,-0.32756993550557467,0.25689783413577205,-1.0930722041599115e-15,0.25689783413577094,0.020375194497671417,-0.4157925098891976,0.08726463487897028,53.64799393439943,0.256
fB_converted_fT_M_over_msum,False,4.5,2.5,6.25,-0.32756993550557467,0.14236704530476002,-6.057562164138887e-16,0.14236704530476002,-0.07309768748884958,-0.3496100203365407,1.1231610273216648,37.92869558040196,0.4619457079970653
fB_converted_fT_M_over_msum,True,4.5,2.5,6.25,-0.32756993550557467,0.14236704530476002,-6.057562164138887e-16,0.1423670453047594,-0.07309768748885008,-0.3496100203365404,1.1231610273216803,37.92869558040189,0.4619457079970653
fB_equal_fT,False,4.75,2.5,6.25,-0.3285698471944077,0.25142224298726884,-1.0510862842702127e-15,0.25142224298726884,0.015328552140366325,-0.413444463312046,0.0493897719192146,53.04378724531085,0.256
fB_equal_fT,True,4.75,2.5,6.25,-0.3285698471944077,0.25142224298726884,-1.0510862842702127e-15,0.2514222429872678,0.015328552140365465,-0.41344446331204543,0.049389771919209055,53.04378724531072,0.256
fB_converted_fT_M_over_msum,False,4.75,2.5,6.25,-0.3285698471944077,0.1393325949142701,-5.824885568043503e-16,0.1393325949142701,-0.07615202311086415,-0.3486726055585998,1.2189829773248115,37.72557066578069,0.4619457079970653
fB_converted_fT_M_over_msum,True,4.75,2.5,6.25,-0.3285698471944077,0.1393325949142701,-5.824885568043503e-16,0.13933259491426953,-0.07615202311086464,-0.34867260555859947,1.218982977324827,37.72557066578061,0.4619457079970653
fB_equal_fT,False,5.0,2.5,6.25,-0.32942290194456664,0.24666454154611356,-1.0146796148717942e-15,0.24666454154611356,0.010952668960465012,-0.41139139930773516,0.02521591156445521,52.518290310041806,0.256
fB_equal_fT,True,5.0,2.5,6.25,-0.32942290194456664,0.24666454154611356,-1.0146796148717942e-15,0.24666454154611253,0.01095266896046418,-0.4113913993077346,0.025215911564451375,52.51829031004165,0.256
fB_converted_fT_M_over_msum,False,5.0,2.5,6.25,-0.32942290194456664,0.13669598297513832,-5.623127932792255e-16,0.13669598297513832,-0.07879680541623967,-0.3478452292950331,1.3051245859206373,37.54674268929678,0.4619457079970653
fB_converted_fT_M_over_msum,True,5.0,2.5,6.25,-0.32942290194456664,0.13669598297513832,-5.623127932792255e-16,0.13669598297513777,-0.07879680541624012,-0.34784522929503275,1.3051245859206524,37.5467426892967,0.4619457079970653
fB_equal_fT,False,5.25,2.5,6.25,-0.3301591722180165,0.24249437430709408,-9.82828050726377e-16,0.24249437430709408,0.0071237793286604845,-0.4095825342203345,0.010667328407694006,52.057465653091654,0.256
fB_equal_fT,True,5.25,2.5,6.25,-0.3301591722180165,0.24249437430709408,-9.82828050726377e-16,0.2424943743070931,0.007123779328659707,-0.40958253422033397,0.010667328407691676,52.05746565309152,0.256
