window,sector,state,M2_range_GeV2,s0_range_GeV2,sqrt_s0_range_GeV,n_grid,min_spectral_pole_axial,min_spectral_pole_tensor,min_twist2_retention,max_GB_3p_frac,max_GA_3p_frac,max_GB_hard_frac,max_GB_soft2p_frac,g_2460_min,g_2460_max,g_2460_span,Gamma_2460_keV_min,Gamma_2460_keV_max,Gamma_2460_keV_span,g_2536_min,g_2536_max,g_2536_span,Gamma_2536_keV_min,Gamma_2536_keV_max,Gamma_2536_keV_span,g_quoted_min,g_quoted_max,g_quoted_span,Gamma_quoted_keV_min,Gamma_quoted_keV_max,Gamma_quoted_keV_span
Ds_old_near_threshold,Ds,"Ds1(2460), Ds1(2536)",3.00-6.00,6.25-6.76,2.50-2.60,77,0.2796127030211333,0.3784039675629968,0.5383046403067544,0.004802671182391588,0.015884542200698192,2.622832828230548,1.6180301570481563,-0.32250016765587225,-0.2245954763863199,0.3579070399690549,10.60319526480848,21.86223907111739,0.6936019207264869,0.03146226378446473,0.05228742201882862,0.49731907731037656,0.3071709207473892,0.8483882078718342,0.9367193313095886,,,,,,
Ds_above_pole_broad,Ds,"Ds1(2460), Ds1(2536)",2.00-7.00,8.12-9.61,2.85-3.10,77,0.3638917517978647,0.4895345358727546,0.6054237430579104,0.007356439519299385,0.02881258927322479,3.1374812303105615,2.130124790791262,-0.6443270639841018,-0.24774311355660755,0.889131730691437,12.901432437270639,87.2664877091087,1.4848078139820706,-0.007265695290670442,0.07049943032708429,2.4596088013138178,5.4801338464126334e-05,1.542308950758669,1.999857877006278,,,,,,
Ds_preferred_candidate,Ds,"Ds1(2460), Ds1(2536)",3.00-4.50,7.50-8.50,2.74-2.92,77,0.49446843727492445,0.5916412615568751,0.7297058434835304,0.00351908828527779,0.008812063362081363,2.2849150467669768,1.281395958481699,-0.46914609317627476,-0.32743646484548317,0.3557939523122748,22.536622770009945,46.26482862909846,0.6897588750401277,0.020568332642835526,0.04458908000831726,0.7373143403985901,0.13127993057116316,0.6169602547891934,1.2981936381407366,,,,,,
Ds_above_pole_upper_candidate,Ds,"Ds1(2460), Ds1(2536)",3.50-5.50,8.12-9.00,2.85-3.00,77,0.4585780634354035,0.5700397892218695,0.6938143422573737,0.0025617658035781295,0.00558872807986079,2.0505509149742984,1.0479891491707205,-0.5448521952131521,-0.3984071265641164,0.3105086062083269,33.36483229952031,62.40108767756856,0.6064005939690218,0.008582499572961142,0.033142203297895606,1.1772260572328033,0.02285744822137159,0.34084970122848923,1.748617004027053,,,,,,
Bs_low_old_diagnostic,Bs,B_{s1}(5750),8.00-14.00,36.60-40.32,6.05-6.35,77,0.3602348652775329,0.6183813787924839,0.7449857146176844,0.0008467534111332621,0.00102483420803041,0.31982613212559674,0.7362413746068905,,,,,,,,,,,,,0.3275146897032195,0.49004228793231264,0.3975933241965384,13.250552763672484,29.664671674982056,0.7649555199121862
Bs_low_candidate,Bs,B_{s1}(5750),10.00-14.00,36.50-40.50,6.04-6.36,77,0.3588502817429822,0.6156974518879857,0.7431117942261043,0.0007187281913867163,0.0008931179578456532,0.32013858742087103,0.7147800450867295,,,,,,,,,,,,,0.3264864928989092,0.4190250169337806,0.2482551183029735,13.167486015071376,21.68963945744837,0.48897626105718844
Bs5830_old_diagnostic,Bs,B_{s1}(5830),8.00-14.00,37.82-40.96,6.15-6.40,77,0.3778189164525459,0.6483556857831774,0.7662676382533052,0.0008274849382468971,0.0009858360011719572,0.3208809468944814,0.7332089174629085,,,,,,,,,,,,,-0.04632948190247984,-0.03737086498046251,0.21406403331986765,0.29631598618015687,0.4554111602362802,0.423279044303633
Bs5830_candidate,Bs,B_{s1}(5830),10.00-14.00,38.00-41.00,6.16-6.40,77,0.380535686946418,0.6524175042104369,0.76921232404682,0.0006941322599179449,0.0008470199193142463,0.32094086337532357,0.7102941149180579,,,,,,,,,,,,,-0.04617139559876739,-0.041050218512377175,0.11742908311383482,0.35753596000481147,0.4523085381492672,0.23405129839240957
