state,scenario,ensemble,G_median,G_p16,G_p84,Gamma_median,Gamma_p16,Gamma_p84,Gamma_mean,Gamma_std,chi_median,chi_p16,chi_p84
Bs1_lower_model_5750_low_combo,legacy_chi_condensate,theta_fixed,0.608514861701831,0.4869300290410192,0.7928170920402575,45.7556113273375,28.342049882521348,78.65825171026918,53.23647782483652,30.899288971164935,3.156479730973391,2.849875431488041,3.444627356189816
Bs1_lower_model_5750_low_combo,legacy_chi_condensate,theta_scan_25_45,0.6064900935752661,0.47264799585095074,0.783915464859338,44.12325358030997,25.825044602886262,78.35738294339993,53.404611743455284,33.86043944931069,3.1303201717034503,2.8483168340426754,3.4111092156450256
Bs1_lower_model_5750_low_combo,lattice_fperp_s,theta_fixed,0.8852267127009106,0.7377525704118958,1.0809098059275868,97.04368084945216,64.6217468411256,155.80287769432636,110.84452555836488,54.5375155642854,4.971027415264343,4.228402279651463,6.003416372803717
Bs1_lower_model_5750_low_combo,lattice_fperp_s,theta_scan_25_45,0.9033220484591091,0.7363764170823891,1.0863618878503267,97.78503014047581,62.89107378308661,148.98671748360093,106.10524601844486,43.81477660188643,4.98851640408653,4.12276162931638,5.992851155520593
Bs1_5830_observed_high_combo,legacy_chi_condensate,theta_fixed,0.02731311162622306,-0.059223631516955984,0.13282796963409174,1.0348895226955386,0.06751264098001905,4.450107058242189,3.0091569878478928,6.414917483013227,3.120891255194233,2.832450388414288,3.395988845357624
Bs1_5830_observed_high_combo,legacy_chi_condensate,theta_scan_25_45,0.02423007507902082,-0.09924478800846902,0.15758708297449658,1.5140357361250487,0.14884399186638245,7.757404624369598,4.132740658288263,7.40583345464595,3.143552625379577,2.8387141827177285,3.468756183935041
Bs1_5830_observed_high_combo,lattice_fperp_s,theta_fixed,0.14305774610493255,0.007568228086408998,0.2978213996945601,5.300106867708996,0.4541781977451393,18.88285823400082,11.655426157737178,19.303951812379267,5.034588347913191,4.260200668694947,6.056848544063725
Bs1_5830_observed_high_combo,lattice_fperp_s,theta_scan_25_45,0.1462565974500546,-0.01902306109600285,0.3374285951971751,5.319714846383107,0.5878603470915562,24.67542407397568,12.446214225294497,19.169622471464617,5.038955961264231,4.218458723020911,5.962080180264434
