scenario,ensemble,M2,s0_root,theta_deg,GA,GB,GB_hard,GB_soft2p,GB_3p,G2460,G2536,Gamma2460_keV,Gamma2536_keV,chi_effective,fperp_s_used_GeV
legacy_chi_condensate,theta_fixed,3.118746398190627,2.585800894690855,35.3,-0.3980694511591902,-0.2633575208552841,-0.4737031657551492,0.20952048984687044,0.0008251550529947081,-0.4449634397868125,-0.1726962911886296,41.76693566377157,9.258413014633497,3.3437432048246922,-0.039861656801812806
legacy_chi_condensate,theta_fixed,3.906726834899269,2.550343200110001,35.3,-0.3224445430050902,-0.245206740325174,-0.42502408556854737,0.1791896408207012,0.0006277044226721553,-0.3864494757367456,-0.12146452781554479,31.315563911704924,4.579158895438864,3.4884356622032424,-0.040571400515755446
legacy_chi_condensate,theta_fixed,5.106039983358629,2.5793866596228274,35.3,-0.45474078898435677,-0.31404652782969106,-0.4271309533300624,0.11265921988136614,0.00042520561900521536,-0.5190806084287474,-0.18965687111529,56.787615757010094,11.164210553391303,2.8404903647668234,-0.026644197771541357
legacy_chi_condensate,theta_fixed,5.193624325058997,2.54451483066446,35.3,-0.46522254771930865,-0.25357274081748576,-0.39826271921601664,0.14420473819004753,0.00048524020848331667,-0.47578264183552554,-0.23315666732938228,47.64128814962939,16.856739115876326,3.3197188061400986,-0.03644799564176097
legacy_chi_condensate,theta_fixed,3.4362668077999703,2.5669909801754685,35.3,-0.42553121130804855,-0.31652071080008887,-0.46840747959711065,0.1511436184308644,0.0007431503661574033,-0.5042209049903482,-0.16438811128972433,53.333681485386094,8.38652509702353,2.4349156000661227,-0.028452986884477623
legacy_chi_condensate,theta_fixed,5.382864767497805,2.5913298600568617,35.3,-0.4138219432963183,-0.2902560210762285,-0.3759827724762049,0.08537491830043818,0.0003518330995381742,-0.47601901461838547,-0.17000898872202788,47.565260111826774,8.96678960590076,2.5266021734992914,-0.02278091392022071
legacy_chi_condensate,theta_fixed,5.868469502965659,2.535121270610071,35.3,-0.3438279824260578,-0.23618678709433294,-0.3535365885022842,0.11688845267128033,0.0004613487366709136,-0.39144453634924015,-0.1441286052782225,32.21185930199737,6.443002750470697,2.6873277070590653,-0.03285661087269085
legacy_chi_condensate,theta_fixed,4.419428609389957,2.5672131079667935,35.3,-0.3471512345989326,-0.25706003221420093,-0.402840897204846,0.14529267504333743,0.0004881899473076291,-0.41040034292436645,-0.1347790724596797,35.540685863437325,5.634474168289807,3.4683472381730933,-0.035852814680062406
legacy_chi_condensate,theta_fixed,3.031067763661338,2.5317966825885647,35.3,-0.2700280196806425,-0.23744360271445958,-0.4399040359078056,0.20162217667605015,0.0008382565172958576,-0.3498243996689685,-0.08317142104663922,25.770373866712966,2.145981683991331,3.2528001515698954,-0.03963006087377975
legacy_chi_condensate,theta_fixed,4.391823914423471,2.550010182603773,35.3,-0.31677509383918767,-0.25288983162567347,-0.37519047018702945,0.12184060643095276,0.00046003213040324775,-0.3894438009285296,-0.11239774434937494,31.632459206759034,3.919622069791716,3.0138025802391666,-0.03185049218473527
