sector,state,scenario,M2,s0,theta_deg,quoted_combo,GA_basis,GB_basis,f1_GeV,f2_GeV,rho_AB,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,chi_effective
Bs,B_{s1}(5750),lattice_fperp_s,6.0,36.5,35.3,low,0.5497920318653685,0.6339926222531497,0.448804208775972,0.19667693065789485,0.6561573080128956,0.6580556173690016,-0.01854538689968485,0.6580556173690016,53.493083147732584,0.042485841500147524,53.493083147732584,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,6.4,36.5,35.3,low,0.49800148105603526,0.5814987800040988,0.448804208775972,0.19667693065789485,0.6561573080128956,0.6011077633854558,-0.02494340439986752,0.6011077633854558,44.6351606511416,0.07685708062437405,44.6351606511416,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,6.8,36.5,35.3,low,0.4576126578223125,0.5401779379381951,0.448804208775972,0.19667693065789485,0.6561573080128956,0.5564295253585388,-0.02950070066895765,0.5564295253585388,38.24659361848588,0.10750708597208702,38.24659361848588,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,7.2,36.5,35.3,low,0.4254180294685722,0.5069626167483745,0.448804208775972,0.19667693065789485,0.6561573080128956,0.5206220154959482,-0.03282041484817942,0.5206220154959482,33.48246985818468,0.13306399576709912,33.48246985818468,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,7.6,36.5,35.3,low,0.3992726099266398,0.47978260661229166,0.448804208775972,0.19667693065789485,0.6561573080128956,0.4913991134900904,-0.035284610072320706,0.4913991134900904,29.829169749296277,0.15379530339001246,29.829169749296277,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,8.0,36.5,35.3,low,0.37769715655009495,0.45719808811974294,0.448804208775972,0.19667693065789485,0.6561573080128956,0.46717577685555467,-0.037143083304853344,0.46717577685555467,26.960817780728615,0.17042304982004106,26.960817780728615,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,8.4,36.5,35.3,low,0.35964398569621253,0.43818126439082583,0.448804208775972,0.19667693065789485,0.6561573080128956,0.44682378482261437,-0.038563701080745104,0.44682378482261437,24.66294839192985,0.1837087507813756,24.66294839192985,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,8.8,36.5,35.3,low,0.3443535833944268,0.42198158784599993,0.448804208775972,0.19667693065789485,0.6561573080128956,0.4295214371877909,-0.0396620160004581,0.4295214371877909,22.789884098318748,0.19432201226806806,22.789884098318748,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,9.2,36.5,35.3,low,0.33126393547452654,0.40803989890921805,0.448804208775972,0.19667693065789485,0.6561573080128956,0.41465806775497793,-0.04051927344425078,0.41465806775497793,21.239909771242264,0.20281297098418086,21.239909771242264,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,9.6,36.5,35.3,low,0.31995154141681875,0.3959321736592156,0.448804208775972,0.19667693065789485,0.6561573080128956,0.401771649542545,-0.04119368153040419,0.401771649542545,19.940268619823257,0.2096204468954499,19.940268619823257,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,10.0,36.5,35.3,low,0.31009205932442424,0.38533174305245643,0.448804208775972,0.19667693065789485,0.6561573080128956,0.39050699138544165,-0.041727648948625615,0.39050699138544165,18.837794525921147,0.21509002020940093,18.837794525921147,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,10.4,36.5,35.3,low,0.3014334494151347,0.3759833488538911,0.448804208775972,0.19667693065789485,0.6561573080128956,0.38058709774062816,-0.04215254179611464,0.38058709774062816,17.892892417119754,0.2194926407760147,17.892892417119754,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,10.8,36.5,35.3,low,0.293777271238481,0.36768496910797543,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3717931490129093,-0.042491875468218504,0.3717931490129093,17.075569375810232,0.22304075591495343,17.075569375810232,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,11.2,36.5,35.3,low,0.2869654183262447,0.3602748551242797,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3639502517214716,-0.04276349706209985,0.3639502517214716,16.362756835867398,0.2259013647658419,16.362756835867398,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,11.600000000000001,36.5,35.3,low,0.2808705517468071,0.3536221333630006,0.448804208775972,0.19667693065789485,0.6561573080128956,0.3569171274215164,-0.042981103236897786,0.3569171274215164,15.736465945982156,0.22820625593109103,15.736465945982156,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,12.0,36.5,35.3,low,0.27538909586138033,0.34761988973524904,0.448804208775972,0.19667693065789485,0.6561573080128956,0.35057853906252995,-0.04315531243917801,0.35057853906252995,15.182492738273469,0.23005991694607072,15.182492738273469,4.980468750000001
Bs,B_{s1}(5750),lattice_fperp_s,12.4,36.5,35.3,low,0.27043603848553216,0.3421800109056127,0.448804208775972,0.19667693065789485,0.6561573080128956,0.34483965128678873,-0.04329443319492036,0.34483965128678873,14.689493546857255,0.2315456065221072,14.689493546857255,4.980468750000001
