group,Gamma2460_median,Gamma2460_p16,Gamma2460_p84,Gamma2460_half_width,Gamma2536_median,Gamma2536_p16,Gamma2536_p84,Gamma2536_half_width
borel_threshold,37.37478921595745,33.04720062661823,41.130452351016785,4.041625862199279,5.951452638308783,5.047550948265676,6.997409490948427,0.9749292713413755
theta,37.324448331166735,33.712571967137045,39.648902630244486,2.9681653315537204,5.829321666464622,2.3978025235198923,11.161421716801119,4.381809596640613
quark_and_hadron_masses,37.13376385266278,35.075033775676644,39.13875523163786,2.0318607279806074,6.011364192488593,4.92322145433837,7.2657966549492405,1.171287600305435
decay_constants,37.66184901566634,32.90944938788686,42.404902331021546,4.7477264715673435,5.910887630885018,3.4797935647845426,9.422637263538125,2.971421849376791
condensates_and_chi,38.73886409924893,29.22526690575742,48.61334205293587,9.694037573589226,6.404808301011817,3.9989562499515277,9.113333459852585,2.557188604950529
photon_DA_shape,37.182160522420766,37.18216052242076,37.18216052242078,1.0658141036401503e-14,6.039376705926203,6.039376705926193,6.039376705926212,9.325873406851315e-15
all_inputs_fixed_theta,37.42269351091417,26.757994555594387,50.23200903195406,11.737007238179835,5.50224559914526,2.7323196683571567,11.185314305602397,4.22649731862262
all_inputs_and_theta,36.07256188963794,25.662841627487346,48.343270087135906,11.34021422982428,6.284109004116631,1.7759402646192683,14.92545257596363,6.574756155672181
