sector,state,scenario,M2,s0,theta_deg,GA_basis,GB_basis,f1_GeV,f2_GeV,rho_AB,f1_target_clipped,g_2460,g_2536,Gamma_2460_keV,Gamma_2536_keV,chi_effective,g1_abs,g2_abs,scan,fixed_s0,fixed_M2,quoted_combo,g_low,g_high,g_quoted,Gamma_low_keV,Gamma_high_keV,Gamma_quoted_keV,g_quoted_abs
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.95,8.27,35.3,-0.34319445183599717,-0.2749498375683287,0.345,0.3807805629715229,-0.4081864418895571,0,-0.42979892241290085,0.027243164188057258,38.82982151365411,0.2303113066426271,4.980468750000001,0.42979892241290085,0.027243164188057258,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.0,8.27,35.3,-0.34561972915966804,-0.2759843766002858,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4318434513522795,0.02679882076461556,39.20012266327594,0.22285969499994873,4.980468750000001,0.4318434513522795,0.02679882076461556,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.05,8.27,35.3,-0.34798371452595284,-0.2769945991124676,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4338383088212719,0.02636698868626576,39.56312121128491,0.21573530813074634,4.980468750000001,0.4338383088212719,0.02636698868626576,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.1,8.27,35.3,-0.35028891186669564,-0.2779814539475212,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4357854753430172,0.02594712560274554,39.91905502899775,0.2089193528644402,4.980468750000001,0.4357854753430172,0.02594712560274554,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.15,8.27,35.3,-0.35253768122088663,-0.27894583614093055,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4376868184129379,0.02553872083547313,40.268150624683415,0.20239437829151388,4.980468750000001,0.4376868184129379,0.02553872083547313,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.2,8.27,35.3,-0.35473224935920483,-0.2798885909364785,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4395441008907854,0.02514129306883668,40.61062386413682,0.19614416129965953,4.980468750000001,0.4395441008907854,0.02514129306883668,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.25,8.27,35.3,-0.35687471946112986,-0.28081051743546476,0.345,0.3807805629715229,-0.4081864418895571,0,-0.44135898863540696,0.02475438824163275,40.946680635647176,0.190153603413872,4.980468750000001,0.44135898863540696,0.02475438824163275,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.3,8.27,35.3,-0.35896707994248767,-0.28171237191850995,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4431330574615493,0.024377577618679556,41.27651746423875,0.18440863767705468,4.980468750000001,0.4431330574615493,0.024377577618679556,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.35,8.27,35.3,-0.3610112125199096,-0.2825948708741426,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4448677994886579,0.024010456024874064,41.60032207960056,0.1788961444647571,4.980468750000001,0.4448677994886579,0.024010456024874064,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.4,8.27,35.3,-0.36300889958876087,-0.28345869376434235,0.345,0.3807805629715229,-0.4081864418895571,0,-0.44656462894349797,0.02365264022592563,41.91827394170648,0.1736038752632923,4.980468750000001,0.44656462894349797,0.02365264022592563,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.45,8.27,35.3,-0.3649618309824352,-0.2843044855537107,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4482248874713302,0.023303767441720535,42.23054472775083,0.16852038355783658,4.980468750000001,0.4482248874713302,0.023303767441720535,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,4.5,8.27,35.3,-0.36687161017332265,-0.2851328590258857,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4498498490041762,0.022963493979790764,42.537298783684165,0.1636349620789842,4.980468750000001,0.4498498490041762,0.022963493979790764,M2,8.27,,,,,,,,,
Ds,"Ds1(2460), Ds1(2536)",lattice_fperp_s,3.0,8.7,35.3,-0.3060369582872426,-0.2620002636672243,0.345,0.3807805629715229,-0.4081864418895571,0,-0.4016444967717446,0.036084271372573806,33.9092661578724,0.4040508681425843,4.980468750000001,0.4016444967717446,0.036084271372573806,M2,8.7,,,,,,,,,
