M2,s0_root,s0,theta_deg,GA,GB,GB_hard,GB_soft2p,GB_3p,G_low_combo,G_high_combo,Gamma_low_combo_keV,Gamma_high_combo_keV,fB_effective,hard_qcd_side,f1_tensor_matched,chi_effective,fperp_s_used_GeV,state,m_initial,m_final,quoted_combo,mass_comment,scenario,mb_MSbar,ms_MSbar,f_Bs,f_Bs1_A_working,fT_Bs1_working,G_quoted,Gamma_quoted_keV
8.0,6.15,37.822500000000005,35.3,0.8405348220473642,0.8224090107726553,0.2187308592028023,0.60299762050036,0.0006805310694929023,1.1569083635921058,0.21075674680751705,283.979312510997,9.42435755397037,0.22683827574263177,0.008875897229193224,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.21075674680751705,9.42435755397037
8.5,6.15,37.822500000000005,35.3,0.7905137333628669,0.7793535085065936,0.2124735773254346,0.5662655920521814,0.0006143391289775584,1.0928640822566908,0.1948126062914704,253.40844716682938,8.052354666919973,0.22683827574263177,0.01086031097328934,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.1948126062914704,8.052354666919973
9.0,6.15,37.822500000000005,35.3,0.7498831176992956,0.7441201290894877,0.20726855486409443,0.5362906474761183,0.0005609267492748626,1.0406300858442437,0.18201231046930166,229.76376410689787,7.028947626138582,0.22683827574263177,0.013006745397451188,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.18201231046930166,7.028947626138582
9.5,6.15,37.822500000000005,35.3,0.716338574930943,0.714835483757897,0.20288229376690137,0.5114361046423797,0.0005170853486159032,0.9973458161818158,0.17155770375622403,211.04755363045552,6.244666239563827,0.22683827574263177,0.015296727486525006,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.17155770375622403,6.244666239563827
10.0,6.15,37.822500000000005,35.3,0.6882524276203253,0.6901658599664064,0.1991439123096663,0.4905413820280704,0.0004805656286697613,0.960982214509446,0.1628910733740857,195.93836600960088,5.629675368165568,0.22683827574263177,0.017712043313128773,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.1628910733740857,5.629675368165568
10.5,6.15,37.822500000000005,35.3,0.6644469086169442,0.6691391678551327,0.19592580824128009,0.47276360807529777,0.00044975153855489596,0.9300653400238832,0.15561292881612282,183.5336503126059,5.1378347935891036,0.22683827574263177,0.020235197791459904,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.15561292881612282,5.1378347935891036
11.0,6.15,37.822500000000005,35.3,0.6440515953570018,0.6510321539289949,0.19313099194263936,0.45747770531660453,0.00042345666975104006,0.9035019380457097,0.1494308230552605,173.19962963121966,4.737717477996287,0.22683827574263177,0.022849708564639713,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.1494308230552605,4.737717477996287
11.5,6.15,37.822500000000005,35.3,0.6264110947066146,0.6352968406002469,0.19068457301236832,0.44421147433637886,0.00040079325149972364,0.8804660595476606,0.14412651814572636,164.48034970540309,4.407340171262372,0.22683827574263177,0.025540275920209052,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.14412651814572636,4.407340171262372
12.0,6.15,37.822500000000005,35.3,0.6110236751365721,0.6215112954038502,0.18852790662725014,0.4326023031772634,0.0003810855993366722,0.8603234201949952,0.1395343490183008,157.0407184149959,4.130960508351547,0.22683827574263177,0.02829286271854813,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.1395343490183008,4.130960508351547
12.5,6.15,37.822500000000005,35.3,0.5974995066818809,0.6093459181341352,0.1866144860984123,0.42236762046766085,0.0003638115680619466,0.8425797546526839,0.13552662277665767,150.62977298924386,3.897068273664864,0.22683827574263177,0.031094710911566983,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.13552662277665767,3.897068273664864
13.0,6.15,37.822500000000005,35.3,0.5855316427931546,0.5985398754640507,0.18490700765996343,0.4132843057024875,0.0003485621015997872,0.8268448156339332,0.13200355333042696,145.05636741980106,3.6970900246248513,0.22683827574263177,0.03393431488080759,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.13200355333042696,3.6970900246248513
13.5,6.15,37.822500000000005,35.3,0.5748754728196309,0.5888843213788405,0.18337523811789397,0.4051740705128933,0.00033501274805320633,0.8128068059260138,0.12888618799453683,140.1727019937277,3.5245326652930955,0.22683827574263177,0.03680136665812678,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.12888618799453683,3.5245326652930955
14.0,6.15,37.822500000000005,35.3,0.5653339224293693,0.5802102479800968,0.18199444243956264,0.397892902289356,0.00032290325117823835,0.8002139109247326,0.12611134950132652,135.86292985170354,3.374404395644854,0.22683827574263177,0.03968668402823045,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.12611134950132652,3.374404395644854
8.0,6.25,39.0625,35.3,0.8551402292508935,0.8343208401827743,0.22389677522019616,0.6097435338930852,0.0006805310694929023,1.1750699012501113,0.21579342719975192,292.96530178500205,9.880187967694,0.22683827574263177,0.009085525353144943,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.21579342719975192,9.880187967694
8.5,6.25,39.0625,35.3,0.8058954155983666,0.7918978329469423,0.2179136874580225,0.5733698063599422,0.0006143391289775584,1.1119903993302487,0.2001173418419342,262.35591333484155,8.496855509696974,0.22683827574263177,0.011138375137843576,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.2001173418419342,8.496855509696974
9.0,6.25,39.0625,35.3,0.7659894856854461,0.7572548871522824,0.2129646202747131,0.5437293401282944,0.0005609267492748626,1.0606570431778224,0.18756730273144412,238.69248310024412,7.464539979165484,0.22683827574263177,0.013364191188549236,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.18756730273144412,7.464539979165484
9.5,6.25,39.0625,35.3,0.7331223173030593,0.7285221059517669,0.20881759049882415,0.5191874301043268,0.0005170853486159032,1.0182145965308744,0.1773466278215451,219.97200792876947,6.673207848743711,0.22683827574263177,0.01574423138139026,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.1773466278215451,6.673207848743711
10.0,6.25,39.0625,35.3,0.7056701955298389,0.7043690103531453,0.20530311904526302,0.4985853256792125,0.0004805656286697613,0.9826389294238798,0.16889896975908902,204.86921974050514,6.052611281895379,0.22683827574263177,0.018259848843361435,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.16889896975908902,6.052611281895379
10.5,6.25,39.0625,35.3,0.682458987343506,0.6838264754165257,0.20229488966228307,0.48108183421568784,0.00044975153855489596,0.9524606208449444,0.16182609068433645,192.47877232216658,5.556302317515723,0.22683827574263177,0.020892995880750897,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.16182609068433645,5.556302317515723
11.0,6.25,39.0625,35.3,0.6626215824204384,0.6661739494679917,0.19969708453067547,0.46605340826756514,0.00042345666975104006,0.9265905351757028,0.15583668554596802,182.16481683874474,5.152620861134361,0.22683827574263177,0.023626555928886805,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.15583668554596802,5.152620861134361
11.5,6.25,39.0625,35.3,0.6455055949776531,0.6508659076749972,0.19743587696435266,0.45302923745914475,0.00040079325149972364,0.9042064629952561,0.15071355346703408,173.46984717118917,4.819404748404489,0.22683827574263177,0.02644454501251624,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.15071355346703408,4.819404748404489
12.0,6.25,39.0625,35.3,0.6306120180363569,0.6374826393995965,0.19545358565792142,0.4416479681423384,0.0003810855993366722,0.8846775076877039,0.14629196908660125,166.0575987517971,4.540772599651512,0.22683827574263177,0.029332216995339253,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.14629196908660125,4.540772599651512
12.5,6.25,39.0625,35.3,0.6175534873457962,0.6256965549690571,0.19370457577306743,0.43162816762792766,0.0003638115680619466,0.8675124696212957,0.1424450900686342,159.67621672619248,4.305105021361652,0.22683827574263177,0.032276099845404756,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.1424450900686342,4.305105021361652
13.0,6.25,39.0625,35.3,0.6060252872078549,0.6152486399119577,0.19215233224578163,0.4227477455645762,0.0003485621015997872,0.8523238750601039,0.13907389996474911,154.13387252200715,4.1037419989689905,0.22683827574263177,0.03526398393456756,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.13907389996474911,4.1037419989689905
13.5,6.25,39.0625,35.3,0.5957848259026279,0.6059316941503803,0.19076733557855283,0.4148293458237742,0.00033501274805320633,0.8388024367569129,0.13610014269808712,149.28224200001233,3.930121195152088,0.22683827574263177,0.038284878236977016,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.13610014269808712,3.930121195152088
14.0,6.25,39.0625,35.3,0.5866368574859567,0.5975782002729337,0.18952549701166146,0.40772980001009407,0.00032290325117823835,0.8266986130978314,0.13346127192769913,145.0050742788611,3.779194997251527,0.22683827574263177,0.04132894617204015,0.06801820716962186,4.980468750000001,-0.055080000000000004,Bs1_5830_observed_high_combo,5.8287,5.36692,high,observed narrow B_s1(5830),lattice_fperp_s,4.18,0.093,0.2303,0.14615715477391222,0.16629436276498455,0.13346127192769913,3.779194997251527
8.0,5.95,35.4025,35.3,0.46239308839163984,0.5668067608794088,0.1952571974925308,0.37089702451571493,0.0006525388711631383,0.7297896754546076,0.04984277250339075,51.90551730105506,0.2421154354155475,0.22471315655866592,0.008331439573418798,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.7297896754546076,51.90551730105506
8.5,5.95,35.4025,35.3,0.43304382535157315,0.5378653428988619,0.1896870489046551,0.3475864994213659,0.0005917945728409314,0.6892098009127219,0.04261375473577095,46.2936030183886,0.17697735398826192,0.22471315655866592,0.010148022729249749,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.6892098009127219,46.2936030183886
9.0,5.95,35.4025,35.3,0.4092281633516896,0.5141026304502422,0.18501514135663047,0.3285449255432996,0.0005425635503120893,0.6560540961747643,0.03690836230949002,41.946661030792896,0.13276012238543178,0.22471315655866592,0.012102281462014678,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.6560540961747643,41.946661030792896
9.5,5.95,35.4025,35.3,0.3895799596151952,0.4942881783753041,0.1810469537056988,0.31273922802404275,0.0005019966455625673,0.6285289126749918,0.032322656867068034,38.50069898363374,0.10181979009021418,0.22471315655866592,0.014176735714504694,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.6285289126749918,38.50069898363374
10.0,5.95,35.4025,35.3,0.37313655231517556,0.47754428064558946,0.17763927948066016,0.29943691479430484,0.0004680863706244628,0.605361640054154,0.02857816302553673,35.71477256310853,0.0795951695910946,0.22471315655866592,0.01635447337955891,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.605361640054154,35.71477256310853
10.5,5.95,35.4025,35.3,0.3592028626569854,0.4632299819951386,0.1746845737269674,0.2881060244924373,0.0004393837757338952,0.5856275140451086,0.02547798173984217,33.42420135611672,0.06326276036900445,0.22471315655866592,0.018619508947456034,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5856275140451086,33.42420135611672
11.0,5.95,35.4025,35.3,0.34726618242600454,0.4508674983244571,0.17210064591833713,0.2783520317262279,0.0004148206798920847,0.5686403247334131,0.022879763747991833,31.51326503296223,0.05101773400004135,0.22471315655866592,0.020956994236787423,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5686403247334131,31.51326503296223
11.5,5.95,35.4025,35.3,0.3369411241939211,0.4400941598667536,0.16982369881026974,0.2698768663309865,0.0003935947254973725,0.5538813846258119,0.02067855137286989,29.898653638566607,0.04167334064524084,0.22471315655866592,0.023353322297001065,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5538813846258119,29.898653638566607
12.0,5.95,35.4025,35.3,0.3279331061162273,0.43063020520511014,0.1678035201014226,0.26245159200970314,0.00037509309398435926,0.5409521435488506,0.01879558756559288,28.51909801525441,0.03442943588858392,0.22471315655866592,0.025796156576433155,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5409521435488506,28.51909801525441
12.5,5.95,35.4025,35.3,0.3200135548326901,0.4222566977313894,0.16600009371774585,0.25589776332396996,0.0003588406896736309,0.5295418362478417,0.017170839203052374,27.32867952513303,0.02873433404461653,0.22471315655866592,0.02827440963970143,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5295418362478417,27.32867952513303
13.0,5.95,35.4025,35.3,0.3130027076571462,0.414800069236218,0.1643811680828082,0.25007443695064563,0.00034446420276415654,0.5194049299438939,0.015757892912913823,26.292399864021036,0.024199945241202062,0.22471315655866592,0.030778189357029025,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5194049299438939,26.292399864021036
13.5,5.95,35.4025,35.3,0.30675745683000166,0.40812110029244936,0.1629204824294566,0.24486895115036955,0.0003316667126232206,0.5103451065192535,0.014520402080579253,25.38317847637239,0.020548275441148022,0.22471315655866592,0.033298725510205046,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5103451065192535,25.38317847637239
14.0,5.95,35.4025,35.3,0.30116260885671703,0.40210693153307886,0.16159645379174628,0.24019026830956702,0.00032020943176556564,0.5022036917630163,0.013429569610729192,24.579774575153703,0.017576900046157914,0.22471315655866592,0.0358282859706817,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5022036917630163,24.579774575153703
8.0,6.05,36.6025,35.3,0.47388485344876624,0.5790311731504576,0.20215486242862984,0.3762237718506647,0.0006525388711631383,0.746407081881532,0.052157664108448465,54.296220059470194,0.2651272456734289,0.22471315655866592,0.008625756399383675,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.746407081881532,54.296220059470194
8.5,6.05,36.6025,35.3,0.4449864373270449,0.5505685964279451,0.1968548495867734,0.35312195226833076,0.0005917945728409314,0.7064785330192052,0.04501989738643747,48.642516358348516,0.19752728538181888,0.22471315655866592,0.010531491208837042,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.7064785330192052,48.642516358348516
9.0,6.05,36.6025,35.3,0.4215864230103515,0.5272473158671266,0.19243197177725282,0.33427278053956166,0.0005425635503120893,0.673923282621131,0.03939864587662589,44.26281341035571,0.15127971046621283,0.22471315655866592,0.012587434021141632,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.673923282621131,44.26281341035571
9.5,6.05,36.6025,35.3,0.4023224172019374,0.5078408747711428,0.1886939583566493,0.31864491976893095,0.0005019966455625673,0.646953103920462,0.03489072655032022,40.790938302943566,0.11864190732472764,0.22471315655866592,0.014775528247188446,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.646953103920462,40.790938302943566
10.0,6.05,36.6025,35.3,0.3862350356733172,0.491475052919914,0.18549956968149817,0.3055073968677914,0.0004680863706244628,0.6243001254424394,0.03121832469488678,37.984370909775905,0.0949811186689308,0.22471315655866592,0.017078136002043304,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.6243001254424394,37.984370909775905
10.5,6.05,36.6025,35.3,0.37263206693375317,0.47751194398422653,0.18274298108940754,0.29432957911908514,0.0004393837757338952,0.605043728165233,0.028185119528427727,35.67727045302308,0.0774208358200059,0.22471315655866592,0.019478449063265676,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.605043728165233,35.67727045302308
11.0,6.05,36.6025,35.3,0.36100331513552625,0.46547643499517555,0.18034350915101707,0.28471810516426643,0.0004148206798920847,0.588501333974852,0.02564926869284173,33.75304799296422,0.06411624325092082,0.22471315655866592,0.02196074199345691,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.588501333974852,33.75304799296422
11.5,6.05,36.6025,35.3,0.35096559886909784,0.45500820131588204,0.17823867976322214,0.27637592682716255,0.0003935947254973725,0.5741574440914835,0.023506259774658422,32.127733862552944,0.05384993165312048,0.22471315655866592,0.024510509213162727,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5741574440914835,32.127733862552944
12.0,6.05,36.6025,35.3,0.3422262780286176,0.44582954548718096,0.17637944511066428,0.2690750072825323,0.00037509309398435926,0.561616314863667,0.02167772777717858,30.73955135631241,0.045797904818908455,0.22471315655866592,0.027114519291306094,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.561616314863667,30.73955135631241
12.5,6.05,36.6025,35.3,0.334558492850302,0.4377233521795336,0.17472681667324672,0.2626376948166133,0.0003588406896736309,0.5505696576654153,0.02010398566804622,29.542186839208032,0.03938967755373679,0.22471315655866592,0.02976081205147091,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5505696576654153,29.542186839208032
13.0,6.05,36.6025,35.3,0.32778399701484706,0.43051766469902825,0.17324945207171116,0.2569237484245529,0.00034446420276415654,0.5407741311803329,0.018738926412424778,28.500331412933132,0.034222166913709384,0.22471315655866592,0.032438657688443145,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5407741311803329,28.500331412933132
13.5,6.05,36.6025,35.3,0.3217610282921154,0.4240746934656226,0.17192189723326978,0.25182112951972957,0.0003316667126232206,0.5320353617670915,0.01754647528483344,27.586658012828007,0.030005292980881143,0.22471315655866592,0.035138491979626436,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5320353617670915,27.586658012828007
14.0,6.05,36.6025,35.3,0.31637559040362756,0.418282851262495,0.17072328691030128,0.24723935492042814,0.00032020943176556564,0.5241964052847999,0.016498077161300057,26.779728550986697,0.026526793379518427,0.22471315655866592,0.03785183772138837,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.5241964052847999,26.779728550986697
8.0,6.15,37.822500000000005,35.3,0.48461344342521295,0.5895490316784731,0.20801721034301632,0.38087928246429364,0.0006525388711631383,0.7611906991101649,0.05483584493418309,56.468342451547834,0.2930536757056657,0.22471315655866592,0.008875897229193224,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.7611906991101649,56.468342451547834
8.5,6.15,37.822500000000005,35.3,0.4562355178546558,0.56159603655664,0.20300115536520869,0.35800308661859037,0.0005917945728409314,0.7219788083807755,0.04782840450306053,50.80038390044474,0.22294096717003106,0.22471315655866592,0.01086031097328934,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.7219788083807755,50.80038390044474
9.0,6.15,37.822500000000005,35.3,0.43331938882037146,0.5387484717753775,0.19884224688148439,0.339363661343581,0.0005425635503120893,0.6900897920371782,0.0423283296865023,46.411894914623254,0.17461452063587293,0.22471315655866592,0.013006745397451188,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.6900897920371782,46.411894914623254
9.5,6.15,37.822500000000005,35.3,0.4145060047638669,0.5197831589535337,0.19535004170728035,0.32393112060069074,0.0005019966455625673,0.6637400299181359,0.03793327037429489,42.935261747916904,0.14023572586279115,0.22471315655866592,0.015296727486525006,0.06857951372041764,3.15,-0.034836479999999996,Bs1_lower_model_5720_low_combo,5.72,5.36692,low,model lower 1+ partner diagnostic,legacy_chi_condensate,4.18,0.093,0.2303,0.14753936745002144,0.1678670136320244,0.6637400299181359,42.935261747916904
