quantity,median,mean,std,q16,q84,min,max
f_Bcstar_projector_GeV,0.7531429176414072,0.7517068551700768,0.0628718644344885,0.6932788996608341,0.808010533480763,0.6461861755230458,0.8597608082632398
f_Bcstar_standard_GeV,0.43482726623852663,0.4339981551841308,0.036299087855705604,0.4002647593426701,0.4665050990131716,0.3730757623848452,0.49638313408947166
