quantity,median,mean,std,q16,q84,min,max
theta_deg,43.289447920184244,43.27209930896905,0.19277269889215418,43.10305582625799,43.440724161907475,42.97371857764589,43.58301768521686
f1_GeV,0.26361499337345934,0.2641620271076428,0.00572362165432447,0.2587709366912987,0.2687492593005253,0.25461219868610374,0.2726594085355047
f2_GeV,0.7219340070243987,0.723293874109597,0.017114665425367444,0.7090072398295697,0.7383105028503478,0.6952361568441848,0.7499357878930942
