state,basis,g_GeV_m2,Gamma_keV
6743,pure_JA,0.26998793244110203,877.7872289628672
6743,pure_JB,-0.35919774007586325,1553.702065151333
6750,pure_JA,0.09924459009581733,125.53168907987765
6750,pure_JB,-0.132099000366093,222.40203162995758
