source_index,channel,delta_g_over_g_G2ap,g_pert_GeV_inv,Gamma_pert_keV,g_pert_plus_G2ap_GeV_inv,Gamma_pert_plus_G2ap_keV
1,Bc1(6743)->Bc gamma,0.5410708824309617,0.02305245275623095,0.11925253142298399,0.035525463711242884,0.28321277303776726
1,Bc1(6750)->Bc gamma,0.11247231025122854,-0.15291849920102293,5.511725517510726,-0.17011759608631263,6.821281963551496
2,Bc1(6743)->Bc gamma,0.5496014812292399,0.027681821417414675,0.17195810504463271,0.04289579147154908,0.41291693622843845
2,Bc1(6750)->Bc gamma,0.12011826304435345,-0.20260776407170555,9.675639865564058,-0.22694465677129896,12.139685948891994
3,Bc1(6743)->Bc gamma,0.545084245487796,0.03369034652895278,0.25470899456205964,0.0520544236469094,0.6080630450302401
3,Bc1(6750)->Bc gamma,0.11197252959078177,-0.1984116048792498,9.279010529652501,-0.22062825417774612,11.473337909747531
4,Bc1(6743)->Bc gamma,0.5462521235125468,0.031527180360502706,0.22305069870479358,0.04874896958079037,0.5332909406828651
4,Bc1(6750)->Bc gamma,0.1205626730075228,-0.15729129586474652,5.8314547295811,-0.1762547549350175,7.3223285518933015
5,Bc1(6743)->Bc gamma,0.5496014812292399,0.0380870872116547,0.32552837195156675,0.059019806758887364,0.7816798048965705
5,Bc1(6750)->Bc gamma,0.13044208736404103,-0.19146721702806221,8.640848233988548,-0.2164426004789865,11.042134020948632
6,Bc1(6743)->Bc gamma,0.5410708824309617,0.035115381018651755,0.2767120651717483,0.0541152912133131,0.6571633354459256
6,Bc1(6750)->Bc gamma,0.13006876289986738,-0.17649515447996122,7.342316493856308,-0.19945166088099076,9.376544992202989
7,Bc1(6743)->Bc gamma,0.5496014812292399,0.03107470448189081,0.21669422628750257,0.048153408093898904,0.5203402072487558
7,Bc1(6750)->Bc gamma,0.11155245463264536,-0.18209269734143851,7.81542475102662,-0.20240558470055536,9.656339136856369
8,Bc1(6743)->Bc gamma,0.5411189971984474,0.04070275796291276,0.37177570024346757,0.06272779353501523,0.882985045396541
8,Bc1(6750)->Bc gamma,0.11155245463264536,-0.21094892223860098,10.488711726060505,-0.23448079231642796,12.959315809707984
9,Bc1(6743)->Bc gamma,0.5428055417344867,0.037940564861137435,0.3230285517057412,0.058534913724299566,0.76888836766026
9,Bc1(6750)->Bc gamma,0.13006876289986738,-0.19780807884708645,9.22264681831365,-0.2235367309543264,11.777831003536152
10,Bc1(6743)->Bc gamma,0.545084245487796,0.03419439391049855,0.26238750272393124,0.052833219315115136,0.6263938348879953
10,Bc1(6750)->Bc gamma,0.12011826304435345,-0.19332403231741072,8.809255729860732,-0.21654577928410854,11.05266416380332
