channel,g_pert_median_GeV_inv,g_pert_q16_GeV_inv,g_pert_q84_GeV_inv,Gamma_pert_median_keV,Gamma_pert_q16_keV,Gamma_pert_q84_keV,median_abs_delta_g_over_g_G2_env,max_abs_delta_g_over_g_G2_env,median_abs_delta_Gamma_over_Gamma_G2_env,max_abs_delta_Gamma_over_Gamma_G2_env,median_Gamma_G2_shift_envelope_keV,max_Gamma_G2_shift_envelope_keV
Bc1(6743)->Bc gamma,0.031545267593913254,0.026853995659137153,0.03701448346321781,0.22330670224468105,0.16182714892626351,0.30745156872346496,0.05768414438074476,0.1284738724458059,0.11536828876148952,0.2569477448916118,0.02495474857118951,0.05989011378926383
Bc1(6750)->Bc gamma,-0.18431494186059638,-0.20496097144397726,-0.1673280837780792,8.007346376941614,6.599411468009535,9.901706836774675,0.05768414438074476,0.1284738724458059,0.11536828876148952,0.2569477448916118,0.9141536995007894,2.303375975645295
