baseline_low_A_piece,baseline_low_B_piece,baseline_high_A_piece,baseline_high_B_piece,baseline_low_sum,baseline_high_sum
0.004369685370567148,-0.006171437749845527,0.004638708801224232,0.005816247201071248,-0.0018017523792783789,0.010454956002295481
