sector,scenario,ensemble,window_id,M2,s0,theta_deg,f1_GeV,f2_GeV,normalization_scheme,two_point_M2_GeV2,two_point_s0_mix_GeV2,two_point_s01_GeV2,two_point_s02_GeV2,T_A,T_B,T_A_pert,T_A_tw2,T_A_tw3,T_A_tw4,T_A_3p_g,T_A_3p_gamma,T_B_pert,T_B_tw2,T_B_tw3,T_B_tw4,T_B_3p_g,T_B_3p_gamma,chi_effective,fperp_s_used_GeV,transition_scheme,state,state_key,g_GeV_inv,g_A_component_GeV_inv,g_B_component_GeV_inv,interference,Gamma_keV,physical_normalization,two_point_matrix_theta_deg,two_point_offdiag_residual,mass_low_GeV,mass_high_GeV,g_low_GeV_inv,g_high_GeV_inv,quoted_combo
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.9953083755729852,7.761289057185943,30.056027188985833,0.4257540792349703,0.1721516316119589,AA_AB_BB_two_point_LO_d3_d5,2.145007208652846,10.334663266991267,8.1,10.05,-0.02899042774764021,-0.07200469791952363,-0.08715053148974633,0.055775679695575196,0.0,0.004944718823369749,0.00014903205156210667,-0.002709326828400928,-0.1136400539728416,0.05218652372348442,-0.007500972321201703,0.004626526966415737,-0.0003097943634181179,-0.007366927951962357,5.631768120676171,-0.05498687020701273,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.13238760262479998,-0.3027882226198975,0.4351758252446975,destructive,5.438795055808323,12.066996561116865,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.201176060879642,7.960512268361526,41.91119327743854,0.41356883694030316,0.17680813770019915,AA_AB_BB_two_point_LO_d3_d5,2.0160427345577543,9.731980680927578,8.325,9.725,-0.021238869150881023,-0.04992697069652212,-0.07011984232018745,0.04630011327212459,0.0,0.005622105715401474,0.00015957954980142517,-0.0032008253680210646,-0.08672805713569676,0.0425703077209505,-0.0020598509832608796,0.005169204855670386,-0.0003259735080570066,-0.008552601646128363,4.938807620420457,-0.05640477988256566,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.3436366258893093,-0.09495587738867162,-0.2486807485006377,constructive,24.749197040835757,6.693115729115728,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.201176060879642,7.960512268361526,41.91119327743854,0.41356883694030316,0.17680813770019915,AA_AB_BB_two_point_LO_d3_d5,2.0160427345577543,9.731980680927578,8.325,9.725,-0.021238869150881023,-0.04992697069652212,-0.07011984232018745,0.04630011327212459,0.0,0.005622105715401474,0.00015957954980142517,-0.0032008253680210646,-0.08672805713569676,0.0425703077209505,-0.0020598509832608796,0.005169204855670386,-0.0003259735080570066,-0.008552601646128363,4.938807620420457,-0.05640477988256566,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.28271071773525414,-0.254688896245851,0.5373996139811051,destructive,24.785490232052183,16.113875603514625,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.014097953460985,8.447074891159053,27.1657498949256,0.42143058328434646,0.1569444797453444,AA_AB_BB_two_point_LO_d3_d5,2.6511549029531127,10.606286608444304,8.125,9.4,-0.03613106397083899,-0.0829433275568071,-0.102570820541855,0.06410057792691827,0.0,0.005276724892079263,0.00016250299280170388,-0.0031000492407832294,-0.12937031573462748,0.059963297511626275,-0.00970713344292703,0.004936146206848478,-0.00033772659469683914,-0.008427595503030494,5.630111343982174,-0.05814084435858511,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.4184696997158772,-0.0764554982266128,-0.3420142014892644,constructive,36.816291385418985,4.6347278860411025,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.014097953460985,8.447074891159053,27.1657498949256,0.42143058328434646,0.1569444797453444,AA_AB_BB_two_point_LO_d3_d5,2.6511549029531127,10.606286608444304,8.125,9.4,-0.03613106397083899,-0.0829433275568071,-0.102570820541855,0.06410057792691827,0.0,0.005276724892079263,0.00016250299280170388,-0.0031000492407832294,-0.12937031573462748,0.059963297511626275,-0.00970713344292703,0.004936146206848478,-0.00033772659469683914,-0.008427595503030494,5.630111343982174,-0.05814084435858511,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.0724354483494622,-0.4068123916489662,0.4792478399984284,destructive,1.6278006331877408,12.655373830222933,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.387751532946361,8.002830156991882,38.809251573151165,0.39797772429317174,0.16273861896297365,AA_AB_BB_two_point_LO_d3_d5,2.34156100606512,9.148947811738196,7.9,9.2,-0.03874602349422771,-0.09041910059183891,-0.10511648565012041,0.06338869426266994,0.0,0.0063113722223328865,0.0001977398468376557,-0.00352734417594778,-0.134732843493987,0.05937157857746163,-0.010956551792396825,0.0059114032271606306,-0.00041147297677331877,-0.009601214133304024,4.476447946235219,-0.05492467819812723,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.424680868131109,-0.10885072520982668,-0.3158301429212823,constructive,37.70154604379086,4.482537720305932,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.387751532946361,8.002830156991882,38.809251573151165,0.39797772429317174,0.16273861896297365,AA_AB_BB_two_point_LO_d3_d5,2.34156100606512,9.148947811738196,7.9,9.2,-0.03874602349422771,-0.09041910059183891,-0.10511648565012041,0.06338869426266994,0.0,0.0063113722223328865,0.0001977398468376557,-0.00352734417594778,-0.134732843493987,0.05937157857746163,-0.010956551792396825,0.0059114032271606306,-0.00041147297677331877,-0.009601214133304024,4.476447946235219,-0.05492467819812723,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.2940050883163268,-0.33527331175540404,0.6292784000717309,destructive,26.830031686433887,11.104586861995262,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.196500186105701,7.975141951510759,30.716924298693094,0.4417731091034958,0.16049604654881125,AA_AB_BB_two_point_LO_d3_d5,2.5476010011832724,9.042763787149312,8.25,9.35,-0.022842576730902,-0.061938391358758664,-0.07198803637159136,0.046576891758821515,0.0,0.005783026385727859,0.00016756873184401707,-0.0033820272357040276,-0.09262478134169348,0.04361081733058275,-0.008787969497268787,0.005414756068993193,-0.00034857564577775435,-0.009202638273594582,4.709017076393456,-0.054749881915272365,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.3885319402363379,-0.0698337492770386,-0.3186981909592993,constructive,31.860417756390664,5.985108510078178,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.196500186105701,7.975141951510759,30.716924298693094,0.4417731091034958,0.16049604654881125,AA_AB_BB_two_point_LO_d3_d5,2.5476010011832724,9.042763787149312,8.25,9.35,-0.022842576730902,-0.061938391358758664,-0.07198803637159136,0.046576891758821515,0.0,0.005783026385727859,0.00016756873184401707,-0.0033820272357040276,-0.09262478134169348,0.04361081733058275,-0.008787969497268787,0.005414756068993193,-0.00034857564577775435,-0.009202638273594582,4.709017076393456,-0.054749881915272365,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.20343206303897104,-0.3329091866914921,0.5363412497304632,destructive,12.855829317013276,16.952472145324382,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.31506763434118,8.472211462627877,25.447876292716167,0.4315702197511736,0.1688906613520277,AA_AB_BB_two_point_LO_d3_d5,2.5244370284931894,9.237816579059254,8.2,9.575,-0.046396593629483195,-0.09286354961346015,-0.11595886887100532,0.06734792288118797,0.0,0.005002258100956438,0.00015827320242995096,-0.0029461789430522403,-0.1432348032685293,0.06278049902746656,-0.008763218897445203,0.004663013295840682,-0.00032778440108044893,-0.007981255369712437,5.790140129749158,-0.05610396495322504,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.4275137554112645,-0.0821176985268624,-0.3453960568844021,constructive,38.31920446416434,4.119036292107972,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.31506763434118,8.472211462627877,25.447876292716167,0.4315702197511736,0.1688906613520277,AA_AB_BB_two_point_LO_d3_d5,2.5244370284931894,9.237816579059254,8.2,9.575,-0.046396593629483195,-0.09286354961346015,-0.11595886887100532,0.06734792288118797,0.0,0.005002258100956438,0.00015827320242995096,-0.0029461789430522403,-0.1432348032685293,0.06278049902746656,-0.008763218897445203,0.004663013295840682,-0.00032778440108044893,-0.007981255369712437,5.790140129749158,-0.05610396495322504,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,-0.02125836631268746,-0.44698272599065597,0.4257243596779685,destructive,0.14023306744066918,10.669109357896897,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.10363417436744,7.942308199190362,30.88297226300958,0.41112050584118015,0.1526741293410721,AA_AB_BB_two_point_LO_d3_d5,2.470774796472061,9.568049222494881,8.075,9.375,-0.037950472336399685,-0.08628455492035729,-0.09688896158069839,0.05683302859140225,0.0,0.004522348518858047,0.00013959302295881432,-0.0025564808889204102,-0.12497667273565385,0.05331896887571768,-0.011608586485084556,0.00424272585674975,-0.00029095444014730755,-0.006970035991939022,5.921083811275377,-0.05235606781244882,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.43440939171472487,-0.09047390847575658,-0.3439354832389683,constructive,39.64553223009566,4.644581208951308,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.10363417436744,7.942308199190362,30.88297226300958,0.41112050584118015,0.1526741293410721,AA_AB_BB_two_point_LO_d3_d5,2.470774796472061,9.568049222494881,8.075,9.375,-0.037950472336399685,-0.08628455492035729,-0.09688896158069839,0.05683302859140225,0.0,0.004522348518858047,0.00013959302295881432,-0.0025564808889204102,-0.12497667273565385,0.05331896887571768,-0.011608586485084556,0.00424272585674975,-0.00029095444014730755,-0.006970035991939022,5.921083811275377,-0.05235606781244882,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.14889843275348075,-0.41382554914187814,0.5627239818953589,destructive,6.883712757997658,12.70582165075787,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.178982204341001,8.440630349497036,27.961002722746866,0.42109423186655137,0.16708097492668017,AA_AB_BB_two_point_LO_d3_d5,2.5365617049531397,9.276449989074116,8.15,9.725,-0.035461393857031134,-0.08711307822269847,-0.10280339936302091,0.06550198923527269,0.0,0.004040039412508177,0.00012431136720998008,-0.002324334509001071,-0.13296840068935176,0.06162018827679368,-0.012951210165514879,0.0038006172354589016,-0.00025981230109463506,-0.00635446057898978,7.370499724874995,-0.058294933997747767,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.4203132357607352,-0.07468630173173904,-0.3456269340289962,constructive,37.18978411173348,4.491922456561601,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.178982204341001,8.440630349497036,27.961002722746866,0.42109423186655137,0.16708097492668017,AA_AB_BB_two_point_LO_d3_d5,2.5365617049531397,9.276449989074116,8.15,9.725,-0.035461393857031134,-0.08711307822269847,-0.10280339936302091,0.06550198923527269,0.0,0.004040039412508177,0.00012431136720998008,-0.002324334509001071,-0.13296840068935176,0.06162018827679368,-0.012951210165514879,0.0038006172354589016,-0.00025981230109463506,-0.00635446057898978,7.370499724874995,-0.058294933997747767,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.10942061384377039,-0.3598974805571473,0.4693180944009177,destructive,3.7142123685590627,11.490291224817721,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.9236570736832572,8.435280931520085,34.41741731472933,0.42435191882040946,0.16963915618147946,AA_AB_BB_two_point_LO_d3_d5,2.103028248649953,10.235459679090866,8.25,10.1,-0.03403048306738354,-0.07730030638429289,-0.09550501722522234,0.058445696141975444,0.0,0.006778951630250578,0.0002061364327726554,-0.003956250047159887,-0.12490557563922314,0.0552158143638927,-0.002720302392872174,0.006404326742699183,-0.0004326592937278313,-0.010861910165061623,4.115184935174884,-0.05487759965502161,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.3942805903692157,-0.091368431878453,-0.3029121584907627,constructive,32.62405503120638,4.75020360154238,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.9236570736832572,8.435280931520085,34.41741731472933,0.42435191882040946,0.16963915618147946,AA_AB_BB_two_point_LO_d3_d5,2.103028248649953,10.235459679090866,8.25,10.1,-0.03403048306738354,-0.07730030638429289,-0.09550501722522234,0.058445696141975444,0.0,0.006778951630250578,0.0002061364327726554,-0.003956250047159887,-0.12490557563922314,0.0552158143638927,-0.002720302392872174,0.006404326742699183,-0.0004326592937278313,-0.010861910165061623,4.115184935174884,-0.05487759965502161,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.1889449211157782,-0.33961871240134023,0.5285636335171184,destructive,11.08374131955694,12.097628150045086,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.082534078419916,7.781731931020802,25.81004868807542,0.39310098733263565,0.17195168293061355,AA_AB_BB_two_point_LO_d3_d5,2.2652378096353663,10.254747051475727,7.75,9.95,-0.022577353394799455,-0.05677634595144166,-0.06929342903984831,0.043998977581584935,0.0,0.006050356378282582,0.00017339532648124345,-0.0035066536412999088,-0.08447613998201116,0.0403710133672146,-0.008518798506078779,0.005551470321580584,-0.0003534636751289757,-0.009350427477017934,4.4489079818297235,-0.054412348537081726,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.4425395750538141,-0.07138105966162274,-0.37115851539219136,constructive,41.124148579940844,7.261603210083555,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.082534078419916,7.781731931020802,25.81004868807542,0.39310098733263565,0.17195168293061355,AA_AB_BB_two_point_LO_d3_d5,2.2652378096353663,10.254747051475727,7.75,9.95,-0.022577353394799455,-0.05677634595144166,-0.06929342903984831,0.043998977581584935,0.0,0.006050356378282582,0.00017339532648124345,-0.0035066536412999088,-0.08447613998201116,0.0403710133672146,-0.008518798506078779,0.005551470321580584,-0.0003534636751289757,-0.009350427477017934,4.4489079818297235,-0.054412348537081726,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.07525882119448513,-0.348064891695048,0.42332371288953313,destructive,1.7582081449596734,17.124886926258704,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.1434612569986005,7.6019526231690016,43.03322012467735,0.38660708077466555,0.18059221163198744,AA_AB_BB_two_point_LO_d3_d5,2.5221205198597607,10.753005070444251,7.85,9.325,-0.024526637353100195,-0.05545868539818188,-0.06767378656835318,0.041457211793125254,0.0,0.0037298297757043537,0.00010780885948176532,-0.0021477012130583814,-0.08777750605146943,0.03883046391595963,-0.0039348215710127464,0.0034935060573025962,-0.00022434028917497057,-0.005845987459786951,6.711656365515637,-0.05038950994266571,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.39836739941311083,-0.11641423646982757,-0.28195316294328326,constructive,33.21609402067903,6.955284256979095,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.1434612569986005,7.6019526231690016,43.03322012467735,0.38660708077466555,0.18059221163198744,AA_AB_BB_two_point_LO_d3_d5,2.5221205198597607,10.753005070444251,7.85,9.325,-0.024526637353100195,-0.05545868539818188,-0.06767378656835318,0.041457211793125254,0.0,0.0037298297757043537,0.00010780885948176532,-0.0021477012130583814,-0.08777750605146943,0.03883046391595963,-0.0039348215710127464,0.0034935060573025962,-0.00022434028917497057,-0.005845987459786951,6.711656365515637,-0.05038950994266571,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.30562330934949283,-0.2750836586688062,0.580706968018299,destructive,28.974452203048653,15.343847238988975,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.314340884948295,7.50660774052418,35.01188853582066,0.4134580790072452,0.17554170895931123,AA_AB_BB_two_point_LO_d3_d5,2.5348168397968713,10.11181174367067,7.95,9.925,-0.03749177966450793,-0.06744511936941151,-0.10467449375899422,0.0641060565805619,0.0,0.006420008225726074,0.0002033033065809943,-0.0035466540183826745,-0.12512711714503216,0.05860883725734332,0.003039735208313071,0.005869480004896704,-0.000412941774702189,-0.009423112920230256,4.579071009671174,-0.056927059767160886,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.33540663544858196,-0.09400396304167717,-0.24140267240690477,constructive,23.572503176705737,4.370087559321491,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.314340884948295,7.50660774052418,35.01188853582066,0.4134580790072452,0.17554170895931123,AA_AB_BB_two_point_LO_d3_d5,2.5348168397968713,10.11181174367067,7.95,9.925,-0.03749177966450793,-0.06744511936941151,-0.10467449375899422,0.0641060565805619,0.0,0.006420008225726074,0.0002033033065809943,-0.0035466540183826745,-0.12512711714503216,0.05860883725734332,0.003039735208313071,0.005869480004896704,-0.000412941774702189,-0.009423112920230256,4.579071009671174,-0.056927059767160886,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.08336156938593758,-0.3203979978313749,0.4037595672173125,destructive,2.158145541716403,10.434035983985943,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.42389920225074,8.26280131486481,35.23218710665952,0.38548125943411016,0.17220572030466488,AA_AB_BB_two_point_LO_d3_d5,2.289993851851285,9.186877226865423,7.7,10.3,-0.02352779771684443,-0.05652527581353964,-0.0777652139790293,0.05184024425826059,0.0,0.0053765606646101185,0.00015714254809908246,-0.003136531208784919,-0.1027362223485945,0.048969182260655476,0.0011030309318387638,0.005078791253550277,-0.000329784271166382,-0.008610273639823276,5.276039667621498,-0.056794900764957766,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.3746611744029721,-0.08511763825711294,-0.28954353614585915,constructive,29.46264555234247,6.271108541544583,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.42389920225074,8.26280131486481,35.23218710665952,0.38548125943411016,0.17220572030466488,AA_AB_BB_two_point_LO_d3_d5,2.289993851851285,9.186877226865423,7.7,10.3,-0.02352779771684443,-0.05652527581353964,-0.0777652139790293,0.05184024425826059,0.0,0.0053765606646101185,0.00015714254809908246,-0.003136531208784919,-0.1027362223485945,0.048969182260655476,0.0011030309318387638,0.005078791253550277,-0.000329784271166382,-0.008610273639823276,5.276039667621498,-0.056794900764957766,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.1927256711323348,-0.2765901023895826,0.4693157735219174,destructive,11.523059792904656,14.392243271180309,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.9904975437366135,8.082063265541409,29.87135311101135,0.42340001642209985,0.16605633265732408,AA_AB_BB_two_point_LO_d3_d5,2.45334461036448,9.200150409581006,8.025,9.875,-0.03514010752205229,-0.07350829586498843,-0.09569610437383874,0.057801008185417946,0.0,0.006039664653923737,0.00018546714509623766,-0.00347014313265146,-0.12380886071590788,0.054358990458904466,0.00013315166874876416,0.005680005999972318,-0.0003875103357678724,-0.009484072940938226,4.5621816591589335,-0.05398625242290355,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.37629983062625866,-0.08106286470943047,-0.2952369659168282,constructive,29.79878282325804,4.631719133594378,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.9904975437366135,8.082063265541409,29.87135311101135,0.42340001642209985,0.16605633265732408,AA_AB_BB_two_point_LO_d3_d5,2.45334461036448,9.200150409581006,8.025,9.875,-0.03514010752205229,-0.07350829586498843,-0.09569610437383874,0.057801008185417946,0.0,0.006039664653923737,0.00018546714509623766,-0.00347014313265146,-0.12380886071590788,0.054358990458904466,0.00013315166874876416,0.005680005999972318,-0.0003875103357678724,-0.009484072940938226,4.5621816591589335,-0.05398625242290355,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.07374621135670117,-0.3660164330917703,0.43976264444847146,destructive,1.686586875660666,12.011723748435935,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.012997169452226,7.513498864174863,44.81983247980924,0.39662343354908614,0.21886895584173974,AA_AB_BB_two_point_LO_d3_d5,2.087262456596715,10.794144915312415,7.825,11.225,-0.027883990950955208,-0.056098954486429674,-0.09101981524363167,0.06151427931372545,0.0,0.0033881895116943234,0.00010417332688976169,-0.001870817859633069,-0.11467846542199936,0.05706979445472292,0.0036250259174536574,0.0031433885134194953,-0.00021471739863618828,-0.0050439805513902035,8.955445114878081,-0.059420709440778624,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.2967906727990546,-0.09812681762619307,-0.1986638551728615,constructive,18.655573826261904,4.99249603392364,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,4.012997169452226,7.513498864174863,44.81983247980924,0.39662343354908614,0.21886895584173974,AA_AB_BB_two_point_LO_d3_d5,2.087262456596715,10.794144915312415,7.825,11.225,-0.027883990950955208,-0.056098954486429674,-0.09101981524363167,0.06151427931372545,0.0,0.0033881895116943234,0.00010417332688976169,-0.001870817859633069,-0.11467846542199936,0.05706979445472292,0.0036250259174536574,0.0031433885134194953,-0.00021471739863618828,-0.0050439805513902035,8.955445114878081,-0.059420709440778624,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.18178350752815228,-0.18191875798411286,0.36370226551226514,destructive,10.254587477018378,9.197635321844631,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.6847419058684396,8.29333634802093,27.07727743636206,0.44300749039292997,0.15267929847238149,AA_AB_BB_two_point_LO_d3_d5,2.2840549581561658,9.703869210591439,8.375,9.275,-0.032077380597264255,-0.06716383084462615,-0.09037115945864167,0.05557900454337432,0.0,0.006094805139053712,0.00018262105228267848,-0.003562651873333294,-0.11277635017567991,0.0516279203226533,-0.0016826232989434699,0.005661528425821264,-0.000376881693574185,-0.009617424424903142,4.627451762972802,-0.055831331287474785,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.370308573685721,-0.07267134740241185,-0.2976372262833092,constructive,28.76502247972681,4.977025423183556,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.6847419058684396,8.29333634802093,27.07727743636206,0.44300749039292997,0.15267929847238149,AA_AB_BB_two_point_LO_d3_d5,2.2840549581561658,9.703869210591439,8.375,9.275,-0.032077380597264255,-0.06716383084462615,-0.09037115945864167,0.05557900454337432,0.0,0.006094805139053712,0.00018262105228267848,-0.003562651873333294,-0.11277635017567991,0.0516279203226533,-0.0016826232989434699,0.005661528425821264,-0.000376881693574185,-0.009617424424903142,4.627451762972802,-0.055831331287474785,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.029657816941476123,-0.4212317487424921,0.4508895656839682,destructive,0.2728597879171284,14.748242491039681,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.0556113380233616,7.845054931969031,31.20211598904351,0.39791954304263083,0.17294884563432533,AA_AB_BB_two_point_LO_d3_d5,2.4228140636824778,9.946348353529785,7.75,10.075,-0.01647924169405532,-0.05221996044530563,-0.0614311153433441,0.04199088678724502,0.0,0.0063727875739490545,0.00017749672185860257,-0.003589297433763898,-0.08125063350557551,0.039386233201291206,-0.006179307259950151,0.005977489801575018,-0.0003698793390758174,-0.009783863343570362,4.184649442760403,-0.05472103058992287,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.39094682603646147,-0.06273287873522501,-0.3282139473012365,constructive,32.106310975861206,7.348168517750938,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.0556113380233616,7.845054931969031,31.20211598904351,0.39791954304263083,0.17294884563432533,AA_AB_BB_two_point_LO_d3_d5,2.4228140636824778,9.946348353529785,7.75,10.075,-0.01647924169405532,-0.05221996044530563,-0.0614311153433441,0.04199088678724502,0.0,0.0063727875739490545,0.00017749672185860257,-0.003589297433763898,-0.08125063350557551,0.039386233201291206,-0.006179307259950151,0.005977489801575018,-0.0003698793390758174,-0.009783863343570362,4.184649442760403,-0.05472103058992287,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.2260859455107828,-0.24593986629112966,0.47202581180191244,destructive,15.856053947149718,17.44818763838879,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.5173492727244717,8.029666372681636,29.403013434973804,0.4224505492435528,0.17354298503123555,AA_AB_BB_two_point_LO_d3_d5,2.3612365818413434,10.848420238397969,8.075,10.2,-0.02904075227965748,-0.06030896970634519,-0.0818219682736729,0.050909827451925904,0.0,0.0041461411932826936,0.00012258301595375142,-0.00239733566714693,-0.10364515228924698,0.04741056833442497,-0.0011938779421933753,0.0038611584483158015,-0.00025362039428977073,-0.006488045863355835,6.598859464544197,-0.054485989030094266,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.37081039789154113,-0.07914677541689985,-0.2916636224746413,constructive,29.054348626211265,5.551220470137387,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.5173492727244717,8.029666372681636,29.403013434973804,0.4224505492435528,0.17354298503123555,AA_AB_BB_two_point_LO_d3_d5,2.3612365818413434,10.848420238397969,8.075,10.2,-0.02904075227965748,-0.06030896970634519,-0.0818219682736729,0.050909827451925904,0.0,0.0041461411932826936,0.00012258301595375142,-0.00239733566714693,-0.10364515228924698,0.04741056833442497,-0.0011938779421933753,0.0038611584483158015,-0.00025362039428977073,-0.006488045863355835,6.598859464544197,-0.054485989030094266,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.05958741446473648,-0.34988650072971306,0.40947391519444953,destructive,1.102064495654447,13.829530752531708,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.7295549280375124,8.179391779500026,36.29375883877594,0.41341363702249945,0.17479695798910205,AA_AB_BB_two_point_LO_d3_d5,2.4074173136873114,9.042996546278525,8.025,10.4,-0.028954669421577293,-0.05912342121787717,-0.09095620023161971,0.05944373683955596,0.0,0.0057441795544476894,0.00017376303519375626,-0.0033601486191549906,-0.11548573658410122,0.05559769688362989,0.004886310368530012,0.0053725282206823054,-0.0003610675235880928,-0.009133152583030064,5.1844442105807325,-0.058711636814351834,rohrwild_nonlocal_exact_post_borel,D_{s1}(2460),Ds1_2460,-0.3345123392821354,-0.08848628748995538,-0.24602605179218007,constructive,23.450153605056048,5.162860576375146,,,,,,,
Ds,lattice_fperp_s,theta_sensitivity_25_45,central,3.7295549280375124,8.179391779500026,36.29375883877594,0.41341363702249945,0.17479695798910205,AA_AB_BB_two_point_LO_d3_d5,2.4074173136873114,9.042996546278525,8.025,10.4,-0.028954669421577293,-0.05912342121787717,-0.09095620023161971,0.05944373683955596,0.0,0.0057441795544476894,0.00017376303519375626,-0.0033601486191549906,-0.11548573658410122,0.05559769688362989,0.004886310368530012,0.0053725282206823054,-0.0003610675235880928,-0.009133152583030064,5.1844442105807325,-0.058711636814351834,rohrwild_nonlocal_exact_post_borel,D_{s1}(2536),Ds1_2536,0.14531401940095934,-0.29085803900069734,0.4361720584016567,destructive,6.550617977691512,12.463250314515841,,,,,,,
