sector,state,state_label,scan,M2,s0,g_abs
Bs,Bs1_5830,B_{s1}(5830),s0,12.0,41.8,0.03971042014349111
Bs,Bs1_5830,B_{s1}(5830),s0,12.0,41.85,0.03960275763187672
Bs,Bs1_5830,B_{s1}(5830),s0,12.0,41.9,0.03949443741454753
Bs,Bs1_5830,B_{s1}(5830),s0,12.0,41.95,0.03938546496439679
Bs,Bs1_5830,B_{s1}(5830),s0,12.0,42.0,0.03927584573390277
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.0,0.04165413443741438
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.05,0.04156480458287489
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.1,0.04147446107929967
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.15,0.04138310958907496
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.2,0.04129075576589033
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.25,0.041197405254584485
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.3,0.04110306369099422
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.35,0.041007736701806345
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.4,0.04091142990441055
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.45,0.040814148906756276
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.5,0.04071589930720977
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.55,0.04061668669441627
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.6,0.040516516647162035
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.65,0.04041539473423916
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.7,0.040313326514313456
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.75,0.040210317535794016
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.8,0.04010637333670422
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.85,0.04000149944455626
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.9,0.03989570137622708
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,40.95,0.03978898463783545
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.0,0.039681354724623
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.05,0.039572817120836504
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.1,0.03946337729961084
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.15,0.039353040722856364
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.2,0.039241812841146154
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.25,0.03912969909360717
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.3,0.039016704907811166
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.35,0.03890283569966897
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.4,0.03878809687332688
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.45,0.038672493821063275
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.5,0.03855603192318919
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.55,0.03843871654794934
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.6,0.0383205530514247
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.65,0.03820154677743822
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.7,0.03808170305746164
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.75,0.03796102721052314
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.8,0.037839524543118355
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.85,0.03771720034912193
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.9,0.037594059909700744
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,41.95,0.03747010849322994
Bs,Bs1_5830,B_{s1}(5830),s0,14.0,42.0,0.03734535135520983
