sector,state,label,M2,s0,combo,theta_deg,theta_reference_deg,sqrt_s0,f1_GeV,f2_GeV,g_GeV_inv,g_A_component_GeV_inv,g_B_component_GeV_inv,Gamma_keV,two_point_source_theta_deg,normalization_scheme,m_initial,m_sigma,quoted_combo,window_id
Ds,Ds1_2460,D_s1(2460),3.75,9.0,low,25.625,35.3,3.0,0.4155018822871741,0.17707056972350488,-0.4657303770270449,-0.09814252304738225,-0.36758785397966265,45.593599566835394,26.594403607486143,AA_AB_BB_two_point_projection,,,,
Ds,Ds1_2536,D_s1(2536),3.75,9.5,high,25.625,35.3,3.082207001484488,0.4155018822871741,0.17707056972350488,-0.08908312188456974,-0.5302483118636924,0.44116518997912263,2.4625838121170287,26.594403607486143,AA_AB_BB_two_point_projection,,,,
Ds,Ds1_2460,D_s1(2460),3.75,9.0,low,25.75,35.3,3.0,0.41559231620096665,0.17684495373292608,-0.46568963982168554,-0.09856722595391702,-0.3671224138677685,45.58562381653332,26.594403607486143,AA_AB_BB_two_point_projection,,,,
Ds,Ds1_2536,D_s1(2536),3.75,9.5,high,25.75,35.3,3.082207001484488,0.41559231620096665,0.17684495373292608,-0.08663182838277944,-0.5303679461238726,0.4437361177410932,2.3289229704615892,26.594403607486143,AA_AB_BB_two_point_projection,,,,
Ds,Ds1_2460,D_s1(2460),3.75,9.0,low,25.875,35.3,3.0,0.41568100354982906,0.17662483424740144,-0.4656486608117947,-0.0989916909560709,-0.36665696985572377,45.577601428322254,26.594403607486143,AA_AB_BB_two_point_projection,,,,
Ds,Ds1_2536,D_s1(2536),3.75,9.5,high,25.875,35.3,3.082207001484488,0.41568100354982906,0.17662483424740144,-0.08417123992287379,-0.530468849916236,0.4462976099933622,2.1985057876574285,26.594403607486143,AA_AB_BB_two_point_projection,,,,
Ds,Ds1_2460,D_s1(2460),3.75,9.0,low,26.0,35.3,3.0,0.41576794376349296,0.17641023604053324,-0.46560743999650217,-0.09941592157179031,-0.36619151842471187,45.56953241452904,26.594403607486143,AA_AB_BB_two_point_projection,,,,
Ds,Ds1_2536,D_s1(2536),3.75,9.5,high,26.0,35.3,3.082207001484488,0.41576794376349296,0.17641023604053324,-0.08170155247522543,-0.5305508718578271,0.4488493193826017,2.0713847837467543,26.594403607486143,AA_AB_BB_two_point_projection,,,,
Ds,Ds1_2460,D_s1(2460),3.75,9.0,low,26.125,35.3,3.0,0.41585313628304704,0.17620118337865676,-0.4655659773664481,-0.09983992131198463,-0.36572605605446346,45.56141678589268,26.594403607486143,AA_AB_BB_two_point_projection,,,,
Ds,Ds1_2536,D_s1(2536),3.75,9.5,high,26.125,35.3,3.082207001484488,0.41585313628304704,0.17620118337865676,-0.07922296630420533,-0.5306138648569423,0.45139089855273695,1.9476116447868466,26.594403607486143,AA_AB_BB_two_point_projection,,,,
