M2,g,g_low,g_high,width_keV,width_low_keV,width_high_keV
4.0,-0.0560225756679903,-0.2227405339864103,0.11069538265042972,0.09998805498105148,0.0,1.1218447908057851
4.4,-0.050623061130209694,-0.2173410194486297,0.11609489718821031,0.08164296766241597,0.0,1.1034997034871497
4.8,-0.04654172376148021,-0.21325968207990023,0.12017623455693979,0.06900918603967722,0.0,1.090865921864411
5.2,-0.043360727862809756,-0.21007868618122977,0.12335723045561026,0.05989838378083147,0.0,1.0817551196055653
5.6,-0.04081895085627385,-0.20753690917469386,0.12589900746214616,0.053081801408385657,0.0,1.0749385372331193
6.0,-0.03874569602851668,-0.2054636543469367,0.12797226228990333,0.04782653421635193,0.0,1.0696832700410857
