sector,state,M2,s0,Pi,mass_sr,f,pc,d5frac,offdiag,accepted,rejection_reason
B,Bs1_5830,7.8,43.0,0.004118907239427523,5.8075572349702735,0.09719302503253203,0.5304198484464253,0.025671651431692574,0.4126624954325208,True,
B,Bs1_5830,7.8,43.5,0.004223855264683786,5.827889961957357,0.09842345533359054,0.5439347232458188,0.02503380071143951,0.405547272652915,True,
B,Bs1_5830,7.8,44.0,0.00432723272667118,5.847911271844069,0.09962061536317461,0.5572473458742787,0.02443574395209399,0.39864200320510407,True,
B,Bs1_5830,8.2,42.0,0.0048095930574906095,5.78096155787303,0.09444104731915437,0.4668219049650442,0.02372228574820074,0.42196140732300835,True,
B,Bs1_5830,8.2,42.5,0.004950094321042868,5.802598187438303,0.09581055716560855,0.48045903948296576,0.0230489629980056,0.4141179409553708,True,
B,Bs1_5830,8.2,43.0,0.0050891711183235575,5.823939212439961,0.09714717041650538,0.49395791447445675,0.022419081258941636,0.40649118739570717,True,
B,Bs1_5830,8.2,43.5,0.0052267150502808965,5.844982915243719,0.09845120601410033,0.5073080086643814,0.021829110587580816,0.39907815175996497,True,
B,Bs1_5830,8.2,44.0,0.0053626249061379345,5.865727876310901,0.09972300091733866,0.5204994984757481,0.02127587568389592,0.3918755482973968,True,
B,Bs1_5830,8.6,42.0,0.00581600652625081,5.794366126612477,0.09431341345808698,0.4333161682071569,0.021013166214406336,0.4168344638978634,True,
B,Bs1_5830,8.6,42.5,0.005994555485071334,5.816619853128671,0.09575016102721606,0.44661879266678955,0.020387285119728267,0.40872137373046097,True,
B,Bs1_5830,8.6,43.0,0.006171796150496244,5.838589937921652,0.09715536941948467,0.45982394394125303,0.01980180629108331,0.4008250959567706,True,
B,Bs1_5830,8.6,43.5,0.006347581115747131,5.860274444916229,0.09852924400699105,0.4729206396253352,0.019253430497641687,0.39314273875434574,True,
B,Bs1_5830,8.6,44.0,0.006521770966771109,5.881671737390164,0.09987201043873097,0.4858984928044206,0.018739191005458917,0.3856711176367908,True,
B,Bs1_5830,9.0,42.0,0.006920501942915489,5.806418044786562,0.09423317414451032,0.4022418706441508,0.018797176393483248,0.4121138930843098,True,
B,Bs1_5830,9.0,42.5,0.007142619746576819,5.829229652323817,0.095733467105315,0.4151520730521663,0.01821263071084963,0.4037565153223647,True,
B,Bs1_5830,9.0,43.0,0.007363680447956922,5.8517684030119055,0.09720363131553235,0.428000833269634,0.017665880081545196,0.3956159776728288,True,
B,Bs1_5830,9.0,43.5,0.0075834927653300535,5.874032195214826,0.09864376980397815,0.4407770333863477,0.017153823413288943,0.3876894730622247,True,
B,Bs1_5830,9.0,44.0,0.007801873977819162,5.896019228451457,0.10005400746766542,0.4534700530762101,0.016673673033204845,0.3799738998973743,True,
