s0,g,g_low,g_high,width_keV,width_low_keV,width_high_keV
6.25,-0.044105025571783266,-0.21082298389020326,0.12261293274663675,0.06197237398269888,0.0,1.0838291098074326
6.5,-0.04448091488935402,-0.21119887320777403,0.122237043429066,0.06303320634581587,0.0,1.0848899421705496
6.75,-0.04485769470411992,-0.21157565302253994,0.1218602636143001,0.06410558656373141,0.0,1.0859623223884651
7.0,-0.045235334844448354,-0.21195329316286837,0.12148262347397165,0.0651894918093528,0.0,1.0870462276340864
7.25,-0.04561355563404906,-0.21233151395246908,0.12110440268437095,0.06628417135000325,0.0,1.088140907174737
