state,accepted,g_median,g_p16,g_p84,width_median_keV,width_p16_keV,width_p84_keV,f_initial_median_GeV,f_initial_p16_GeV,f_initial_p84_GeV,f_vector_median_GeV,f_vector_p16_GeV,f_vector_p84_GeV,branching_central
Ds1_2460,1200,-0.06094263948989147,-0.22048467473102557,0.11295124190581449,0.48230580478311313,0.04788378328513236,2.0915972549346,0.4036805450610539,0.38523149158514336,0.4233808192574111,0.25348618248620197,0.24368814653666052,0.2618411550734545,
Ds1_2536,1200,-0.016552294113086806,-0.08591488051281135,0.04183930748651494,0.09378773974714055,0.004392632826037636,0.613869812703207,0.16560922309466777,0.1538804743694906,0.1792848967716521,0.25348618248620197,0.24368814653666052,0.2618411550734545,0.00010194319537732669
Bs1_lower,1200,-0.5479314291826936,-0.8864919847556274,-0.2277642404930665,1.5886179631899964,0.2908542341195186,4.291122641169632,0.5008917818621961,0.4839077043360183,0.5186971825160512,0.29976471222945805,0.29065141660719584,0.3084092151214305,
Bs1_5830,1200,-0.48359799507354795,-0.9082455895371336,-0.19781939030474818,2.331957248263537,0.40701711961579473,8.066743646336755,0.09760178540230938,0.08928214346672406,0.11189703499487283,0.29976471222945805,0.29065141660719584,0.3084092151214305,0.004663914496527074
