theta_deg,component_A,component_B,g,width_keV,g_low,g_high
20.0,-0.011353110881939668,-0.029064099817785124,-0.040417210699724794,0.05204208088751454,-0.040417210699724794,-0.040417210699724794
21.0,-0.011895764466267346,-0.028875053505211024,-0.04077081797147837,0.05295668923437119,-0.04077081797147837,-0.04077081797147837
22.0,-0.012434794485501739,-0.028677211571620315,-0.04111200605712205,0.053846727433241155,-0.04111200605712205,-0.04111200605712205
23.0,-0.012970036745877291,-0.028470634281582505,-0.0414406710274598,0.054711111109679036,-0.0414406710274598,-0.0414406710274598
24.0,-0.013501328207416481,-0.028255384560541295,-0.041756712767957775,0.05554878714532316,-0.041756712767957775,-0.041756712767957775
25.0,-0.014028507033593388,-0.02803152797564689,-0.042060035009240285,0.05635873496095822,-0.042060035009240285,-0.042060035009240285
26.0,-0.014551412640630665,-0.027799132715783596,-0.04235054535641426,0.057139967759933706,-0.04235054535641426,-0.04235054535641426
27.0,-0.015069885746414904,-0.027558269570798825,-0.04262815531721373,0.0578915337304238,-0.04262815531721373,-0.04262815531721373
28.0,-0.015583768419015525,-0.02730901190993984,-0.04289278032895536,0.058612517205063316,-0.04289278032895536,-0.04289278032895536
29.0,-0.01609290412479236,-0.02705143565950474,-0.0431443397842971,0.05930203977654738,-0.0431443397842971,-0.0431443397842971
30.0,-0.016597137776077315,-0.026785619279714623,-0.043382757055791935,0.059959261367835436,-0.043382757055791935,-0.043382757055791935
31.0,-0.017096315778415597,-0.02651164374081378,-0.04360795951922938,0.060583381255655815,-0.04360795951922938,-0.04360795951922938
32.0,-0.017590286077352045,-0.026229592498405428,-0.043819878575757476,0.061173639046063405,-0.043819878575757476,-0.043819878575757476
33.0,-0.018078898204748405,-0.025939551468030293,-0.044018449672778695,0.061729315600862845,-0.044018449672778695,-0.044018449672778695
34.0,-0.01856200332461738,-0.025641608998995917,-0.0442036123236133,0.06224973391376759,-0.0442036123236133,-0.0442036123236133
35.0,-0.019039454278459506,-0.025335855847464606,-0.04437531012592411,0.0627342599352276,-0.04437531012592411,-0.04437531012592411
36.0,-0.019511105630089086,-0.02502238514880821,-0.044533490778897296,0.06318230334492128,-0.044533490778897296,-0.044533490778897296
37.0,-0.019976813709935412,-0.024701292389238197,-0.0446781060991736,0.06359331827096966,-0.0446781060991736,-0.0446781060991736
38.0,-0.020436436658805953,-0.024372675376719624,-0.044809112035525574,0.0639668039549974,-0.044809112035525574,-0.044809112035525574
39.0,-0.02088983447109801,-0.024036634211177903,-0.044926468682275914,0.06430230536222957,-0.044926468682275914,-0.044926468682275914
40.0,-0.021336869037445805,-0.02369327125400735,-0.04503014029145315,0.06459941373588143,-0.04503014029145315,-0.04503014029145315
41.0,-0.021777404186789903,-0.02334269109689096,-0.045120095283680856,0.06485776709516582,-0.045120095283680856,-0.045120095283680856
42.0,-0.022211305727856255,-0.022985000529940722,-0.04519630625779698,0.06507705067631064,-0.04519630625779698,-0.04519630625779698
43.0,-0.022638441490032146,-0.022620308509168366,-0.045258749999200515,0.06525699731605036,-0.045258749999200515,-0.045258749999200515
44.0,-0.023058681363626668,-0.022248726123296272,-0.04530740748692293,0.06539738777712308,-0.04530740748692293,-0.04530740748692293
45.0,-0.02347189733950337,-0.021870366559918773,-0.04534226389942214,0.06549805101537755,-0.04534226389942214,-0.04534226389942214
46.0,-0.023877963548073082,-0.021485345071024117,-0.045363308619097195,0.06555886438816382,-0.045363308619097195,-0.045363308619097195
47.0,-0.024276756297635024,-0.021093778937887622,-0.04537053523552265,0.06557975380375482,-0.04537053523552265,-0.04537053523552265
48.0,-0.02466815411205449,-0.020695787435346624,-0.04536394154740111,0.0655606938116154,-0.04536394154740111,-0.04536394154740111
49.0,-0.02505203776776565,-0.020291491795468217,-0.04534352956323387,0.06550170763341005,-0.04534352956323387,-0.04534352956323387
50.0,-0.025428290330088203,-0.01988101517062082,-0.045309305500709024,0.06540286713471072,-0.045309305500709024,-0.045309305500709024
51.0,-0.025796797188846837,-0.01946448259596073,-0.04526127978480757,0.06526429273743989,-0.04526127978480757,-0.04526127978480757
52.0,-0.026157446093282563,-0.019042020951345242,-0.04519946704462781,0.06508615327315492,-0.04519946704462781,-0.04519946704462781
53.0,-0.0265101271862454,-0.018613758922683767,-0.045123886108929166,0.06486866577735269,-0.045123886108929166,-0.045123886108929166
54.0,-0.02685473303765794,-0.018179826962738913,-0.04503456000039685,0.0646120952250455,-0.04503456000039685,-0.04503456000039685
55.0,-0.02719115867723957,-0.01774035725138927,-0.04493151592862884,0.0643167542079297,-0.04493151592862884,-0.04493151592862884
