M2,g,g_low,g_high,width_keV,width_low_keV,width_high_keV
5.0,-0.9381315080914456,-1.2933446077076383,-0.5829184084752529,8.618412803273067,4.788549539912586,12.448276066633547
5.4,-0.7395023151632917,-1.0947154147794844,-0.38428921554709894,5.355239805407329,1.5253765420468488,9.185103068767809
5.8,-0.601375516761785,-0.9565886163779778,-0.24616241714559228,3.5415333298961698,0.0,7.37139659325665
6.2,-0.5014607855370176,-0.8566738851532103,-0.14624768592082482,2.4624861723733003,0.0,6.292349435733781
6.6,-0.42679193403864546,-0.7820050336548382,-0.07157883442245272,1.7837428829800992,0.0,5.6136061463405795
7.0,-0.3694441609445904,-0.7246572605607832,-0.014231061328397687,1.3365877025894468,0.0,5.166450965949927
