input_set,s0_window_label,M2,s0,theta_deg,gA_star,width_A_keV,g1_2460_axial_only,Gamma2460_axial_only_keV,g2_2536_axial_only,Gamma2536_axial_only_keV,qcd_side,pert,heavy_local,twist2_chi_phi,twist4_2p,twist3_2p_f3g,twist4_3p_F2,twist3_3p_F3,F2_integral,F3_integral
project_inputs_positive_chi,rounded_final,5.5,8.5,35.3,-0.11600559476668136,0.42872602155205036,-0.043718293961132665,0.06089033810699242,-0.0562063811964548,0.16997105232502724,-0.014185436252253839,0.02491061614078021,-0.006975806165083423,-0.06480163713633698,-0.0006899233208611963,0.016958452725084082,-0.000545591220920655,0.016958452725084124,-0.1562500000000002,-4.453125000000227
project_inputs_positive_chi,rounded_final,5.75,8.5,35.3,-0.11262802145013959,0.40412422378574203,-0.04244540929186444,0.05739623765886158,-0.05456989828603705,0.16021751919380053,-0.014356625427376656,0.02585703974171394,-0.007065524641686506,-0.06707956153577603,-0.0006251483775828616,0.017554580769780358,-0.0005525921536059628,0.01755458076978041,-0.1562500000000002,-4.453125000000227
project_inputs_positive_chi,rounded_final,6.0,8.5,35.3,-0.10963067771456315,0.3829007097621638,-0.04131581933718989,0.05438194209537833,-0.05311764208307155,0.1518033273060226,-0.014516992552431763,0.026760862252578857,-0.007148790845009814,-0.06925193719442672,-0.0005642120611516513,0.01812308693006211,-0.0005590885645467183,0.01812308693006218,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,3.0,7.5,35.3,1.0012690958419521,31.939167902363387,0.3773419441903374,4.5361994249625806,0.48512929565433555,12.66247837977652,0.05522130108063682,0.01198677400921224,-0.005462175903188852,0.033317398026402975,-0.0016315795387013901,0.008719093287177888,-0.00042730208744382877,0.008719093287177777,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,3.25,7.5,35.3,0.9735761419464694,30.196862338877935,0.3669054760054207,4.288746344176247,0.47171166070115983,11.971730687286806,0.06143941744610207,0.013305353874922392,-0.005692765210761265,0.03661568103039648,-0.0015080020554787644,0.009582247041758066,-0.00044534427649281066,0.009582247041757967,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,3.5,7.5,35.3,0.9511749473639141,28.823238794255914,0.35846327964575025,4.09365577850223,0.4608579593387779,11.427149235168223,0.06737499112529782,0.014566963967351538,-0.00589823187422472,0.03975274438379357,-0.0013914911151011857,0.010403209951418049,-0.0004614141393573967,0.010403209951417965,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,3.75,7.5,35.3,0.9327385636108498,27.716720308191043,0.35151527643851005,3.936501135790749,0.45192526591831816,10.988463216501387,0.07302494671134692,0.015770311020510127,-0.006082358426591934,0.04273016224145149,-0.0012821464051622007,0.011182393969187238,-0.0004758096572349714,0.011182393969187169,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,4.0,7.5,35.3,0.9173386098967694,26.809043510484663,0.34571159339361807,3.8075872273134146,0.4444637665776849,10.628609200832702,0.07839346523640178,0.0169157531971626,-0.00624823012167493,0.045552502408854466,-0.0011797755278833172,0.011920994480194538,-0.0004887736804460593,0.011920994480194486,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,4.25,7.5,35.3,0.904308700003609,26.052859164059004,0.3408010937565792,3.7001892197038284,0.4381505875979691,10.328815293646036,0.0834892596307712,0.018004709628444568,-0.006398381263508861,0.048226121219899346,-0.0010840342558814872,0.012620674923708754,-0.0005005055455998397,0.012620674923708714,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,4.5,7.5,35.3,0.893159666601553,25.41441863865399,0.33659942813317634,3.609513922430329,0.4327487203636489,10.07570164414749,0.08832373256291859,0.019039254296896103,-0.006534908578693237,0.050758354642473746,-0.0009945079491838938,0.013283355107162404,-0.0005111700628989166,0.01328335510716238,-0.1562500000000002,-4.453125000000227
